Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.848),ID83D (ID8 0.99),ID83E (ID3 0.975),ID83F (ID6 0.998),ID83G (ID13 0.981),ID83H (ID9 0.995),ID83I (ID4 0.994),ID83J (ID14 0.986)
DEL,MH,2,1,2.938e-05,6.142e-05,0.01999791,0.00010138,0.00995898,4.856e-05,0.01819677,8.89e-06,0.20274319,0.0020568
DEL,MH,3,1,0,1.68e-06,0.00908253,0.01187709,0.0018663,0.00079183,0.01386204,0.00103189,0.00663759,0.00135142
DEL,MH,3,2,0.00254827,0.00144309,0.01094327,0.0032931,0.0006605,0.00400849,0.00397503,0.00036417,0.04210074,0.00338771
DEL,MH,4,1,2.967e-05,5.108e-05,0.00955371,0.00535707,0.00030755,0.00247024,0.00548609,0.00195762,0.01174181,3.338e-05
DEL,MH,4,2,0.00047993,2.849e-05,0.00530414,0.00078736,0.00035527,0.00958253,0.00258265,0.00155217,0.03060678,0.00075031
DEL,MH,4,3,0.00053242,8.8e-07,0.00185993,0.00012164,3.15e-06,0.00492363,0.0010457,0.00126683,0.04739638,0.00161729
DEL,MH,5+,1,0.00049953,0,0.00046258,0.34304296,8.894e-05,0.06632798,0.00378726,1e-08,0.00019235,0.0016704
DEL,MH,5+,2,1e-08,2e-08,0.00079179,0.1163569,0.00106422,0.27051604,0.0035985,2e-08,7.613e-05,0.00134568
DEL,MH,5+,3,0,1e-08,0.00333021,0.02148856,0.00053297,0.24425329,0.00099209,2.1e-06,0.00032102,2.463e-05
DEL,MH,5+,4,0.00037639,0,0.00048356,0.00018068,0.00098799,0.13865475,3.923e-05,2.8e-06,0.00350315,1.418e-05
DEL,MH,5+,5+,0.00234672,0.00032893,0.0006331,0.00099067,0,0.11174361,0.00405241,0,0.00053677,0.00055971
