Type,Subtype,Indel_size,Repeat_MH_size,ID83A (ID2 1),ID83B (ID1 1),ID83C (False Positive) (ID5 0.848),ID83D (ID8 0.99),ID83E (ID3 0.975),ID83F (ID6 0.998),ID83G (ID13 0.981),ID83H (ID9 0.995),ID83I (ID4 0.994),ID83J (ID14 0.986)
DEL,C,1,0,0.00226189,0,0.00145729,0.02960426,0.08189505,0.02302644,0.00468961,0.37273334,0.00923202,0.00276423
DEL,C,1,1,0,4e-08,0.00437789,0.01908493,0.23419117,0.00124391,0.00440981,0.09703469,0.00040604,0.00011903
DEL,C,1,2,0,0,0.00527282,0,0.21142169,0.00397999,0.00767381,0,0.00106192,0
DEL,C,1,3,0.00233701,0.00187302,0.00776337,0.00481226,0.07544006,2.027e-05,0.00521077,0.01055792,0.00136739,0.00070791
DEL,C,1,4,0.00352289,0.00057792,0.00209922,0.00050812,0.04413873,0.00170521,0.00042954,0.01443759,0.00237522,0.00113526
DEL,C,1,5+,0.01488518,0.00218415,0.00582813,0.00117931,0.02632989,0.00108065,0.00031168,0.000375,0.00386208,0.00344423
DEL,T,1,0,0.00596792,0.0010217,0.12793095,0.03312423,0.02314412,0.00016866,0.06714455,0.11846061,0.00631415,0.0157989
DEL,T,1,1,0,1e-08,0.00952037,0.00135146,0.00252551,2.553e-05,0.41781713,0.00791485,0.00749167,1e-08
DEL,T,1,2,0.00657841,5.217e-05,0.15088684,0.00301728,0.00187705,0.00783572,0.06177741,0.09019487,0.00261705,0.0061034
DEL,T,1,3,0.01898148,0.00137472,0.11087643,0.00248542,0.00199276,0.01986357,0.07268132,0.11681785,0.00651059,0.0134759
DEL,T,1,4,0.04480625,0.00307891,0.08557786,0.00340814,0.00189953,0.01433107,0.02067285,0.10662819,0.00813751,0.01018393
DEL,T,1,5+,0.82700228,0.00020161,0.01139797,0.00023626,0.0005379,0.00011661,0.00176267,0.00658861,0.00083787,0.06304702
INS,C,1,0,1e-08,2e-08,4e-08,1.4e-07,1.1e-07,2e-08,5e-08,2.5e-07,7e-08,0.52928809
INS,C,1,1,0.00018926,4.3e-06,0.00851332,0.00195588,0.00543239,0.00147217,0.00265342,0,0.00058341,0.0138693
INS,C,1,2,1.5e-07,1e-08,0.00629074,0.00166261,0.00410707,1.184e-05,0.00335189,0,0.00037854,0.00047183
INS,C,1,3,0.00041141,0.00072501,0.00135946,0.00014357,0.00896688,5.3e-07,0.00033385,6.34e-06,0.000669,0.00081382
INS,C,1,4,0.002743,0.00128914,0.0020719,0.00032958,0.00814651,0.00033231,1.108e-05,0.00010198,0.000508,0.00065788
INS,C,1,5+,0.00798397,0.02036853,0.0230754,0.003664,0.00815296,1.757e-05,5.46e-06,0.00012472,0.00267985,0.00268035
INS,T,1,0,0.00103173,0.00225854,0.00158009,0.00338694,0.01737968,0.00641536,0.02454584,0.01380345,0.00426272,0.03798876
INS,T,1,1,0,0,0.01053063,0.0045227,0.06771695,0.00017056,0.01114906,0.00450341,0.00124942,0.002963
INS,T,1,2,0.00047881,2.51e-06,0.03682386,6.605e-05,0.05551386,0,0.01485614,4.69e-06,0.0008963,0.00137985
INS,T,1,3,0.00104128,0.00336034,0.02713234,0.00056217,0.03250763,4.755e-05,0.01606553,9.056e-05,0.00086238,0.00021727
INS,T,1,4,0.00339222,0.01418665,0.02504894,0.00193278,0.00841173,0.0004233,0.01240389,0.00205298,0.00241033,0.00470691
INS,T,1,5+,0.00316233,0.91489314,0.05221959,0.01100497,0.00186713,0.00570871,0.00073579,0.00567335,0.00393599,0.17174727
DEL,repeats,2,0,2.992e-05,0.0001654,0.01874022,0.00751433,0.00876453,0.00014377,0.02854691,0.01215129,0.08774067,0.0005523
DEL,repeats,2,1,0.00288881,0.00011161,0.01498777,0.00697271,0.01177849,0.00036281,0.01222139,0.00027053,0.20762247,0.00572873
DEL,repeats,2,2,0.00172589,0.00041899,0.00161132,0.00013503,0.01355629,0.00158716,0.00291353,1.064e-05,0.04584296,0.0021011
DEL,repeats,2,3,0.00098056,0.00013234,6.487e-05,2.903e-05,0.00620384,0.00041873,0.00018921,4.33e-06,0.00945328,0.00013085
DEL,repeats,2,4,0.0009111,1.237e-05,0.00060903,0.00021063,0.00329792,0.00012649,0.00018653,0.00018369,0.00323865,0.00038001
DEL,repeats,2,5+,0,0,0.02307874,2.486e-05,0.00090414,2.45e-06,0.01484749,0,0.00135754,0
DEL,repeats,3,0,3e-08,8.85e-06,0.01304066,0.01435958,0.00222624,0.00069698,0.01627958,0.00098076,0.00519377,0.0013799
DEL,repeats,3,1,0.00431351,0.00375243,0.0080399,0.00109404,1.678e-05,0.00417853,0.00184257,0.00136513,0.09596528,0.00422289
DEL,repeats,3,2,0.00208812,0.00055101,0.00109848,0.00027126,2.77e-06,0.00053709,0.00075321,0.00040927,0.01479451,0.00146445
DEL,repeats,3,3,0.00050986,0.00027893,0.00099819,0.00032494,2.309e-05,0.00012575,0.00019769,0.00020366,0.00363265,0.00030552
DEL,repeats,3,4,0,1e-08,0.00632693,1e-08,3.213e-05,1e-08,0.00363247,0,0.00044349,5.6e-06
DEL,repeats,3,5+,0,1e-08,0.00973593,0,0.00029788,3.209e-05,0.00498367,0,0.00035191,1.485e-05
DEL,repeats,4,0,0,3.186e-05,0.00660067,0.00768278,0.00085596,0.00224826,0.01288983,0.000373,0.00631622,0.0003474
DEL,repeats,4,1,0.00191481,0.00046647,0.00138308,0.00053563,0.0009737,0.0024541,0.00106735,0.00242198,0.05576909,0.00033709
DEL,repeats,4,2,0.0004914,0,1.22e-06,0,0,0.00057016,0.00019202,4.099e-05,0.00996984,0.00056124
DEL,repeats,4,3,0,0,0.00365938,7.16e-06,8.537e-05,0.00012343,0.00249408,0,0.00365347,1.76e-05
DEL,repeats,4,4,0,1e-07,0.00481296,9.973e-05,0.00023449,8.95e-06,0.0031767,0,0.00018783,0
DEL,repeats,4,5+,0.00016498,3.122e-05,0.00170647,0,9.876e-05,9.89e-05,0.00090746,4e-08,0.00078562,7.89e-05
DEL,repeats,5+,0,0,0,0.00580892,0.30403307,0.00107406,0.01242109,0.0203107,4.434e-05,0.00265814,0.00074498
DEL,repeats,5+,1,0.00322873,3.41e-06,0.00015213,0,0,0.00749085,0.00088924,0.00018301,0.01108719,0.00039286
DEL,repeats,5+,2,0.00043377,9.246e-05,0.0003159,0.00030001,2.496e-05,0.00042751,0.00033071,4.341e-05,0.00286833,2.197e-05
DEL,repeats,5+,3,0.0001212,5.66e-06,0.00028537,1.031e-05,3.012e-05,0.00017218,8.916e-05,7.874e-05,0.00107846,0.0001274
DEL,repeats,5+,4,6.774e-05,2.25e-06,0.00013647,4.73e-06,3.632e-05,9.47e-05,2.279e-05,4.728e-05,0.00017558,2.287e-05
DEL,repeats,5+,5+,1.902e-05,2.34e-05,0.00056871,1.82e-06,2.61e-06,0,0.00070516,3.182e-05,0.00016051,1.11e-06
INS,repeats,2,0,0.00020053,0.00060738,0.00552413,0.00173218,0.00224873,0.00194436,0.01028243,0.00085895,0.0010533,0.02565766
INS,repeats,2,1,0.00020575,6.92e-06,0.02237961,0.00119878,0.00339064,5.723e-05,0.01106108,0.00098313,0.0003297,0
INS,repeats,2,2,0.00096706,0.00025723,0.00884263,0.00021481,0.00144785,0.00036969,0.00397683,0.00034516,0.00025144,0.00110463
INS,repeats,2,3,0.0004358,0.00043562,0.0017243,0.00034081,0.0009119,0.00033813,0.0009418,0.0004124,0.00039864,0.00098741
INS,repeats,2,4,0.00206821,0.00241167,0.00261542,0.00038449,0.00025278,5.66e-05,1.747e-05,0.00011186,0.00063341,0.00342533
INS,repeats,2,5+,0.01514778,0.01454715,0.02345017,0.00491381,5.35e-06,2.102e-05,0.00050618,0.0001409,0.00436964,0.00034422
INS,repeats,3,0,1.2e-07,3.943e-05,0.00408325,0.00033077,0.00030932,0.00105069,0.00270458,0.0005338,0.00023176,0.00821667
INS,repeats,3,1,0.00103325,0.00035709,0.00683811,0.00039218,0.0003314,4.635e-05,0.00572711,0.00061977,0.00070913,0.00318685
INS,repeats,3,2,0.00018488,2.756e-05,0.00153708,1.043e-05,0.00019526,0.00083342,0.00082914,0,0.00122365,0.00038258
INS,repeats,3,3,8.19e-06,0.00015472,7.09e-05,5.164e-05,2.61e-06,0.00029828,5.508e-05,2.47e-05,2.493e-05,0.00034147
INS,repeats,3,4,0.00011392,0.00011149,0.00011827,9.371e-05,2.033e-05,0.0001472,2.97e-06,3.692e-05,0.00019877,0.00088558
INS,repeats,3,5+,0.00210172,0.00105367,0.00149008,0.0003776,6.44e-06,1.1e-06,3.92e-06,1.632e-05,0.00028207,0.00201394
INS,repeats,4,0,6.55e-06,1.35e-06,0.00181495,0.00068317,0.00015687,0.00171175,0.00297494,7.67e-06,0.00040142,0.00542498
INS,repeats,4,1,0.00118989,0.00060973,0.00445271,0.00076714,2.466e-05,0.00065651,0.00486134,0.0011858,0.00194989,0.00200763
INS,repeats,4,2,1e-08,3.253e-05,0.00027374,0.00015161,0.0001882,0.00043936,0.00026665,1.153e-05,9.354e-05,0.0001071
INS,repeats,4,3,0.00025975,5.301e-05,3.448e-05,5.26e-06,3.95e-06,0.00039642,2.1e-07,1.7e-06,0.00010428,0.00077937
INS,repeats,4,4,0.00015749,0.00040084,0.00027114,0.00012848,1.44e-06,5.61e-06,2.598e-05,0.00016414,0.00025331,0.00148557
INS,repeats,4,5+,0.00221305,0.00083429,0.00196655,0.00122062,2.326e-05,4.521e-05,0.00082431,8.69e-06,0.00028432,0.00018092
INS,repeats,5+,0,0,3e-08,0.00456668,0,8.995e-05,0.0087942,0.00399136,4.59e-06,9.662e-05,0.00279764
INS,repeats,5+,1,3.934e-05,0.00172456,0.00215284,0.01125886,0.00027628,0.00571162,0.01218261,0.00108586,0.00210737,0.0246203
INS,repeats,5+,2,6.2e-06,0.00024306,0.00042039,2.503e-05,4.75e-06,0.00134015,0.00030751,7.69e-06,7.154e-05,0.00055501
INS,repeats,5+,3,8.756e-05,0.00023098,0.00044423,7.177e-05,8.472e-05,6.834e-05,3.791e-05,0.00014804,4.692e-05,0.00013327
INS,repeats,5+,4,4.88e-06,0.00019909,0.00028336,2.325e-05,1.016e-05,2.418e-05,7.038e-05,0.00015294,7.48e-06,4.524e-05
INS,repeats,5+,5+,5.891e-05,0.0002038,0.00080355,0.00037141,7.05e-05,2.09e-06,0.00036787,1.78e-06,2.394e-05,1.42e-06
