Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID2 0.55),hdp.1 (ID2 0.998),hdp.2 (ID1 1),hdp.3 (ID5 0.999),hdp.4 (ID8 0.999),hdp.5 (ID6 0.999),hdp.6 (ID3 0.999),hdp.7 (ID9 0.998),hdp.8 (ID13 0.999),hdp.9 (ID4 0.997),hdp.10 (ID14 0.916),hdp.11 (ID11 0.999),hdp.12 (False Positive) (ID9 0.47),hdp.13 (ID12 0.993),hdp.14 (ID10 0.987)
DEL,repeats,5+,3,0.000568969821664331,6.68831104822312e-05,4.41469239473381e-05,0.000246276052104495,1.6590136192802e-05,0.000119569544057476,3.96247863684255e-05,5.02939750995333e-05,0.000122003495452792,0.00142685353442259,0.000135956269068057,9.78491692028279e-05,0.0023103531810466,0.00188470193828343,0.000448419312456907
DEL,repeats,5+,4,0.00034127154892824,4.2570692265461e-05,1.52178201450963e-05,4.86361596327811e-05,5.8554389334293e-05,6.83400087509551e-05,4.3450809329745e-05,2.75737009736711e-05,0.000142224878603524,2.13190105441766e-05,1.00935877680895e-05,5.09359272829047e-05,0.000645853912688547,0.000671859677187233,6.43897090528638e-05
DEL,repeats,5+,5+,0.000190881335236476,8.19131462572952e-06,1.71505875847727e-05,0.00064884744136119,2.74008988189273e-05,4.09200888878976e-05,2.27529429858181e-05,0.00010615583273548,8.92408291965194e-05,0.000388937690748311,0.000113289220691676,6.31249351862538e-05,0.000246105458325877,0.00348459055137141,0.000372096002428572
INS,repeats,2,0,0.00181540033773498,0.000193366822858267,0.000328505203074883,0.00697161521155397,0.00210197021096338,0.00213734766794129,0.00280904948502805,0.00103203609851026,0.00914415100512629,0.00022291334211827,0.026528172571648,0.00025475740900921,0.00616921399877918,0.0078236947563751,0.0242184578449228
INS,repeats,2,1,0.00141167272361752,0.000159020425542564,2.78291066203127e-05,0.0195101034352576,0.0019799160046138,5.85719296754331e-05,0.00231531326584595,0.00255716353084764,0.00289298098006532,0.000361566377616846,0.000116395139607712,0.000167140400452518,0.00335639969681949,0.00327815088220688,0.0387714931806015
INS,repeats,2,2,0.00390486947681366,0.000606127613907518,0.000175576549631795,0.00703742379520946,0.000417125360087714,0.000674118745700985,0.000898229093281623,0.000547608989095725,0.000788431514144571,0.000515698098584803,0.00101453508469452,0.000335073563923231,0.0259653795672358,0.00319009051973209,0.0247362354863062
INS,repeats,2,3,0.00160413009389301,0.000278898939099964,0.000519089076356474,0.00111154945883225,0.000158714454859297,0.000496842336243689,0.00121168867553415,0.000352213433429766,0.00041807688828634,8.86659263883652e-05,0.00149078652043455,0.000366001016089444,0.00414864576874747,0.0013693746184712,0.00320381807193879
INS,repeats,2,4,0.00916797326911806,0.00144741936094344,0.00242434604503844,4.91061244740259e-05,0.000125402646330597,0.000159427332218633,0.000329658148235058,0.000275691991503581,0.000154982183975061,0.000125851195866946,0.00249581215570753,0.000719023018655828,0.0256777415984413,0.0018074868418904,0.00207553815275613
INS,repeats,2,5+,0.049887919908857,0.00924046844312075,0.0154152310218423,0.000882476869651554,0.00202296700232622,0.000988782619350721,0.000110844933058774,0.00156605672247635,0.00153826312375078,0.000171644041550387,0.00161427034568054,0.0007870498954687,0.0369336257386627,0.0371487235463156,0.0069790324563631
INS,repeats,3,0,0.000357901326139613,2.23962900402123e-05,2.06265452735524e-05,0.00374667001323781,0.000752249273461905,0.000866357502705183,0.000285113831931001,0.000127964456379636,0.000494449223516706,0.00014495124988895,0.00816227252195175,9.36382181906582e-05,0.000799951744350368,0.00993493951455948,0.0189391638341089
INS,repeats,3,1,0.0027117019676662,0.000836392721719195,0.000230985931619881,0.00598719921845724,0.000668129168707299,0.000210414905358363,0.000197397125233871,0.00117904277712497,0.00392379720589038,0.000348429198595664,0.00256412869227724,0.000405347499300512,0.0127947590425818,0.00124762822186241,0.0362056461934156
INS,repeats,3,2,0.00070300012050622,0.000141569453279687,4.9405941036416e-05,0.00115969841854685,0.000189240876400833,0.000769629567246135,4.74704960881015e-05,0.000171213599463304,0.000536285994125103,0.00079323719983032,0.000133474880949452,7.85301825977217e-05,0.00672316359945566,0.00066016395532442,0.00306004314509691
INS,repeats,3,3,0.000228084434056369,1.3892300828273e-05,0.000129557088304489,1.52715191820669e-05,2.92562933448785e-05,0.000279339740775025,1.51026833286977e-05,1.31380828521173e-05,1.50694482672337e-05,3.36187217582056e-05,0.000598501778687683,0.000153260646593373,0.000146684948862855,5.05718747094454e-05,0.000690120689676309
INS,repeats,3,4,0.000484623864331637,6.31671910534419e-05,9.90931725375326e-05,2.52403551887357e-05,6.67484795931561e-05,0.000203709738738582,3.55114318050113e-05,4.11693302696515e-05,1.58825475511647e-05,0.000162188212653001,0.00058713666008154,9.89076479860025e-05,0.00137221851446316,0.000108781198351532,0.000719185824267592
INS,repeats,3,5+,0.00566152169974099,0.00118167888817981,0.00126895818650653,5.24772399778851e-05,5.45735118721869e-05,2.87127136908368e-05,3.36177932286194e-05,0.000220486067337171,0.00016600487184992,6.31760452809592e-05,0.00247818682510321,0.000407481396095033,0.0474326755108618,0.00175502731642859,0.00160923753771078
INS,repeats,4,0,0.00013401193858919,4.4495814384127e-06,4.3806080921979e-06,0.00251479603555348,0.000711474149513808,0.00142597601175235,3.40430494493371e-05,0.000194945298626272,0.00100962056092782,0.000104382997972137,0.00696133474823126,0.000193428968075426,0.000159864344846162,0.00528945364413314,0.015342554472241
INS,repeats,4,1,0.00311973995260213,0.000915296440223766,0.00057082174603384,0.0037728518938864,0.000952897350948295,0.000513174870668517,0.000104103747186884,0.00141937219019902,0.00303387817022725,0.00111854098995768,0.000699539283313317,0.000612187946777292,0.0193166873153799,0.00336635890467648,0.0568814855908723
INS,repeats,4,2,0.000166050764036275,1.23103753641866e-05,4.32983245620098e-05,0.000389986136990169,8.18636543459915e-05,0.000437213139002083,4.60517545047234e-05,5.95458951050756e-05,0.000135837098236847,0.000267455546939059,3.32212883282125e-05,9.2190383601795e-05,0.000245315380848852,0.00123344505611959,0.00651354369228877
INS,repeats,4,3,0.000549040715165561,9.08258849409188e-05,9.67404259216902e-05,1.54256246690444e-05,2.3915221543377e-05,0.000324357067665844,7.35128096577143e-05,0.000161392433013288,3.84294936939723e-05,9.95344175294746e-05,0.000772714272828741,7.70221573629057e-05,0.00129257378917511,0.000388675797494582,0.000508669549689353
INS,repeats,4,4,0.00144548289006404,0.000142250218551546,0.000253523170420506,1.49886333996076e-05,0.000126208815269843,8.28773369531968e-05,1.92853760400259e-05,7.627713273942e-05,3.30444904242457e-05,0.000367945732440613,0.00188512320295971,0.000133680286229168,0.000967562506035416,0.000245218009636825,0.00181231289007584
INS,repeats,4,5+,0.00667440469919609,0.00170901789346328,0.000793916236800836,0.000661543517275994,0.000641783127990023,0.000234538513676557,0.000104223550281622,0.00011427585036445,0.00010486465704639,0.00021725785034241,0.000523804275284787,0.000212238051788901,0.023445170595608,0.00801884049097041,0.00684316471970598
INS,repeats,5+,0,0.000102790318220599,2.79775186466425e-07,1.28002685498003e-06,0.00487138625808331,0.000206884093412293,0.00845162835045641,0.000233738116749951,0.000164680987857972,0.00297960175417135,9.72179118229706e-05,0.0024469168344317,0.000981307828537892,1.32350828283099e-06,0.00944003431224096,0.0665253588704148
INS,repeats,5+,1,0.00170384453053561,0.00012590562048969,0.00123680493119806,0.00496149743666264,0.00978393012719208,0.00616960195091201,0.000624786012191724,0.0019543494665315,0.012221115770813,0.0023069745487823,0.0332943724521068,0.00115554079939914,0.00272535045925173,0.00408511686695356,0.27678572469053
INS,repeats,5+,2,0.000264983707361021,2.22901877544506e-05,0.000141278916345088,0.00028938683515626,8.60449899754813e-05,0.00113197162784305,9.21211527841231e-05,0.000156769617089413,6.14707775668437e-05,0.000199435454330909,0.000745902922212564,0.000936526718550308,0.000193725075640165,0.000894274277627446,0.010472757576579
INS,repeats,5+,3,0.000520159020097965,6.53013885672499e-05,0.000200439561932465,0.000134755423029106,4.20772216417551e-05,1.51904144891354e-05,5.22643701196263e-05,8.66596204822302e-05,3.72585748476906e-05,3.52500586557781e-05,3.13029427938753e-05,8.29846904458075e-05,0.00214358360301225,0.000326707505087176,0.00367525622210145
INS,repeats,5+,4,0.000208557000031963,1.57063218876847e-05,0.000193125368546488,0.000126934274707695,4.61727827026063e-05,2.83964522903885e-05,1.52159927619949e-05,4.94138790651467e-05,4.38518709637633e-05,8.78025944464812e-05,0.000419782258576209,0.00015940473667429,0.000622712756661173,0.00165332607078544,0.00156458355084499
INS,repeats,5+,5+,0.000514896300250527,7.11143359491094e-05,8.16733475552636e-05,0.000477959514040996,0.000220576330244978,7.30829658183767e-05,5.59655198818801e-05,0.000109626035322654,3.09727077554207e-05,0.000127699939105563,0.000257663971258244,0.00019381307524743,0.00164407647365113,0.0042826439054286,0.00468017946684302
DEL,MH,2,1,0.00233895235263999,0.000179348776343106,0.000821968574113584,0.0310362716329758,0.00390163839123439,0.000622247825109328,0.00707193548976081,0.00529149669020282,0.0102801576037257,0.200410752347889,0.00244996230771742,0.000449326794132353,0.00462410524890832,0.00655606922743149,0.00288738590186842
DEL,MH,3,1,0.000456248495407442,7.65995995541697e-06,5.82997441808244e-05,0.0132603551952897,0.00965675571546337,0.000986091805835919,0.000455900160357288,0.00377638982041824,0.000928667683406854,0.00715826052405172,0.00139244577295887,0.00028883318503959,5.31003988518884e-05,0.0153245664950382,0.00532300579992242
DEL,MH,3,2,0.010554453955411,0.00167942130158145,0.00145335566219723,0.00905209987886716,0.00361196625672605,0.00430836153530901,0.000407842401798667,0.00195296074807568,0.00139458250437287,0.0551623536336359,0.00381461983945828,0.00129375346181206,0.012003160988584,0.00595993771638993,0.0235201979056061
DEL,MH,4,1,0.000950101390880502,8.67634663279556e-05,5.64257221477649e-05,0.00915454971502055,0.00571572283737746,0.00259309755218788,8.89971584537313e-05,0.00268027776837787,0.00177528626024061,0.0111004382963482,7.84035337782672e-05,8.07068600583029e-05,0.000667303533655031,0.00432893430425665,0.000751954607826596
DEL,MH,4,2,0.00276685233577234,0.000285845605220296,0.00013351122392939,0.0064813462116524,0.00168486982802157,0.00835030519655325,0.000249529619195078,0.0028221468911488,0.000454448325697244,0.0313203574458748,0.00146161907123196,0.000357390445212845,0.00273352977282128,0.00493004462871155,0.00098629448787352
DEL,MH,4,3,0.00249099096589177,0.000399055229535947,0.000204356640499403,0.00310025197814611,0.00126114794644079,0.00478809200199846,0.000132893644961391,0.00174431095303891,0.00076755289984099,0.0372652582837467,0.00371913212722285,0.000618568946186577,0.0014079371591464,0.000530668980998382,0.00108398654777535
DEL,MH,5+,1,0.00419420878645691,0.000380896548358753,4.28899077318861e-05,0.00880795367507676,0.300730429761019,0.0686897773697647,0.0014248043609951,0.000383111457041627,0.00921778378031048,0.000548852275205529,0.00685316302541252,0.000147611330722173,0.00902726859670667,0.0059976108813739,0.00237288397515279
DEL,MH,5+,2,0.00190329553518208,4.31511977313868e-05,1.93356486429264e-05,0.00830563682467905,0.116848413477806,0.274130515810932,0.00253083870895605,0.000136022478561667,0.0090002022538331,0.00052897506240449,0.00480925099145604,0.000284138633313068,0.00144012954404043,0.00135647297593408,0.00150957726153052
DEL,MH,5+,3,0.000767071625517485,2.64578076538041e-05,1.37636254058815e-05,0.0075265478469921,0.0419362283409562,0.210926101834822,0.00103645379230482,0.000710444459556882,0.00349234261630054,0.00159035751971289,0.00183989653397075,0.000725833064751989,0.000562617039313394,0.00352432271775545,0.000913718533405188
DEL,MH,5+,4,0.00174540725413324,0.000220664268756412,7.76387616092369e-05,0.00247578259424824,0.0146656563894094,0.119247770206465,0.000568549427977443,0.000510806313298038,0.000402819484043117,0.00395601359862558,0.000269825727802694,0.000377522099165727,0.00834023518608181,0.00106610531289487,0.000596291780561325
DEL,MH,5+,5+,0.00924615617736163,0.0010872201109443,0.000889233942807258,0.000778478841436294,0.0108054593091132,0.0966926249465149,7.40378254342328e-05,0.000359269676465748,0.011602117599465,0.000480010127258946,0.00050019803554735,0.000607763152975915,0.0621039244160337,0.00891671107127888,0.0323663769817429
