Type,Subtype,Indel_size,Repeat_MH_size,hdp.0 (False Positive) (ID2 0.55),hdp.1 (ID2 0.998),hdp.2 (ID1 1),hdp.3 (ID5 0.999),hdp.4 (ID8 0.999),hdp.5 (ID6 0.999),hdp.6 (ID3 0.999),hdp.7 (ID9 0.998),hdp.8 (ID13 0.999),hdp.9 (ID4 0.997),hdp.10 (ID14 0.916),hdp.11 (ID11 0.999),hdp.12 (False Positive) (ID9 0.47),hdp.13 (ID12 0.993),hdp.14 (ID10 0.987)
DEL,C,1,0,0.0237367691583289,0.00248150290267539,0.000526452573487772,0.0195039386947921,0.03861842985444,0.0285023566370864,0.12168889404209,0.327682792886709,0.0493772689048189,0.00858281915392442,0.0132792859674504,0.00303794411013545,0.0708675798368329,0.0468141048035113,0.00932234344274983
DEL,C,1,1,0.00147845059167857,6.34091269142354e-05,0.000707050260809316,0.0288463838571037,0.0220310178051488,0.00577993718954355,0.213117332694957,0.09432613158137,0.015256945112288,0.00220313251019778,0.00209320809690848,0.00117065850817738,0.000212645946857258,0.0124303791088986,0.0239496601180843
DEL,C,1,2,0.000533395279870808,7.30117568658306e-07,1.65841604285318e-06,0.0271273976543468,0.00296139235923143,0.00781952339801273,0.189266385734412,0.00264539129663104,0.0068679440658751,0.00146455753339341,0.00125983855757494,0.000207343643330998,7.52689036302995e-05,0.00203508446283924,0.0173194635844525
DEL,C,1,3,0.00859291719506262,0.00170099907885417,0.00173783225490481,0.0145928740994054,0.00572942710322938,0.000898783608350717,0.0617077603457138,0.00957945742810007,0.006061483175187,0.00117395616849478,0.000438694464892184,0.000398465520599145,0.00578111136569737,0.00536749332014277,0.00727633948078177
DEL,C,1,4,0.0114605393673454,0.00233164988514434,0.000873254799019522,0.00244330909908446,0.000992749437965411,0.00277715404359041,0.0439539390344535,0.0114910353097858,0.00320517635787713,0.00167855249195765,0.00261856205022954,0.000257470395916943,0.0571782742793887,0.00292378163025655,0.00413356831379051
DEL,C,1,5+,0.0477709934863752,0.00974124696529757,0.00324199599387511,0.00216240214412976,0.00054440355400965,0.00166987731086716,0.0233937172914837,0.00142551897556104,0.00143694159523406,0.00230890760404687,0.00483794342583675,0.000829543341731556,0.021767886123638,0.0350915791385235,0.00721177961178978
DEL,T,1,0,0.0329142643949376,0.00550348719646639,0.00104261698495663,0.105085539703096,0.0360791372366317,0.00405529022623875,0.0341671806689931,0.0969197968185549,0.0503628547136466,0.00512706465070637,0.023739188992862,0.000782604046124678,0.0926336930582003,0.0236791967857801,0.033107348432194
DEL,T,1,1,0.00196806109052761,3.07264666225346e-07,1.38202411651481e-06,0.0994408695238408,0.00965541405089596,0.00031500484183701,0.0106412866972889,0.0449993717914141,0.521576051341169,0.00076604997710422,0.000507564840695968,0.00102441439378448,1.15960070310254e-06,0.00367909993661251,0.0011503906973376
DEL,T,1,2,0.0283138629932409,0.00389251972874155,0.00109197383009956,0.116323384689289,0.00843695096185952,0.0120536019183814,0.0147886040425972,0.0781995982261586,0.0213368459983712,0.00136968780987246,0.0122247776542384,0.000764208016975088,0.0227596942101809,0.0216907458050436,0.00251536752719621
DEL,T,1,3,0.0797492300172513,0.0110674614421655,0.00296896571268633,0.085378894407607,0.00902547940913022,0.0202332973540745,0.0133982188595215,0.113069049455016,0.0608507838505235,0.000948540900472348,0.0205812716064133,0.00168957607721644,0.00873870515628993,0.016458421206026,0.0080455136206584
DEL,T,1,4,0.150048065851347,0.0304424969708259,0.00604963917956811,0.0523637243359588,0.000876093236151379,0.0173918193649572,0.0133001194237466,0.0875225561304332,0.0174781987150549,0.00128000665430084,0.0194090910925443,0.00115930490328053,0.0147019308842354,0.0385957778614293,0.00947093304125248
DEL,T,1,5+,0.147212221306637,0.827609577314581,0.025219837568331,0.0266951540579245,0.00836194832035697,0.0049418572423771,0.00752465102676439,0.00194060243905527,0.00844757561441786,0.00569709229890342,0.0466933602252934,0.00686027157388388,0.0134578511637711,0.00567578415474442,0.00302608026607293
INS,C,1,0,4.31758510065399e-05,2.61749695116494e-07,1.42752135115783e-06,0.000446173470757905,0.00298297591751319,0.00211568725971298,0.00243846490702958,7.14559923978777e-05,0.0019682834882694,0.000184798653542991,0.584609725131879,0.000348041735555936,2.94716754904757e-07,0.00135420686784967,0.000439613698870218
INS,C,1,1,0.000994857020577466,0.000143740888497022,2.10961419841249e-05,0.00123384615427721,0.00202449725420016,0.00162905173120962,0.0015010075746481,0.000248698574633924,0.00163247755896904,7.7305438793987e-05,0.0200885996508924,0.16515411633252,0.000975167413739495,0.00259560470063279,0.00200309769536401
INS,C,1,2,0.000174428677417267,7.96882157241524e-06,4.96872641540719e-06,0.00310696254472357,0.00132775851923696,0.0002914921197528,0.00159274278027891,0.000673019134371097,0.00173014901533691,0.000106201467325614,0.00118501919888906,0.0929518948999265,0.000222060866834852,0.00402361626190808,0.00122853885464251
INS,C,1,3,0.00206406611579886,0.000320411593968946,0.000769332317200288,0.000500173084842771,9.95278090881513e-05,0.00024498480080626,0.00649656309731067,0.000199953889042709,0.000183862900357219,0.000417090086124216,0.00187650260506155,0.0382808454254625,0.00099481429671089,0.00158893849207282,0.00313994595893848
INS,C,1,4,0.00944630877685716,0.00166190342279144,0.0018610334802297,0.000123331952671507,0.00074573779964838,0.000429753669899759,0.00636678146266787,0.000205640367770324,0.000150996832635473,9.36423389134574e-05,0.00240328860771304,0.0106407595278608,0.00872696639472483,0.00395490554081835,0.00281492540596587
INS,C,1,5+,0.0612218676341532,0.00751026029977969,0.0200298998487095,0.000301673587324401,0.00115645628323049,0.000391548946149545,0.0083732879029476,0.000876305849474779,0.00104132291529307,0.000337777448724713,0.00134992470827,0.00202765185811102,0.0303594075361823,0.0174393798355035,0.0131249456177809
INS,T,1,0,0.00643849896993152,0.000880994607110016,0.002178803804081,0.00575618951532836,0.00415109359801724,0.00671448486269645,0.0205958183628871,0.0126883834994838,0.0372605815043022,0.00157357116736979,0.036676496419318,0.000879546332686537,0.0200932907477844,0.00449081408504886,0.00780515195238291
INS,T,1,1,0.000356775200965237,3.6656136111841e-06,2.23360978958848e-05,0.0138988263341819,0.00504279316409523,0.00119544801667653,0.0463798596740373,0.00941288781649337,0.00517672452606354,0.00118053181752188,0.00264805248132539,0.296102948031207,3.63343240157037e-05,0.00245302422149597,0.0343223894461882
INS,T,1,2,0.00294697233805734,0.0003742218793578,0.00019839743597911,0.0314618611690184,0.00121449370365168,0.000325470191494937,0.0377010039470539,0.00226108372490367,0.00450135893868045,0.000387980071949357,0.00337046317008933,0.161170664332742,0.00647034867435996,0.00221634952845442,0.00188828966767815
INS,T,1,3,0.00574325134481062,0.000960559573329521,0.00343823306849221,0.019185875986552,0.000776036443399232,0.000989504509186986,0.0246352294287342,0.00185667699215423,0.00837956472078906,0.000820568678843804,0.000827210876781376,0.113492750747666,0.00778361127800847,0.00142450563534525,0.00356495378400417
INS,T,1,4,0.0145574478402008,0.00309426996636168,0.0153120212786116,0.0107093292069304,0.00138014147773918,0.00142931143523255,0.00734367104333355,0.00145367701574135,0.0151149238124689,0.000963290091220577,0.00486196045621819,0.0545311699506696,0.067640282531384,0.0022479941173099,0.00138716904653665
INS,T,1,5+,0.152202477882579,0.0545999207209546,0.874699838518856,0.000955485945149924,0.0188046009207385,0.012400924546248,0.021496069151678,0.0298471424160573,0.00835329202021928,0.00672892428592301,0.0336833807820519,0.0137171865435772,0.0122742229626927,0.00891885616593497,0.0161583839160643
DEL,repeats,2,0,0.00194583685978776,0.000116149285658653,0.000504123339287247,0.0298668022869026,0.0082250825716347,0.00154446135701916,0.0070354108488009,0.0132904545795963,0.0223955349253156,0.0697975260762291,0.00106650554918673,0.000281522171650259,0.0036424277277596,0.00372649529560772,0.00140470624548025
DEL,repeats,2,1,0.0150597335377641,0.00174048484324917,0.0015926666782184,0.025484999765013,0.0091827428120198,0.00264905766196956,0.00861632978972369,0.00429171566443653,0.00563951692039007,0.217524113540649,0.00793402760042819,0.00157397074841725,0.0163717249880703,0.00483086373646329,0.0145995422787838
DEL,repeats,2,2,0.00548577053393811,0.00129933662993916,0.000572127432703529,0.00435187787809378,0.000684987977656594,0.00201861164792528,0.0123796731342583,0.00113187600794662,0.00297787766930948,0.0502612041815415,0.00447989893766438,0.00112226378375107,0.00357766326723212,0.001162756276422,0.00494077229070478
DEL,repeats,2,3,0.00233402494633028,0.000497894813359879,0.000404597462778747,0.000187194754376674,0.000150432412464397,0.000433969665032025,0.00750643018253673,9.44774491181456e-05,0.000163932178158397,0.0112836676449406,0.000437446591527182,9.37668754657141e-05,0.00506248225006791,0.0008937188530928,0.00130821575313114
DEL,repeats,2,4,0.00321286250878073,0.000482908306056821,0.000124318661187522,0.000807589139679244,0.000166773731308662,0.000252734125032467,0.00273064738275012,0.000447752361217531,0.00010345534991589,0.00319289938460811,0.000204313104661046,0.000201301357847457,0.00325344484206584,0.0100048165241077,0.00116333200399603
DEL,repeats,2,5+,0.000390650796830436,2.61352947883914e-07,1.18815378362117e-06,0.022661610647838,0.000681058949145746,7.63093256752883e-05,0.000311575291359428,0.00012369783100567,0.00131374002344005,0.00225719614964225,0.00010358603640423,0.0047194367837579,7.42053016068841e-07,0.241200026905033,0.000533906453985662
DEL,repeats,3,0,0.000593832636532269,1.27755859941117e-05,9.91562047933282e-05,0.0181260641667748,0.0103336696284148,0.00136189224140279,0.000821211556550896,0.00299533785255821,0.00505423977742452,0.00454183626759409,0.00155503872179864,0.000781025277061594,0.000242174295232175,0.00641311980213852,0.00470009397367878
DEL,repeats,3,1,0.0167577815677035,0.00395152104926772,0.00424891809910069,0.00587763477019577,0.00171023049556875,0.00498228868015978,0.00031878177990802,0.00449597252209656,0.00150904205737616,0.0982806586679772,0.00543247487367268,0.00078983687855342,0.0260908398466411,0.00181267818221381,0.0296614690449821
DEL,repeats,3,2,0.00623275350772544,0.0014659268351488,0.000654119415486887,0.000916418930937049,0.000716916263432656,0.000486224503584991,0.000141000250122674,0.00090742717683703,0.000443792160458967,0.0188193903528124,0.00205131986517589,0.0002550523707386,0.0599358185318858,0.000988371655267332,0.00293961187582198
DEL,repeats,3,3,0.00130661956639305,0.00031160872232673,0.000260749150405126,0.000671215105847279,0.000262455676359106,2.77878375368426e-05,4.83070092771927e-05,0.000147459734122299,5.56630832345943e-05,0.00452272763409238,0.000680764541680949,0.000295743965686137,0.00244594211257239,0.00518055297575741,0.00350920059705919
DEL,repeats,3,4,9.6486046495569e-05,1.69328168239593e-07,8.05873575716304e-07,0.00609420934095948,1.54278846794047e-05,1.1809335200763e-05,0.000132548646326545,2.67068063236636e-05,0.000218516531846949,0.000728030047669167,3.10158708211615e-05,0.00144048367170349,1.03466150626008e-06,0.0725824305341815,0.000569515386098122
DEL,repeats,3,5+,0.000157875565983087,2.01978596142736e-07,9.10102909119723e-07,0.00867389329097826,5.80198448214044e-05,0.000116871560916946,0.000121158194372234,6.11987728676173e-05,0.00124140991930295,0.00034831434336491,1.11024331970972e-05,0.00162926056889145,1.27915251169796e-06,0.0844174626524556,0.00080679145546504
DEL,repeats,4,0,0.000482407379341664,1.31238403167849e-05,4.52407912830961e-05,0.0117164438043797,0.00668384091446047,0.00177410878556266,0.000304175882127983,0.00224229864364602,0.00228006234597637,0.00837842810900209,0.000161100494024723,0.000260139115187044,0.000191525733676153,0.00223580825592646,0.00171038783644403
DEL,repeats,4,1,0.00743730519281141,0.00130656501386236,0.00081931592713574,0.00260216863483291,0.00149290719298175,0.00252478564027898,0.000539183484175551,0.00371282373433219,8.87663152441011e-05,0.0655721971012825,0.00107168785667672,0.000622713841805283,0.0165350185244592,0.00489021760901542,0.00455194603965595
DEL,repeats,4,2,0.00186566972507623,0.000319889649323326,3.28113930263487e-05,0.000108287949274437,0.000231209934445439,0.000563317079442267,0.00012407778590855,0.000675099000518748,0.000206108046356036,0.0145420168363892,0.000582000840182483,0.000305893714701959,0.00409251775226483,0.000723786560804019,0.000337445674761514
DEL,repeats,4,3,0.000158679493971219,3.99256146548868e-06,3.02526895437071e-06,0.00387964944305634,5.20692392344968e-05,0.00022573833692325,5.6948710627742e-05,7.05562176900358e-05,0.000271820430950351,0.00432880644070218,0.000141282682326395,0.000303629068778872,0.000107095564413484,0.0318524012862504,0.000393163945419449
DEL,repeats,4,4,0.000115556467666129,2.35132121712435e-07,8.59274229246913e-07,0.00451083859721931,0.000278566106068634,4.38346390499457e-05,6.86969760123401e-05,4.02802339558277e-05,0.00034985602215052,0.00106458895805534,7.87121985665125e-06,0.000958588468630954,6.94673267730911e-07,0.051462587460798,0.000985040585924899
DEL,repeats,4,5+,0.000985430858428052,0.000107189681462274,4.54461676945634e-05,0.00169202984656654,4.52211841196392e-05,1.58698816379921e-05,1.63464565631703e-05,6.18857190324521e-05,9.82607699376998e-05,0.000257175184436856,3.950138310343e-05,0.000244526799673682,0.00511474156964892,0.0237233697571114,0.00148668191055193
DEL,repeats,5+,0,0.00316814746884917,1.24424557479469e-05,8.03659207509014e-06,0.0178382508339898,0.24264511365061,0.0207117794331789,0.0028442745742702,0.0016962226122812,0.0150484017915761,0.00503052224059763,0.0086905338918373,0.00124502948053254,0.00133696657399042,0.00731785302798442,0.00227882371387681
DEL,repeats,5+,1,0.00901049718666269,0.00186436545471289,0.000316508004156461,0.000139431600722045,0.000475420576979445,0.00777631719609916,8.89372960094653e-05,0.000546757664941532,0.00320336506309382,0.0114417655752126,0.00051631099630001,0.00115408473813082,0.0547290004903599,0.00223271589494653,0.019318925233763
DEL,repeats,5+,2,0.00137555712886121,0.000226114485171153,0.000111246852462783,0.000446410703519411,0.000478341908729909,0.000480986613626166,3.37760306022839e-05,0.000161417553480995,9.72798129803043e-05,0.00293470896064568,0.000235597772811422,0.000102455527797483,0.00307023314288186,0.00306699852195315,0.00238409200308422
