Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15,hdp.16
DEL,C,1,0,0.0312469410154809,0.0120796102880135,0.0467187281952326,0.0128593249272794,0.00445902589836888,0.0264960820625484,0.135583932467261,0.0336231210437145,0.335773839603623,0.0370788184933222,0.0182923657637843,0.00997299704804916,0.000358237422650761,0.0093170588471394,0.00198727400831548,0.0131574434949713
DEL,C,1,1,0.0060319573299203,0.00246027817280037,0.0148650471964828,0.0361940455589831,0.000102686388760251,0.00851535690642267,0.156588437613494,0.0190707075782585,0.0980748812647038,0.0237212197831243,0.0295840657825186,0.00208197298754471,0.000610878461804152,0.00919556921980512,0.00402841375944615,0.017676908199728
DEL,C,1,2,0.00868091508058874,0.00333233724831644,0.00756451155613738,0.0205890446487337,1.66631018932808e-05,0.0178714109882602,0.212889998557787,0.00269958283426315,0.00236579325931039,0.00252297946596137,0.0259803602354555,0.000232865993850291,1.2206589561339e-05,0.00285464667261125,0.000266329507905847,0.0191798201703279
DEL,C,1,3,0.000753819035486261,0.00151389466230748,0.00498109022181151,0.0134564133944308,0.00287101155943636,0.0142132572630594,0.0711260364240503,0.00565504819454018,0.010735455967836,0.00601471457651106,0.0156261612519018,0.000675821958019334,0.00175321403582227,0.00234300139967018,0.0154143601271615,0.0085719909453602
DEL,C,1,4,0.00258295610807491,0.00234286807997095,0.00403517570350123,0.00119385297180096,0.00371553371688471,0.00666110372130821,0.0434822294181578,0.00100606312263418,0.013010401635602,0.00191576051142176,0.00372939139213904,0.00166540248694531,0.000693104735279525,0.00321639630842329,0.00526444660627225,0.00230464540793923
DEL,C,1,5+,0.00188659003624553,0.002247020918241,0.00137976988365742,0.00154790135982919,0.0142019301840307,0.0145589749316291,0.0257215827545051,0.00059288006922249,0.000602208727465148,0.000805461757505667,0.00359866399067153,0.00301238611331453,0.00245433393366492,0.000705610676848244,0.0254607410510586,0.00144468493394514
DEL,T,1,0,0.00196910886321112,0.00756635077396985,0.040124034139678,0.0615154491834721,0.00830392788228922,0.0315893790726108,0.028162695045809,0.0284449812799224,0.104896433383336,0.038121434487605,0.202794477075181,0.0195330444578156,0.00097010533188824,0.015200541260336,0.00756975643686629,0.0797012663562441
DEL,T,1,1,0.000699128802787668,0.00333658550758215,0.510116378788917,0.0834149477287356,1.6065523432466e-05,0.0116527664257234,0.0078538338631562,0.011282660487244,0.0389509365761715,0.00758648669156359,0.0733367793833719,0.00049736027714834,1.3967167639478e-05,0.00972753018329562,0.000208864717686523,0.0800192182781212
DEL,T,1,2,0.00925281617598868,0.00566763350972231,0.0190417415447186,0.230956346001705,0.00745895754099526,0.0226243166858075,0.010311106041143,0.00916733210262011,0.0850615751630643,0.0074720351450236,0.0834935840405695,0.00887408246834892,0.000222214573048817,0.018023073860165,0.0133168353000328,0.1596364266915
DEL,T,1,3,0.0218925668494655,0.00629533056804265,0.0568753897581025,0.0433327212715467,0.0185667590426483,0.0626252506561482,0.01461250112693,0.0102293498108095,0.106645755235804,0.00816508199175644,0.0742097941874687,0.0159942854797047,0.00161884579767012,0.00545990925448472,0.0127189135579595,0.210621234447996
DEL,T,1,4,0.0169336739575373,0.00435576568789007,0.0144918497079275,0.0292953834337478,0.0410921056365216,0.423583729666868,0.0135723946615471,0.00160246019767071,0.0949897163787103,0.00123903751571686,0.044713802474022,0.00974990852468182,0.00445811308409015,0.0061729810035259,0.0447873856747596,0.0357710752035529
DEL,T,1,5+,0.00268974749988833,0.0021657813356897,0.00698701196179432,0.0267719968791158,0.811779210781302,0.0133179959052709,0.00817376523674002,0.00883175520180628,0.00424067137438946,0.013034715028878,0.031025810723026,0.0540769276300191,0.000924861411704709,0.00853076970892784,0.0130127157943835,0.0165695876957378
