"ex.sig","gt.sig","sim"
"hdp.6","ID1",0.999978657919579
"hdp.4","ID2",0.999743244684937
"hdp.10","ID3",0.972278243951479
"hdp.5","ID4",0.993978538216945
"hdp.1","ID5",0.993494195040904
"hdp.3","ID6",0.996868969978788
"hdp.7","ID8",0.982379690077469
"hdp.11","ID9",0.999625541903442
"hdp.12","ID11",0.977227963131237
"hdp.2","ID13",0.997644019803917
"hdp.9","ID14",0.974550177566247
