Type,Subtype,Indel_size,Repeat_MH_size,W.1 (False Positive) (ID14 0.887),W.2 (ID9 0.923),W.3 (False Positive) (ID5 0.396),W.4 (ID3 0.98),W.5 (ID13 0.977),W.6 (ID1 1),W.7 (ID4 0.989),W.8 (ID8 0.986),W.9 (ID6 0.992),W.10 (False Positive) (ID5 0.839),W.11 (ID11 0.997),W.12 (ID2 1),W.13 (False Positive) (ID5 0.388),W.14 (False Positive) (ID9 0.245)
DEL,repeats,4,3,0,0,0,0,2.18419308442996e-300,0,0.00360194924330758,0,0.000135549038579679,0.00594897544579186,3.69750725825406e-157,0,0,0
DEL,repeats,4,4,0,0,0,0,0,0,2.30214048644729e-242,2.69624561807882e-40,0,0.00778093156375536,0,0,0,0
DEL,repeats,4,5+,0,0,0,0,0.000187344121808562,5.07094069082638e-06,0.000704666536726457,0,9.13664453872371e-05,0.00230960073448085,0,0.000133984557579779,0.00168294068804637,0
DEL,repeats,5+,0,0,6.45422171292415e-90,0,3.00213402893836e-05,5.93067333016899e-14,0,0.00231081316993988,0.328729736067268,2.64604153694205e-11,0.0224786425656229,0,0,0,4.9349906454101e-73
DEL,repeats,5+,1,9.4760068651779e-05,0,0,0,0.00179149379336318,0,0.0132308699315447,0,0.00791415325074564,0,0,0.00247676864995722,0.0144405969140454,0
DEL,repeats,5+,2,0,0,0.00124006336161017,0,0.000248559520805948,6.12593751460497e-05,0.00291907089035133,0.000195606328993594,0.000426240320152956,2.93317217373397e-05,0.00142904339465876,0.000191781558274228,0.00383130095666494,0
DEL,repeats,5+,3,0.00010488185486035,9.40340973280646e-49,1.1660264419483e-108,0,0,6.82563709776429e-153,0.000971692408821228,0,0.000192818138581726,0.000278493451361724,0.000192040415822572,0.000109748000096156,0.00108649874214353,0.000405673683663246
DEL,repeats,5+,4,0,0,0,1.18790719896908e-05,0,0,8.69688527588855e-05,0,6.48732484825362e-05,0,0.000138991594664345,3.99991107851063e-05,0.000673103688813552,0.000806930937491977
DEL,repeats,5+,5+,1.27384218163554e-05,2.5031535835583e-288,0,0,1.25792095703059e-193,3.18717900617921e-05,0.000144043552290235,0,0,0.00110367914629213,0,2.81589515374763e-05,1.90972515504754e-05,0.000100729244750925
INS,repeats,2,0,0.03519377736765,0.00066189842395037,1.4785139962214e-05,0.00221730177726493,0.0135156963943884,0.000413348122233242,0.000686333799018758,0.00193456039474222,0.00209741238266545,0.00842618764222338,0.00058964173520988,0.00023686739068703,0.00154832447912841,0.000400927776784699
INS,repeats,2,1,0,0.000886434565762916,0.00237167862232428,0.00234618562088364,0.000868941641735172,0,0,0.00145157479585212,2.13418518091187e-301,0.0303798623930618,0,0.000215221378884356,0.00067224080392604,0.0015132004996709
INS,repeats,2,2,0.00153950264364147,0,0.00579706793067679,0.00104322329427383,0,0.000199482907071259,0,0.00014040414642851,0.00028989246915694,0.0106249807822048,0,0.000718845656032013,0.00561024174001496,0
INS,repeats,2,3,0.00131057904942941,0.000475757755831685,4.45044469891581e-163,0.000861537908243006,0.000715696630518015,0.000408712855859537,0.000211334717731286,0.000283474763077689,0.00039835930054237,0.00178230295283469,0,0.000292965946688011,0.00345607230288655,9.83461332838001e-72
INS,repeats,2,4,0.00524525295210842,2.48093152343156e-130,0,0.00028539907908552,0,0.00210195848198118,1.95705239689453e-48,1.15092164534768e-215,4.29359239922848e-06,0,0,0.00134859464143261,0.0200183660708977,0
INS,repeats,2,5+,0,0,0,0,0,0.0141232449113432,0,7.19279256902396e-179,0,0,0,0.00964088205198606,0.140155510281238,0
INS,repeats,3,0,0.0102198333036926,0.000189744105836317,0.00165509056540004,6.06668818861986e-05,5.19885784816302e-188,2.4626211395536e-05,0,0.000380804501080702,0.00106093478773435,0.00611016273276205,0,1.8706055160772e-05,0,0.000716489314725298
INS,repeats,3,1,0.00398529753211304,0.000550178147921093,0.00153797678052271,0.0002144539524803,0.00479814714003615,0.000284583446550985,0.000307875136858262,0.000348231672596841,2.45599661900502e-55,0.00837991261215781,0.00179604970838694,0.000748383033991161,0.00672121694932289,5.8786414828392e-40
INS,repeats,3,2,0.000284139478899597,0,0,1.04756024504297e-05,9.85402897039542e-05,3.10264091491128e-05,0.00104923334994414,0,0.000836374786082798,0.00205150094870092,0,9.40799733615423e-05,0.00144493887556796,0.00153021763455051
INS,repeats,3,3,0.000363881898570392,0,0,0,0.000189892068864668,0.000135380538150481,0,2.60108315286054e-05,0.000352573474843849,0,0,6.18739726264646e-291,0.000167534067429925,0
INS,repeats,3,4,0.00109600224788612,5.35151113860414e-05,2.80371070842609e-60,1.56356504186231e-05,0,8.65321225982786e-05,0.000125660394156823,0.000111368017243388,0.000153689051704369,1.19242720656573e-06,0,8.61660147399143e-05,0.00108260316157227,2.85246258025224e-138
INS,repeats,3,5+,0.00274128660121145,0,0,0,0,0.000806978429984785,0,0,0,0,0,0.00139100981931744,0.0170590163035684,0
INS,repeats,4,0,0.00710162905646366,0,0,0,0.00132211590762221,0,0.000526237560921801,0.000672628545995689,0.00179791837478884,0.00394479420369289,1.63531049661243e-160,9.54736743845519e-06,0,0
INS,repeats,4,1,0.00229998557790002,0.000568576275660925,0.00332743738639005,0,0.00577473037050512,0.000535784571076278,0.00150825497333402,0.000628380021263465,0.000602282789656245,0.00433045251843367,0.000231742749921573,0.00078662724901308,0.00873720259762191,0.00135364067401557
INS,repeats,4,2,2.93317398444616e-05,0,0,0.000103416100885991,5.84072060229918e-05,3.94612055971867e-05,0,0.000136921891901862,0.000476053815125632,0.00052994021486443,0,1.81031844497444e-05,6.63474790406073e-05,0
INS,repeats,4,3,0.00115153570182224,0,0,0,0,7.05490521860918e-05,6.76641866570075e-05,0,0.000414773334164427,0,0,0.000145312970361282,0.00105376981585525,0
INS,repeats,4,4,0.00200597553434629,0.000233415803064687,0,0,3.0466564184044e-155,0.000328153902659799,0.000276249745398412,0.000128402314449991,0,0,0,0.000144601405342132,0.00118833492035706,3.03523508707695e-249
INS,repeats,4,5+,1.88095576288032e-308,0,0,0,0.000846451535212954,0.000818569232223343,0,0.000816571605171562,0,0.000747378172751319,0,0.00150214416627787,0.0133827664784178,0.000672950831766481
INS,repeats,5+,0,0.00372147395955459,0,0,0,0.00248818447848507,0,0,0,0.00946575385554236,0.00685413896198277,0.00207408672336806,0,0,0
INS,repeats,5+,1,0.0340821519980839,0.00153958726502421,0,0.000112906082214991,0.0196367507178334,0.00164383236098438,0.00213969583647438,0.0119801052808651,0.00570211122152809,0.00423934214000418,0,8.32021900145307e-05,7.09856260536292e-114,0.00060079902706169
INS,repeats,5+,2,0.000609196677610123,0,9.08363594322948e-221,0,0.000230519201280368,0.000247096702571518,0,0,0.00145066086324391,0.0004751990266069,0,1.80278920293465e-05,0,0
INS,repeats,5+,3,6.57412258637574e-05,0.000145018718217865,0,3.27436267323742e-05,0,0.000196570483011848,0,1.96556116891319e-54,7.08587776123294e-05,0.000282089038502285,6.12521806066053e-05,6.23195005321895e-05,0.000940512928975159,0.000317228523035812
INS,repeats,5+,4,0,0.000304143650332348,0,0,0,0.000189018015659951,0,0,7.98007623377057e-53,0.000252584270137856,0,2.76564566091021e-06,0,0
INS,repeats,5+,5+,0,0,0,3.06252551510953e-05,1.02456856333773e-225,0.000135827046585657,0,0.000390637059001119,0,0.000985656657356825,0.000259418905982524,5.68218603517073e-05,0.000929566392031536,0
DEL,MH,2,1,0.00209336245632051,1.19140830749505e-154,8.78442443379977e-300,0.00984198307793833,0.0104303331034772,0.000106974898069589,0.222071029857356,4.19698183073426e-122,0,0.0349656122908143,7.38810455172725e-47,3.96226230570081e-05,1.11094569796738e-189,0
DEL,MH,3,1,0.0016457024411323,0.00200875977722237,0,0.000464218501124084,0.000733144597710908,0,0.00656313478497697,0.0120524917320368,0.000515922848008862,0.0218256851605635,0,0,0,0
DEL,MH,3,2,0.0039629385712747,1.13316646293768e-136,5.64500193843292e-139,0.000436601074851471,8.7091569299116e-140,0.0013889918099353,0.0441903916315863,0.00314760824402269,0.00403966473589688,0.0114704296789863,0.00100313546157079,0.00216347660202334,0.0153268754533385,0.00562735457326649
DEL,MH,4,1,0,0.00205915146710287,0.00199160812227316,0,1.44832738876455e-07,1.13344046837056e-05,0.0130090040465259,0.0057808149072747,0.00252116905890871,0.0136856285496288,0,5.73883688718312e-05,0.000668990387006832,3.95222137342125e-141
DEL,MH,4,2,0.000540671227558309,0.00162637847109365,0.00118034794344841,0.000152572260510449,4.46703592714382e-273,0.000168151506303408,0.0322771185218286,0.000607681108731297,0.0103729746923416,0.00764407732982857,2.193581606044e-172,0.000409133404794726,0.00151146825355652,0.00210192450538923
DEL,MH,4,3,0.0018756437288282,0.00108319948355125,0,0,0,0,0.0511144627181563,1.15296911371961e-292,0.00539752467431832,0.00277870742592684,0.000274426238655998,0.000368702937957603,0.00418254048249621,0.0036108198455242
DEL,MH,5+,1,0.00142646794484561,8.37566146619249e-292,5.67323136917519e-11,6.79013804511589e-150,3.91988154841877e-256,2.08487688669826e-203,0,0.375849257029189,0.0558038886921628,4.21678117173683e-191,0,0.000530309891510357,0.00190043150148066,0
DEL,MH,5+,2,0.00183294639764326,2.42208345230356e-257,0,0.00125242222250938,0.00263959911134787,0,0,0.12584824837373,0.287786810104691,0.00468059505367254,0,3.54366815742765e-05,1.66339008260506e-147,0
DEL,MH,5+,3,0,3.682635557361e-292,6.79645525042685e-149,0.000755958040889538,0,0,2.18179071368624e-198,0.0218494144756564,0.263518593949467,0.00713641632803084,0,0,0,0.000688483372262385
DEL,MH,5+,4,0,0,1.74171101709697e-152,0.001419837354711,0,2.15738066394741e-144,0.00356073967900577,5.05638721132683e-69,0.150363093651435,0.00153624947164366,7.25475257328855e-94,0.000170015589822192,0.00433352820512779,0
DEL,MH,5+,5+,0.00055919814151611,0,0,0,0.0113350075319894,0.000895983874000697,7.2935757324948e-05,6.11298028409219e-55,0.121747210740964,0,0,0.00160164468485417,0.0147425331049859,0
