Type,Subtype,Indel_size,Repeat_MH_size,W.1 (False Positive) (ID14 0.887),W.2 (ID9 0.923),W.3 (False Positive) (ID5 0.396),W.4 (ID3 0.98),W.5 (ID13 0.977),W.6 (ID1 1),W.7 (ID4 0.989),W.8 (ID8 0.986),W.9 (ID6 0.992),W.10 (False Positive) (ID5 0.839),W.11 (ID11 0.997),W.12 (ID2 1),W.13 (False Positive) (ID5 0.388),W.14 (False Positive) (ID9 0.245)
DEL,C,1,0,3.41148632106964e-07,0.519620675390825,1.93890311317851e-132,0.097412001917026,2.01237242333515e-50,0,0.00744157908512272,0.00919998179658249,0.02464785214576,9.05953979082763e-09,2.68618996684591e-275,0.00222860877712792,0.0250072015906706,0.0131362896413562
DEL,C,1,1,0,0.121174309513701,0,0.249612345683,8.27956088485219e-168,0.000386786468101034,0,0.0184524893239986,0.00176580256041211,0.0234495032820158,9.5597069121639e-200,0,0,0
DEL,C,1,2,0,0,0,0.224646805087838,0.00266011613603568,0,0,0,0.00523276348859199,0.0263359546526422,0,0,0,0
DEL,C,1,3,7.37984570602915e-192,0.0112091186356212,1.1088080346358e-295,0.0792747845402863,0.00190216709598918,0.00194722784154105,5.20725720626437e-05,0.0050733622600425,0,0.0144974613572708,0,0.0016217830270677,0.00924167070581587,0.011886572748866
DEL,C,1,4,0.0022712128642654,0.0171853483732591,0.00403028462598495,0.0493764604075874,0.000940027508836267,0.000297500750805873,0.00168455407447897,3.15227446556511e-220,0.0018604902980325,1.90338454320672e-289,1.01298290248866e-230,0.00191104863012162,0.0360522223004689,6.01057607948592e-124
DEL,C,1,5+,0.00562411828015599,0,1.52409243441791e-305,0.0279535421131524,0,0.00125693787225464,0.00173134883440287,0,0.000709565635663828,0,0,0.00967062460653969,0.115275453758935,6.53231019823742e-242
DEL,T,1,0,0.0211386127624815,0.155194628743626,4.12199774561557e-19,0.0225012302949547,0.021644221047385,0.00112904710252816,0.00132725182192824,0.0290163196516638,1.28393321467797e-238,0.165031153151935,0,0.00327816038770781,0.0663101642790214,3.81427959235525e-19
DEL,T,1,1,0,0,0,1.65456324462907e-32,0.777956095477741,0,0,1.66880687874017e-308,0,0.0668550460941052,0,0,0,0
DEL,T,1,2,0.00575068621380697,0.112851325665999,0.0201964948997994,1.3048720295754e-48,3.03160806671845e-113,1.00876374466879e-79,0,4.56449234425229e-75,0.00870814235562362,0.188439572775493,0,0.00468766219217777,0.05576358682562,0
DEL,T,1,3,2.25029126301242e-167,1.83726282004279e-60,0.908426961219236,2.5292409864786e-38,1.56195687692242e-77,4.6429597529058e-25,2.61579808304828e-214,1.20962818993153e-80,3.64564561116294e-16,5.6730621596581e-05,0,0.0138929022165973,0.0301342823859598,1.74089713573201e-159
DEL,T,1,4,7.78726780437171e-168,1.55458662739339e-92,1.14275151865411e-87,6.88583136718092e-19,5.81421920555987e-82,3.28410744780196e-153,1.16337545320453e-236,2.61866981391626e-231,1.59118279758626e-91,0.00679504146657008,0,0.0350446782326015,0.0896183629275965,0.927534457212243
DEL,T,1,5+,6.09012476584973e-202,9.35782098251914e-167,7.20084972047294e-145,7.52571362630301e-35,2.6853729831241e-97,0.00237432363970306,4.94625205595352e-223,2.20632926397758e-101,4.30670207812634e-113,1.02832929476142e-11,0,0.876001992838854,2.8620089307506e-57,3.29663864197031e-163
INS,C,1,0,0.735306415144227,0,0,0,0,0,0,0,0,0,0,0,0,0
INS,C,1,1,0.0197560415290005,0,0,0,0,0,1.35321704842808e-156,0,0.00128136645456853,0,0.191535770439425,9.12518395522666e-05,0.00215234701301664,0
INS,C,1,2,1.43001422068772e-05,0,7.23070409431676e-181,0.00132268936399491,0.000828242143432817,0,0,0.00056119838209253,0,0.00366640255225559,0.0992314929236929,1.61698346152826e-05,0.000116595942955959,1.23289968808975e-126
INS,C,1,3,0.00078752612205682,0,0,0.00677501058438706,0,0.000803237816472777,0.000622558054491867,0,0,0,0.0375990889766638,0.000223741247455605,0.00420403476250592,0
INS,C,1,4,0.000754907738121139,0,0,0.00779929215091438,0,0.00135806694270935,0,0,0.000172691162615057,0,0.0091970418171432,0.00166310742054659,0.0246532798235874,0
INS,C,1,5+,0,0,0,0.00937060218610022,0,0.0193877735734333,0.000474418193050714,0,0,0,0,0.00409062532540045,0.0995018576535803,0
INS,T,1,0,0.0544644103999088,0.0168488049577501,2.59538578829005e-277,0.0211801068416229,0.0528360589456278,0.00213566704463735,0.00372218274018861,0.00358994815619213,0.00684827301232905,0,2.00272722889433e-207,0.000708875982440371,0.00978308881403573,2.21066117918235e-165
INS,T,1,1,0.0017749749837124,0.00796516921875089,0,0.0502198254385634,0,0,3.53783308305641e-308,0.000764855511609378,1.67611703576602e-264,0.0151323807454041,0.320441714230625,0,0,0
INS,T,1,2,0.000931572918547521,0,0,0.0494408569769567,2.5910498273782e-76,4.12751228655684e-245,0,0,0,0.0427040330593131,0.174722115293404,0.000262975362132137,0.00638171988796042,1.04340517656107e-281
INS,T,1,3,0,1.44810519054277e-283,0,0.0281306165138149,0.0116090848397571,0.00384259730952244,0,0,0,0.0295498966137737,0.103353598663543,0.000955756745841319,0.00589330115637996,5.4158680748417e-297
INS,T,1,4,0.00479472810004938,0.00347131271451825,3.6872024366991e-237,0.0068655124047748,0.0130879959753552,0.0136674177688323,0.000319645070574737,3.34085222168862e-195,0.000339145967604625,0.0158957444508479,0.0558693485466565,0.00267188415078789,0.032219708919508,6.95299413508665e-180
INS,T,1,5+,2.05811215358025e-168,4.35294847210286e-64,2.22107748376478e-111,3.17283113481756e-40,3.89684309305272e-83,0.919150854409632,3.26659842750426e-138,0.00273663421722867,6.36593416619253e-21,7.06286843194785e-18,0,0.00360963618992822,4.0452619682439e-66,1.29923826231951e-139
DEL,repeats,2,0,0.000227904764517136,0.0173881071554066,3.17743505686538e-26,0.0085645383510203,0.0284511319260306,0.000397090583883555,0.0961615528905299,0.0070366227545823,1.42167369970006e-197,0.0333714854504921,8.34447337544445e-113,5.15586138593184e-278,6.35159509872638e-79,1.67071990029681e-308
DEL,repeats,2,1,0.00689330633125103,0,0.0451519056218983,0.0111825933207249,2.44072809013218e-73,3.0213375703615e-146,0.204682910038101,0.00635553842016681,0,0.0206787431296905,0,0.00232216420783273,0.0136729688492095,6.61652918266036e-103
DEL,repeats,2,2,0.00246278829219296,0,0,0.014168694044862,0.00252228523572425,0.000555596456181517,0.0486035639216937,0,0.0018181141707428,0.00387052017353894,0,0.00135479434833781,0.00906787678037554,1.90461718226058e-211
DEL,repeats,2,3,0,0,0,0.00713334605991997,0,0.000179679661263862,0.0117576475867085,0,0.000421891908828619,0,0,0.000550586864620388,0.00485162796831018,0
DEL,repeats,2,4,0.000218192374941697,9.00047220814987e-197,3.57694780981116e-201,0.00330591944494513,0,0.000108214427209776,0.00343269340831768,0.000232007471875712,0.000108661718878283,0.000921225416701747,0,0.000541353988542219,0.00467105140700772,2.03521526687559e-308
DEL,repeats,2,5+,0,0,0,0,0,0,0.000425417471340372,0,0,0.0369050109183525,6.16265699371028e-125,0,0,0
DEL,repeats,3,0,0.00197573777542831,0.00186928922561534,0.000872425337298896,0.000949852016257308,0.00321927584418591,5.91755818126494e-05,0.00464811536274917,0.0150708871944077,0.000146797455462025,0.0262648221263718,9.15764230825699e-243,2.43138814627414e-273,0,9.17520035933272e-05
DEL,repeats,3,1,0.00483614232106454,0.00130307406109828,1.66880539390652e-308,0,0,0.00426424717330978,0.110877968874351,5.25477200208572e-293,0.00434278271359141,0.00308337058029449,0,0.00302592020024462,0.0358270215292661,3.17679894489576e-124
DEL,repeats,3,2,0.00171869006156614,0,1.10911338662738e-274,0,0.000297974195091946,0.000365045939582953,0.0144997322579123,0,0.00025544127982244,0,0,0.0015440678138792,0.0126227758876654,0.0102235640782422
DEL,repeats,3,3,0.000517466529151289,0.000103117617670838,0.000612960064336592,1.02442878585378e-05,0,0.000322281525296149,0.003896469506417,0.000277940290543537,9.50278389342697e-05,0.00046572610392174,0,0.000240018555844658,0.00479908734548758,1.03472973530816e-101
DEL,repeats,3,4,0,0,0,0,2.07221301521551e-60,0,0.000333067860684807,0,0,0.00925548362638358,0,0,0,0
DEL,repeats,3,5+,0,0,0,0,0,0,9.98364942312106e-05,0,0,0.0141703986867155,0,0,0,0
DEL,repeats,4,0,0.000154897993513508,0.00085602220312329,0,0,0.00413562343329767,5.55182918198521e-05,0.00633491654186401,0.00778823182435519,0.00224776249475364,0.0165535502808681,9.96135119883734e-107,8.92748858271469e-06,0,3.73599250272631e-05
DEL,repeats,4,1,0,0.000573937501076128,0.00159291232210535,0.00110306619265325,0,0.000465336211701238,0.0604913587307625,0.000353048636556037,0.00237550071804167,5.86294303220079e-119,0,0.00141976800473093,0.0104858252508208,0.0166426339467125
DEL,repeats,4,2,0.000429139408061989,0,0,0,0,0,0.01265170732504,0,0.000556130126367133,0,0,0.000383546513441399,0.00305841495713066,0
