Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I
INS,repeats,2,3,0.00047264,0.00045716,0.00126661,0.00060744,0.00089938,0.00036564,0.00047756,0.00026463,0.00100903
INS,repeats,2,4,0.00219348,0.00262827,3.027e-05,0.00129933,0.00026449,4.766e-05,0.00053508,8.24e-05,0.00345178
INS,repeats,2,5+,0.01628548,0.01670091,0.00065879,0.01404565,2.05e-06,7.719e-05,0.00391039,6.34e-05,0.00035282
INS,repeats,3,0,2.701e-05,5.059e-05,0.00440958,0.00055708,0.00024423,0.00097122,0.00059825,9.086e-05,0.00775216
INS,repeats,3,1,0.00112446,0.00040068,0.00700045,0.00126861,0.00047208,8.063e-05,0.00082124,0.00053383,0.00295198
INS,repeats,3,2,0.0001917,4.577e-05,0.00147799,0.0001077,0.00017496,0.00075966,7.367e-05,0.00104592,0.00028053
INS,repeats,3,3,2.068e-05,0.00015513,2.037e-05,8.505e-05,1.59e-06,0.00028413,3.259e-05,4.1e-06,0.00025927
INS,repeats,3,4,0.00013019,0.00010567,1.763e-05,9.255e-05,1.862e-05,0.00014665,6.195e-05,0.00010266,0.00088558
INS,repeats,3,5+,0.00219729,0.00117229,1.764e-05,0.00084045,6.5e-06,4.5e-07,0.00016538,0,0.00192923
INS,repeats,4,0,2.133e-05,5e-08,0.00284422,0.00083531,2.935e-05,0.00156025,0.00011884,0.00044302,0.00498632
INS,repeats,4,1,0.00124736,0.00069051,0.00448341,0.00170295,3.274e-05,0.00065606,0.00128411,0.00170447,0.00186735
INS,repeats,4,2,6.21e-06,5.07e-05,0.00034412,0.00015737,0.00011608,0.00039414,5.288e-05,2.151e-05,5.55e-05
INS,repeats,4,3,0.00024405,7.218e-05,3e-07,1.858e-05,2.08e-06,0.00036184,7.78e-06,5.723e-05,0.00077874
INS,repeats,4,4,0.00016322,0.00039027,8.68e-06,0.00025507,1.47e-06,9.57e-06,0.00017989,0.00026165,0.00139624
INS,repeats,4,5+,0.00229062,0.00095534,0.00074136,0.00148993,1.093e-05,0.00010494,0.00018818,4.33e-05,0.00018493
INS,repeats,5+,0,0,2e-08,0.00509984,0.00050738,8.873e-05,0.00791752,0.00022135,0.00020161,0.00268937
INS,repeats,5+,1,4.361e-05,0.00171761,0.0059023,0.01061665,0.00022311,0.00621432,0.0014927,0.00289189,0.02394059
INS,repeats,5+,2,1.243e-05,0.00024456,0.00034436,0.00011439,2.75e-06,0.00122292,4.131e-05,4.27e-05,0.00049506
INS,repeats,5+,3,9.723e-05,0.0002288,0.00016309,0.00015816,0.00010744,5.573e-05,0.00020102,4.69e-06,8.55e-05
INS,repeats,5+,4,9.81e-06,0.00020836,0.00017459,8.705e-05,1.532e-05,2.287e-05,0.00017059,0,1.886e-05
INS,repeats,5+,5+,7.904e-05,0.0001955,0.00067878,0.00044675,6.436e-05,2.198e-05,4.015e-05,2.05e-06,0
DEL,MH,2,1,2.425e-05,8.574e-05,0.01997799,0.00183877,0.00998954,3.678e-05,0.00105159,0.20512788,0.00121497
DEL,MH,3,1,3.17e-06,1.087e-05,0.01454824,0.01080417,0.00122334,0.00158715,0.00168958,0.00625439,0.00120926
DEL,MH,3,2,0.00270177,0.00161909,0.00758598,0.0039921,0.0006952,0.00386919,0.00076358,0.04216971,0.00311831
DEL,MH,4,1,6.644e-05,5.039e-05,0.00934475,0.00514636,0.00040351,0.00275124,0.00193855,0.01252336,0
DEL,MH,4,2,0.00052664,6.167e-05,0.00466968,0.00083182,0.00040696,0.00893921,0.00153204,0.03053643,0.00055967
DEL,MH,4,3,0.00057177,2.36e-06,0.00104982,0.00013976,5.56e-06,0.00453432,0.00156097,0.04759263,0.00133601
DEL,MH,5+,1,0.00051914,4e-08,0.00389053,0.27855814,0.00085136,0.09307745,2.095e-05,0.00034045,0.00213533
DEL,MH,5+,2,1e-08,1e-08,0.00205147,0.09199075,0.0011751,0.25808945,9.822e-05,1.928e-05,0.00156219
DEL,MH,5+,3,0,6e-08,0.00277378,0.01605923,0.00051146,0.22344935,0.00024592,0.00028927,4.763e-05
DEL,MH,5+,4,0.00039972,1.1e-07,0.0002959,9.095e-05,0.00083788,0.12497907,3.545e-05,0.00291202,7.9e-07
DEL,MH,5+,5+,0.0024425,0.0003834,0.00052158,0.00168022,0,0.10233182,2.381e-05,0.00085684,0.00064222
