Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I
DEL,C,1,0,0.00221632,8.25e-06,0.00540968,0.03021336,0.09243323,0.02617172,0.34562932,0.01562669,0.00299591
DEL,C,1,1,7.3e-07,2.56e-05,0.00672081,0.01786594,0.22395454,0.00267255,0.09117951,0.00100119,6.725e-05
DEL,C,1,2,0,0,0.00754127,0.00076079,0.20220348,0.00337582,0.00076637,0.00121479,0
DEL,C,1,3,0.00241506,0.00200985,0.00687242,0.00533729,0.07255259,0.00019407,0.01086006,0.00076046,0.00051388
DEL,C,1,4,0.00372169,0.0007008,0.00011422,0.00115911,0.04253743,0.00157541,0.01411823,0.00207162,0.00126836
DEL,C,1,5+,0.0155842,0.00259269,9.734e-05,0.00225804,0.02547455,0.00098617,0.0009909,0.00188497,0.00345543
DEL,T,1,0,0.00677051,0.00153289,0.11815344,0.04019862,0.02966381,0.00243041,0.11486478,0.0046352,0.01649455
DEL,T,1,1,0,0,0.16064749,0.05191298,0.00402693,0.00014412,0.0062002,0.02880393,1.2e-05
DEL,T,1,2,0.00727063,0.00033503,0.13715929,0.01215744,0.00758292,0.00828398,0.08774272,0.00151418,0.00583734
DEL,T,1,3,0.0203294,0.00200373,0.10639485,0.01299335,0.00771867,0.01893448,0.1135836,0.00539112,0.01292709
DEL,T,1,4,0.04779506,0.00421267,0.05441903,0.00862552,0.00727168,0.0142124,0.10730278,0.00270795,0.01101024
DEL,T,1,5+,0.81537264,0.00046254,0.00586704,0.00047946,0.00112222,0.00011788,0.01091089,0.00117617,0.06685231
INS,C,1,0,0,0,4e-08,1.1e-07,1.3e-07,2e-08,2e-07,1.3e-07,0.51941775
INS,C,1,1,0.00021626,6.16e-06,0.00678644,0.00213523,0.00607149,0.00143026,0.00046441,1.778e-05,0.01414045
INS,C,1,2,2.147e-05,2.5e-06,0.00630123,0.00186758,0.00400136,6.654e-05,0.00036241,2.699e-05,0.00047881
INS,C,1,3,0.00042645,0.00078382,0.00070937,0.00039247,0.00837999,5.8e-07,0.00016679,0.00062892,0.00075531
INS,C,1,4,0.00289786,0.00144796,1.08e-06,0.00109362,0.00796396,0.00025898,0.0003337,0,0.00072843
INS,C,1,5+,0.00880312,0.02235261,0,0.01051396,0.00819132,4.444e-05,0.00282427,0.00056602,0.00246975
INS,T,1,0,0.00110847,0.00230284,0.00935616,0.00651703,0.01584614,0.00593948,0.0140505,0.00603859,0.03735844
INS,T,1,1,2.8e-07,4.32e-06,0.01468884,0.00550779,0.06219267,0.00030357,0.00577172,0.00026462,0.00279261
INS,T,1,2,0.00061541,2.572e-05,0.03249318,0.00210452,0.05521162,0,0.00183393,3.45e-05,0.00145083
INS,T,1,3,0.00115443,0.00371728,0.02467107,0.00383236,0.03125137,2.812e-05,0.00156582,0.00034928,0.00025728
INS,T,1,4,0.0037841,0.0150029,0.01510614,0.00772314,0.00825592,0.00037067,0.00431774,0.000888,0.0052108
INS,T,1,5+,0.00313419,0.90401505,0.00046413,0.0230493,0.00178845,0.00550028,0.01415285,0.00225056,0.18284502
DEL,repeats,2,0,3.115e-05,0.00016596,0.02475525,0.00967357,0.0089792,0.00039544,0.01259453,0.09096364,0.00037577
DEL,repeats,2,1,0.00312635,0.00020196,0.01407595,0.0075425,0.01193767,0.00073525,0.00128243,0.1944014,0.00536525
DEL,repeats,2,2,0.00177683,0.00045485,0.00179727,0.00045353,0.01259459,0.00147805,0.00015104,0.04495278,0.00193474
DEL,repeats,2,3,0.00094507,0.00015061,0,2.144e-05,0.00580405,0.00033312,3.715e-05,0.0099962,4.944e-05
DEL,repeats,2,4,0.00091247,6.36e-06,0.00036447,0.00018114,0.00321051,0.00014116,0.00026539,0.00329689,0.00028163
DEL,repeats,2,5+,0,1e-08,0.02318315,0.00319061,0.00044254,1.23e-06,0.00118228,0.00109532,0
DEL,repeats,3,0,1.507e-05,3.261e-05,0.01855091,0.01317517,0.00161775,0.00166217,0.00178633,0.00482236,0.0014099
DEL,repeats,3,1,0.00471667,0.00425842,0.00053354,0.00335635,1.076e-05,0.00361285,0.00224659,0.10163837,0.00388827
DEL,repeats,3,2,0.0021468,0.00061199,0.00034569,0.00047759,2e-06,0.00049432,0.00074299,0.01369191,0.00139948
DEL,repeats,3,3,0.00052544,0.00032769,0.00038118,0.00044937,3.756e-05,0.00010944,0.00030923,0.00349065,0.00030942
DEL,repeats,3,4,0,1e-08,0.00651051,0.00039455,1.288e-05,2e-08,0.00028602,0.00046795,3.91e-06
DEL,repeats,3,5+,0,1e-08,0.00940932,0.00085114,0.00031647,5.24e-05,0.00046089,0.00030554,3.264e-05
DEL,repeats,4,0,1.65e-06,5.348e-05,0.01193753,0.00712427,0.00022022,0.00268288,0.00091551,0.0060333,0.0002215
DEL,repeats,4,1,0.00198676,0.00057746,0.00012753,0.00083429,0.00103643,0.00235011,0.00260887,0.05486829,3.378e-05
DEL,repeats,4,2,0.00046398,0,1.16e-06,4.02e-06,0,0.00047282,5.228e-05,0.01056702,0.00035198
DEL,repeats,4,3,2.4e-07,0,0.00380673,0.00033956,3.419e-05,0.00010649,0.0001792,0.00378017,0
DEL,repeats,4,4,0,5e-08,0.00504122,0.00052345,0.00020937,2.467e-05,0.00023772,0.00026444,0
DEL,repeats,4,5+,0.00018438,2.888e-05,0.00164664,0.00011581,9.708e-05,8.491e-05,9.59e-05,0.00068982,4.803e-05
DEL,repeats,5+,0,0,0,0.01650654,0.2495649,0.00169044,0.03732598,0.00094437,0.00251227,0.00086006
DEL,repeats,5+,1,0.00317456,1.6e-06,6.574e-05,3.36e-05,0,0.00689049,0.00027806,0.01230627,0.00025018
DEL,repeats,5+,2,0.00042791,9.53e-05,0.00022971,0.00033577,2.307e-05,0.00040385,9.361e-05,0.00276301,4.8e-07
DEL,repeats,5+,3,0.0001388,7.03e-06,0.00018923,1.13e-05,4.275e-05,0.00016333,0.00012265,0.00100058,7.136e-05
DEL,repeats,5+,4,8.507e-05,1.87e-06,5.189e-05,1.843e-05,4.245e-05,6.881e-05,0.00011273,0.00011659,1.834e-05
DEL,repeats,5+,5+,4.172e-05,1.541e-05,0.00076382,8.05e-05,4.15e-06,0,6.923e-05,8.461e-05,2.31e-05
INS,repeats,2,0,0.00025003,0.00055782,0.00789199,0.00275271,0.00208309,0.0019078,0.00107971,0.0012038,0.02540661
INS,repeats,2,1,0.00027119,6.72e-06,0.02131005,0.00253753,0.00351737,0.00013538,0.00160796,0.00033347,1.072e-05
INS,repeats,2,2,0.00102633,0.00021464,0.00815436,0.00083217,0.00145884,0.00040468,0.00062806,1.553e-05,0.00111637
