"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.919096358698594
"SBS96B","SBS2",0.999201865780559
"SBS96C","SBS7b",0.976428533319756
"SBS96D","SBS4",0.986698781988122
"SBS96F","SBS40",0.916973902209824
"SBS96G","SBS44",0.99398095680816
"SBS96H","SBS3",0.935338957497356
"SBS96I","SBS1",0.999645849868313
"SBS96J","SBS17b",0.999472085999933
"SBS96K","SBS18",0.987705129922756
"SBS96L","SBS7c",0.990661788151889
"SBS96M","SBS17a",0.999662006431015
"SBS96N","SBS7d",0.95727759167898
"SBS96O","SBS13",0.998372669861543
"SBS96P","SBS22",0.96092495996046
"SBS96Q","SBS28",0.964086437139566
