Type,Subtype,Indel_size,Repeat_MH_size,hdp.1 (ID2 0.997),hdp.2 (ID5 0.998),hdp.3 (ID8 0.999),hdp.4 (ID3 0.998),hdp.5 (ID6 1),hdp.6 (ID11 0.999),hdp.7 (ID14 0.914),hdp.8 (ID1 1),hdp.9 (ID13 0.999),hdp.10 (ID9 0.998),hdp.11 (ID4 0.998),hdp.12 (ID10 0.988),hdp.13 (ID12 0.993)
INS,C,1,2,7.78508743885087e-06,0.00306439549809585,0.0013419015395717,0.00173512944815725,0.000258088207993826,0.09381369519585,0.0011924817278972,1.43394516441503e-05,0.00171333233530181,0.00069857163912559,0.000142551925942657,0.00112127571633446,0.00393890516210639
INS,C,1,3,0.000503813526678124,0.00042640087903824,0.000129150548307929,0.00642562400497522,0.000209644415956436,0.0382852543212655,0.00172895289727422,0.000896403788335888,0.000178098994646757,0.000163327605642588,0.000395764780377014,0.00273133317120671,0.00138468319981601
INS,C,1,4,0.00253904520560345,0.000235095989745237,0.00072683275028519,0.00618732144029511,0.000393363486837529,0.0106315682532537,0.00210940525700103,0.00179052207180084,0.000148906380218538,0.000217422416320389,0.00011449117883829,0.00269090159414503,0.0039857361710967
INS,C,1,5+,0.0107566560028183,0.000409966318424364,0.000933407184237019,0.00783344618023298,0.000374753567158836,0.00177136328327089,0.00134360472638796,0.0220108133265429,0.00105412751249338,0.000583747433615582,0.000375483485839945,0.0115266022763779,0.0160208418082519
INS,T,1,0,0.00147102848346348,0.00544687797139213,0.00420893343693416,0.0201578973972049,0.00711581095144316,0.000871458469117741,0.0377882340236563,0.00218135009727888,0.0380708916334371,0.0124178969167719,0.00158748413122523,0.00756791053813028,0.00570356867744285
INS,T,1,1,1.05631060971785e-05,0.0136124155952238,0.00511959682208597,0.0453408055262152,0.00122722531393436,0.296356735922576,0.00281081461612908,2.90362853091153e-05,0.00484606056296904,0.00918658320843833,0.00127741228096261,0.035056379032024,0.00253196564118606
INS,T,1,2,0.000597713436754073,0.0307581688572322,0.00118246882989382,0.0370516648254552,0.000310356922452893,0.161453314389943,0.00263269431414701,0.000251190705038144,0.00372058187623232,0.00218686325465276,0.000405982746363724,0.00164148199744,0.00213544764262283
INS,T,1,3,0.00148937542507582,0.0191521058839298,0.000767058801175637,0.0240109385630496,0.000914574483089233,0.113882485335284,0.00073482186344899,0.00384227835423226,0.00798381934659869,0.00175256504498319,0.000868586584807476,0.00332099369607664,0.00141783584479431
INS,T,1,4,0.0046527336899811,0.0114148522390027,0.00146604796506163,0.00737465890820397,0.00146747172191614,0.055271873598197,0.00510859605538586,0.0158434389998619,0.0149506776591721,0.00147706706749236,0.000817710868247334,0.00121735075093648,0.00264340180449306
INS,T,1,5+,0.0595384201438938,0.00198795886356992,0.0173412684284585,0.0197989126804805,0.0120476277772356,0.0123332848807676,0.0307364229906561,0.89740272127817,0.00944732638551034,0.0299091935733062,0.0067089689665504,0.0159830827876572,0.0105195119930659
DEL,repeats,2,0,0.00021439693885229,0.0288187475376132,0.00832017255119941,0.00687034024441877,0.00143718847342594,0.000268671039901469,0.000901335716561684,0.000584541127344599,0.0215452459745645,0.0131197107394748,0.0677452572341415,0.00126718967513628,0.00364764101543229
DEL,repeats,2,1,0.00290643410441529,0.0258634015788975,0.00917892838082203,0.00826461859267983,0.00262456039486012,0.00150331743776581,0.00680911667003582,0.00156660818141128,0.00530334098554959,0.00387473901778328,0.223712361426419,0.0149256569380686,0.00484731854606873
DEL,repeats,2,2,0.00162962843557264,0.0043809544512567,0.000698523016887304,0.0122032869678384,0.00215545351599606,0.00105111433086225,0.00448471777470527,0.000532001954756511,0.0029133459707055,0.00105520765993869,0.0494482226996052,0.00526771408470015,0.00112641714033476
DEL,repeats,2,3,0.000747526762475911,0.000195446419204412,0.000154974744164308,0.0071923388107748,0.000434758343974861,8.82399371054437e-05,0.000535964706153625,0.000431710788596979,0.00014648247944888,7.58303759987417e-05,0.0118440381058998,0.00122895981761756,0.000817224290548853
DEL,repeats,2,4,0.000787355462609319,0.000865860926669755,0.00022565689187197,0.00262852301716308,0.000255548710320417,0.000191659594155058,0.000324474105119228,9.73932932192182e-05,9.5176579824458e-05,0.000413839488846267,0.00307376400795112,0.00127039217628968,0.0102290979142118
DEL,repeats,2,5+,3.46782860908851e-06,0.0215486767817737,0.000645924937632445,0.000368933960161419,8.3920992559217e-05,0.00468696985468919,0.000167104726873317,7.88382060898396e-06,0.000779120580329553,0.000107104720802053,0.00232506901706688,0.000546226602976925,0.239546020507963
DEL,repeats,3,0,1.27815148680466e-05,0.0178612061011388,0.010376847896497,0.000901160688776002,0.00110232226324234,0.000784131315831016,0.0014243011999816,0.000111833802326183,0.00471416958140734,0.00287280414771836,0.0049065625891693,0.00456056179876484,0.0059256682151296
DEL,repeats,3,1,0.00522125351831087,0.00593643234485023,0.00164291422461951,0.000480185616513807,0.0052564466657246,0.000801336665619466,0.00554477343810857,0.00449455542110622,0.00142520555928952,0.00467769895363261,0.0964848269985354,0.0287302383161249,0.00183251438314751
DEL,repeats,3,2,0.00222956779263969,0.000961379232695645,0.000681200785693549,0.000183822774321187,0.000411947279996948,0.000248477260898311,0.00217296639153662,0.000604265402470913,0.000434666967384261,0.000889301329134201,0.0193679106764684,0.0028376161782352,0.000956249018558062
DEL,repeats,3,3,0.000408498316875613,0.000669818622439162,0.000264954127473988,8.51563893495822e-05,3.1430202686323e-05,0.000275498162709968,0.000474176192899912,0.000266103707977872,4.73430142391089e-05,0.000135741922721349,0.00425537244949934,0.00355817893775038,0.0051855682595186
DEL,repeats,3,4,2.23405781693807e-06,0.00581840325665561,2.77931451194904e-05,0.000241809750521889,1.4270304827323e-05,0.00142581834039022,4.71292166211157e-05,4.21965101355211e-06,0.000164546311375139,2.60042317297176e-05,0.00076870269611084,0.000583855991529384,0.0733916098615286
DEL,repeats,3,5+,2.49320601985551e-06,0.00838754606950619,7.0075112996685e-05,0.000201367161373743,0.000102311449476011,0.00159325790362941,1.95129025234291e-05,5.13385296192835e-06,0.000914166480353342,4.97051361303589e-05,0.000345531403937107,0.00069374181235545,0.0842276561991891
DEL,repeats,4,0,1.4079759730005e-05,0.0118564997779858,0.00679840262624993,0.000482043522839957,0.00175581443922897,0.000266795456712322,0.000167653395365324,7.56210986477864e-05,0.00207256981921125,0.0021854028115999,0.00815336588839945,0.0017701825125423,0.00197022536998043
DEL,repeats,4,1,0.00175050792703493,0.00268993464071205,0.00148811341590247,0.000626537324096199,0.00256355758500784,0.000579942825972451,0.00105089712011365,0.000896387056967873,9.69656494401578e-05,0.00366744373086084,0.0661315442146733,0.00438462439164988,0.0046558214499004
DEL,repeats,4,2,0.000459950502467897,0.000141636195627976,0.000218986467469113,0.000153140536768083,0.000563528119519399,0.000318048893327769,0.000614297684704781,3.64235189153941e-05,0.000202722748497249,0.000682540147099663,0.0145280087175546,0.000341066372837186,0.000698910305789487
DEL,repeats,4,3,5.98419521712747e-06,0.0037855776040797,6.95341737556711e-05,0.000119238680057978,0.000218404637868925,0.000276748551502733,0.00011612076238528,6.79025839547973e-06,0.000229020148117266,7.24463208105516e-05,0.0043267792595322,0.000390705140714898,0.0321548971943434
DEL,repeats,4,4,3.070968800756e-06,0.00429055533931937,0.000282206784488834,0.00013189161418812,4.82530684466915e-05,0.000924262387836218,1.35478912257118e-05,4.9779166120223e-06,0.000280258717164753,3.89228937058418e-05,0.000985314058879179,0.000874082658556332,0.0522137929840657
DEL,repeats,4,5+,0.000188985391882154,0.00165944306333472,6.25802345737622e-05,3.44713515172104e-05,1.82284724972964e-05,0.000255116825387894,2.20170817946406e-05,3.65821322841827e-05,8.82607677078552e-05,5.34814245956019e-05,0.000288410713985786,0.00153900196053118,0.0241420806445431
DEL,repeats,5+,0,1.96163922295335e-05,0.0169050673032081,0.24711531669861,0.00276639714610702,0.0204045476749552,0.00115587190392013,0.00721902830725655,2.40376218007535e-05,0.0161245862680327,0.00164510981784845,0.00436773438979092,0.00182202299996297,0.00695656864405837
DEL,repeats,5+,1,0.00277668974133533,0.000193080936221689,0.000387486432013242,0.000135021016345975,0.00790754637886299,0.00106676919854767,0.000540213369860962,0.00017664978350945,0.00326910150192202,0.000547240529988608,0.0118663415822969,0.0193541155642557,0.00220855347513907
DEL,repeats,5+,2,0.00034731555443707,0.000432710553384739,0.00049376620835946,6.11332940458977e-05,0.000464555639206574,9.59798437326606e-05,0.000180568207561797,9.20071312276135e-05,8.93669129003577e-05,0.00015375961729916,0.00297229805932872,0.00247933636169849,0.00311495760789061
DEL,repeats,5+,3,0.000110887888527583,0.000223505897006554,2.55163301147083e-05,6.07949802991025e-05,0.000125880182512862,9.63174487067072e-05,0.000202571220933566,3.88629523720789e-05,0.000110749180404124,4.0792260813498e-05,0.00141126882490727,0.000413723117754967,0.00182586839837331
DEL,repeats,5+,4,5.64392235938369e-05,5.38295704928704e-05,5.68751519032616e-05,4.58556090968698e-05,6.69962333736808e-05,4.08376979717131e-05,1.74307759383768e-05,1.48159610052366e-05,0.000125234873098984,2.25909676804704e-05,2.49323128150708e-05,6.66520552551543e-05,0.000661043648355072
DEL,repeats,5+,5+,1.01787655257019e-05,0.000603420005236024,4.08261281835333e-05,4.42317031122527e-05,4.18050434899297e-05,5.31415236925231e-05,8.02181472160005e-05,2.87076812412875e-05,8.00656746294885e-05,9.57633373230134e-05,0.000368048993707589,0.000271411972750718,0.0035120165587029
INS,repeats,2,0,0.00033659971365025,0.00695148121352956,0.00207891647094015,0.00280267283760714,0.00213646476178789,0.000243538225166888,0.0255838490453724,0.0003377547876229,0.00934216564299181,0.00101814578795163,0.000258066090898359,0.0250279468264715,0.00798947832419794
INS,repeats,2,1,0.000209094416081967,0.0189183899742236,0.00200481997040255,0.00196376469752269,6.53711638748534e-05,0.000145982891555343,0.000110732556425314,3.7417362175525e-05,0.00245475741120165,0.00234864696335375,0.000366776208654529,0.0396889971067404,0.00311333475114342
INS,repeats,2,2,0.000969121010596666,0.00689245764087124,0.000451593819814047,0.000865220491741456,0.000663179889333342,0.00029412895572217,0.000935817421020894,0.00013526641785949,0.000643536035690284,0.00049355047067117,0.000567638343289685,0.0245904051063881,0.00303288742381847
INS,repeats,2,3,0.000386436291726277,0.00111944611955421,0.000190306251568539,0.00117719651334867,0.000417948541474129,0.000382944071672286,0.00153355657200536,0.000482191333664419,0.000403165876032558,0.000350193380602784,0.000110851251490289,0.00350713907561806,0.00127912023235599
INS,repeats,2,4,0.00227195792863382,8.71410912097594e-05,0.000138263026390476,0.000328801491947835,0.000166765572524355,0.000584319186747129,0.00290247039114,0.00263230731313165,0.000149310363680148,0.000207528957810896,0.000146061006229129,0.00191329428283489,0.00194302319974183
INS,repeats,2,5+,0.0137192438922271,0.000788847301316232,0.00183041141871462,0.000201155715281996,0.000983532818060372,0.000647013680816379,0.00125552233078652,0.0169338684320189,0.00162336906586289,0.00179659114398516,0.000178415915989145,0.00657833768172943,0.0383420771824487
INS,repeats,3,0,2.89069179003082e-05,0.00374957299259513,0.00072880691761172,0.000281110530774601,0.000851254250977369,8.7114587191955e-05,0.00715327249875294,3.74742488267782e-05,0.00042421149065165,0.000116518319451321,0.000134130133255123,0.0192482328698714,0.00976928850250816
INS,repeats,3,1,0.00106658952913839,0.00596752799873816,0.000620980855139259,0.000316937956560216,0.000183005816904919,0.000365388613021862,0.0028105051108259,0.000257203289448256,0.00381950011240359,0.00122122665349297,0.000386843389818186,0.0366998625926849,0.00116049713202573
INS,repeats,3,2,0.00022004123678878,0.00115178384547723,0.000180962439341122,8.75696940767215e-05,0.000767419475931755,7.66488329965099e-05,0.000124322652919642,3.59302781862922e-05,0.000482096549508,0.000175632881536512,0.000775209363625078,0.00301895780604652,0.000569236323799797
INS,repeats,3,3,2.52813469068352e-05,2.18968400205453e-05,3.50566893975423e-05,2.12686575485267e-05,0.000285528891187047,0.000152047277200254,0.000617055095587688,0.000127043285107148,1.22830209637022e-05,1.25765010323121e-05,3.57212477975466e-05,0.000688938060625348,2.04789065716734e-05
INS,repeats,3,4,0.000110628740324666,4.1397241992073e-05,6.52449256259594e-05,4.87679266005321e-05,0.000214025833238644,9.43418344141381e-05,0.000468984944860153,7.90711067326177e-05,1.13211555789173e-05,4.13138476180896e-05,0.000179450797293969,0.000704149941104002,0.000106490314172702
INS,repeats,3,5+,0.00180238576668031,9.39821608609917e-05,7.02455697350109e-05,6.10712698589852e-05,3.50931406885029e-05,0.000320949795326985,0.00224609405362514,0.00119092070547797,0.000165633219259946,0.00015820353687428,7.13592292832108e-05,0.0015305953950035,0.00177385970357053
INS,repeats,4,0,4.48689448916001e-06,0.0025395097858451,0.000698211672436688,6.48801187916548e-05,0.00144797350058214,0.000194585503930128,0.00653142007096591,1.19589126028807e-05,0.000930768276894728,0.000181028175443208,0.000138519457410067,0.0155809687365833,0.00526516551902359
INS,repeats,4,1,0.00123352353722254,0.00375430653814943,0.000967110655854791,0.000171181117315939,0.00051480477372578,0.000545182017533577,0.00068217782506206,0.000635226464356551,0.00303443520399607,0.00138962825557062,0.00114286581614808,0.0571320201077041,0.00329254450336874
INS,repeats,4,2,1.58405903937895e-05,0.000374881330367647,0.0001004929440155,7.0825982891581e-05,0.000441927460863578,9.28663756386752e-05,1.08326856114206e-05,4.07100954010089e-05,0.000139730184447691,5.55886352861518e-05,0.00030012747358638,0.00658394205874788,0.00121266038461396
INS,repeats,4,3,0.000144346800948702,2.75151845531186e-05,3.24285247892721e-05,7.94417063099661e-05,0.000302696627001829,6.54203416374779e-05,0.000710525697149089,9.31850195359167e-05,3.1876218851769e-05,0.000141579522238337,0.000109673627936523,0.000469366575295306,0.000379052968807766
INS,repeats,4,4,0.000284360068059729,2.66768181742911e-05,0.000126235390211661,2.80292939219846e-05,9.04735235930738e-05,0.000129215177844361,0.00194635223591485,0.000269555054572144,2.59896026968859e-05,7.20666056168089e-05,0.00033782332249428,0.00182242331260715,0.000261743609653803
INS,repeats,4,5+,0.00215315037087119,0.000634289945098881,0.000630389023482167,0.000131885975625673,0.000235846702136082,0.000193897790094107,0.000385052734005951,0.000873912814194503,0.000104093071941413,0.000113217718151866,0.000182710078644794,0.00678529931876796,0.00819364915877289
INS,repeats,5+,0,3.4834776551584e-06,0.00473376739894475,0.000196131349697657,0.000307262183401873,0.0088761844682854,0.000962161672144933,0.00254171382343395,8.02101782671245e-06,0.00289151162647089,0.00014429594631665,9.95151378868713e-05,0.0664372875215543,0.00958606024786123
INS,repeats,5+,1,0.000242547694846501,0.00508983320818265,0.00984909122303174,0.000759223975589287,0.00635174350793422,0.00122904465607275,0.028565594999396,0.00124667832401755,0.0124016959148769,0.00203770611931731,0.0022310970365139,0.278170651278649,0.0044633970070194
INS,repeats,5+,2,4.17760674263462e-05,0.000299993286233059,0.000101868773403417,0.000114716552975815,0.00120087933189871,0.000957147613085944,0.000795921023981976,0.000152801560794633,6.42141330882346e-05,0.000127755385569442,0.000213982526350338,0.0105494391119464,0.000927269433786826
INS,repeats,5+,3,9.41083553696001e-05,0.000113287803873746,5.51618877476387e-05,6.53227459437119e-05,1.88607342637212e-05,7.40105126437752e-05,5.49653281608057e-05,0.000241355337663812,3.74358007758252e-05,7.36939564471346e-05,4.24777142474322e-05,0.00378515620699767,0.000283845372972666
INS,repeats,5+,4,2.84130340063423e-05,0.000126304409250864,4.64703334474889e-05,2.63010745321057e-05,2.61578710968799e-05,0.000157674026767698,0.000478748430333304,0.00022197372095446,3.36845257751644e-05,3.69951088760713e-05,9.3627020118045e-05,0.00120774324747628,0.00165260912088768
INS,repeats,5+,5+,0.000117586932169184,0.000451666662107243,0.000217544542611234,8.01719001467991e-05,7.28146092159452e-05,0.00018429480416567,0.000304088960377736,9.17481296507309e-05,2.99621067360472e-05,0.000102731737032357,0.0001593717209429,0.0048087556381534,0.00422816005756968
DEL,MH,2,1,0.000304805859730967,0.0301474112114898,0.00388103207109266,0.00636536468810854,0.000565137513106662,0.000400974678063961,0.002233362130926,0.00102069242101294,0.00951599395533012,0.00490772707984637,0.199457515220011,0.00255359435719297,0.00634807464275514
DEL,MH,3,1,1.44190310488003e-05,0.012678520592015,0.0097881477210168,0.000587219628156147,0.000968071143954166,0.000283375612104389,0.00140950121912029,7.20104694300047e-05,0.00072647768782028,0.00375166122267742,0.00712576443827142,0.00522748266396055,0.0149253362250065
DEL,MH,3,2,0.00260017601320904,0.00862858801156896,0.00349896894632534,0.000579799279976438,0.00423267378267879,0.00116088596297911,0.00352534981379669,0.00137829797290435,0.00121843335752232,0.00202043533704368,0.0527290581300204,0.0232681724426777,0.00609908205040068
DEL,MH,4,1,0.000145171818657507,0.00874980547159198,0.00572293018674508,0.000172618950739818,0.00254508352322937,7.57110414019359e-05,0.000129246600924833,6.2415364500378e-05,0.00161073977336066,0.00263844476467927,0.0109417524551548,0.000635896635272148,0.00359740973516214
DEL,MH,4,2,0.000482445067250605,0.00606559364876125,0.00172177481705787,0.000341200690767881,0.008800148459243,0.000356935984782768,0.00115828139189543,0.000114058405017547,0.000414487031611475,0.00282091669239759,0.0305088718352081,0.000988371918468324,0.00506431767683575
DEL,MH,4,3,0.000604073835038721,0.00312070147389233,0.0011907951197547,0.000237665407123648,0.00482680128157161,0.000659330010425117,0.00291773462995609,0.000108547761647905,0.000726352645320258,0.00181584395611624,0.0395039054993022,0.00112467837380995,0.000541802316883027
DEL,MH,5+,1,0.000564148110819679,0.00891145282778535,0.302312212433721,0.00165871001131865,0.0662407667803168,0.000165513964498336,0.00779634010823091,4.62026688931933e-05,0.00840446231667279,0.000397553462459699,0.000683211984182446,0.00209343497271369,0.00648153529048827
DEL,MH,5+,2,7.70402538020882e-05,0.00793112006595606,0.111139642322312,0.00252806075005223,0.251241978306205,0.000248364725906962,0.00479087479324518,2.25471915379176e-05,0.00804417639949394,0.000147417121755326,0.000498099077680475,0.00127639686595231,0.00141729489254525
DEL,MH,5+,3,2.28075457041063e-05,0.0073581469480102,0.0424292946797424,0.00127292802656683,0.223485401981097,0.000719111098607223,0.00163951993307708,1.87384629228304e-05,0.00341581482906325,0.000714252624818831,0.00151830172123838,0.000842858272310675,0.00327299294350975
DEL,MH,5+,4,0.000399578986577617,0.00230603506769707,0.0147543978347249,0.000631428777018613,0.126042031074459,0.000369702454356902,0.0002884448741441,8.93107039582081e-05,0.000379051910836002,0.00043895493666096,0.00390420272672905,0.000565241453575242,0.00100609390436459
DEL,MH,5+,5+,0.00204553563681958,0.000734762351526427,0.0107031490562236,0.00014530575424855,0.100616854696744,0.000582105998583935,0.000538342269618989,0.000585997425616683,0.0118357150851618,0.000373481188254189,0.000425990451590322,0.0344465027186233,0.00922207666313451
