Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12
DEL,C,1,0,0.0197666786112706,0.0211870201879402,0.00313938955958713,0.0296333191588885,0.000611939882633272,0.0472546985206452,0.0109540490245894,0.111450406424707,0.0344468997871259,0.0128124138452553,0.33627973794719,0.00629540597989305
DEL,C,1,1,0.000634355319086319,0.0303027836326149,3.65378862915138e-05,0.00620781078487153,0.000558940594152205,0.0142256523645131,0.00263982295066061,0.212043527460856,0.0210934687740766,0.00243844268158534,0.0966364074385511,0.0145587830465207
DEL,C,1,2,4.2763417082472e-05,0.0277209614020167,1.0083209965044e-06,0.00808744779511778,2.0524150008163e-06,0.00746502860297379,0.000439998605985094,0.187230780975717,0.0024868079655795,0.0033628898656479,0.0027462097685824,0.00224864427289038
DEL,C,1,3,0.00893682982126475,0.0138984609189216,0.00165203077027421,0.000995632016499532,0.00188099187607225,0.0045122890916592,0.00103291882531775,0.0670313213436915,0.00582477357203566,0.00138516559759747,0.0113763369922585,0.00235818953846056
DEL,C,1,4,0.0165925411747454,0.00274249317534808,0.00239302777253612,0.00263942618506512,0.000892730498788684,0.00394848157868373,0.00223540006389123,0.0431669388067814,0.00148011314896015,0.00233679965014568,0.0129621674115869,0.00287084216286139
DEL,C,1,5+,0.0224638456636621,0.00233987520037644,0.0116951730204193,0.00188740027798013,0.00328936235997917,0.00125119396473913,0.00431388067401093,0.0245391926267287,0.000603184147640687,0.00223701635035932,0.000854093748539824,0.000708680994368529
DEL,T,1,0,0.0437240916134044,0.1099814775233,0.00417895957546851,0.00333019439484009,0.00198320583542277,0.0397603669892496,0.0185386186155711,0.0290964119575206,0.0334445317768573,0.00763621872081877,0.108010822212119,0.0242298293095084
DEL,T,1,1,1.54259503277424e-05,0.0977474696839114,2.33864660028409e-07,0.00113181090373861,2.18355566153843e-06,0.511307521802538,0.000678527983685302,0.00994430777675187,0.010051324653683,0.00366369811572792,0.0390598464655023,0.00928682313758113
DEL,T,1,2,0.0130226811637691,0.121982384574689,0.00508641110098483,0.00993198041164932,0.000893600738027554,0.0213907758626145,0.00696042573188229,0.00902849951133388,0.00861317481066121,0.0049677713856229,0.0851647090561828,0.0331535696360912
DEL,T,1,3,0.0694609215205179,0.0833447953538319,0.0137401963114815,0.021570681296811,0.00293392024101026,0.0545448778407764,0.0153343410815079,0.013086174971559,0.00973905347494213,0.0071959038380125,0.103798848155785,0.00579426354643982
DEL,T,1,4,0.529435422827042,0.045812815150755,0.0364401964397427,0.0170755725196075,0.00572843795967288,0.0139270480905753,0.0107918665910192,0.0129125742151703,0.00135040009959138,0.00482435797848828,0.0912441004358057,0.00761600716197086
DEL,T,1,5+,0.0131196500289163,0.0270449464577929,0.833366686625398,0.00344149618051116,0.00156835445072613,0.00635673042736766,0.0402917961311903,0.00949631726424155,0.0109150333908089,0.00239592306148329,0.00398908131426323,0.00949964677709849
INS,C,1,0,1.3105350843656e-05,0.000556666423868166,2.17176830016331e-07,0.00218316098160143,1.94737515120876e-06,0.00289702873685179,0.527943285185053,0.00260724411690046,0.00260723421107349,0.000433357613311911,0.000210875852901429,0.00069880019524292
INS,C,1,1,0.0018456411804302,0.00122214492054179,0.000116591522218183,0.00177595354969655,5.21354152936884e-05,0.00233342661823442,0.0159647178605933,0.00132409996922472,0.00214290840804294,0.000255077582519036,0.000204758603485152,0.112944469365783
INS,C,1,2,0.000216674239690455,0.00298097943441285,1.00510095043164e-05,0.000138275252342084,1.37016526248664e-05,0.00195745713608025,0.000728332303734796,0.00181867594771494,0.00150673356120349,0.000169008131255204,0.00037890678103747,0.0619679852916889
INS,C,1,3,0.00127958928662116,0.00033661828932348,0.000222392599534613,0.00010150578617626,0.000895525195393394,0.000413380597378927,0.0010415555101155,0.00627535641483117,0.000145458882901299,0.000875826573788546,0.000268342938079835,0.02511765984574
