Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15
DEL,C,1,0,0.0182314785535914,0.00264880337037154,0.0195276186202342,0.0285534250832826,0.000361227975491762,0.0386597381015634,0.00316925091585883,0.0132701178755738,0.00311660788545768,0.00858591859900422,0.0494842418587306,0.327448365967292,0.120235075441167,0.0473216865518593,0.00927086318949374
DEL,C,1,1,0.000536355360573533,4.66278572206656e-05,0.0287825671319707,0.0057837066237958,0.000724314610574886,0.0220662982598737,0.000414771338703313,0.00205988651387544,0.0011736645860155,0.00221159898329724,0.0154363469354526,0.0946321405616726,0.214226064961335,0.0124230751551641,0.023576297913757
DEL,C,1,2,7.5171115864086e-06,6.62976036995856e-07,0.0271479900366071,0.00782639899357121,1.95248537684713e-06,0.00294438694351449,1.92925508098518e-06,0.001219357064582,0.00020471771801713,0.0014571058008375,0.00684737436549248,0.00265208464284769,0.189880765663043,0.00203229438149466,0.0173634482611941
DEL,C,1,3,0.00417871613634407,0.0016612632013073,0.0145273012886931,0.000912267787241762,0.00176395658348068,0.00573039354243884,0.00234891334649131,0.000442839943447487,0.000416650866153598,0.0011893673584162,0.00593921439567497,0.00953697679873975,0.0615068386847214,0.00536232248891012,0.00763986862107836
DEL,C,1,4,0.0130335953680146,0.00241519586737878,0.00244188496972895,0.00278073658729907,0.000778340731552793,0.00100070834752595,0.00269031163771532,0.00263035366260554,0.000263245623736433,0.00167632831827002,0.0031822732555311,0.0114490157402848,0.0437141164027846,0.00286569250497882,0.00417430899973971
DEL,C,1,5+,0.0180977401095363,0.0101230592775272,0.00217669335469855,0.00165996493883515,0.0031642421498233,0.000501143700968018,0.00921507374695386,0.00477950767899247,0.000785120481098642,0.00230815327159705,0.00138613363853253,0.00129175741444216,0.023182905970601,0.0342550168554641,0.00719181099746499
DEL,T,1,0,0.0301308142246555,0.00557264640386083,0.104371948476995,0.00410991018063751,0.000977882854057726,0.0360663066012159,0.00575140253411463,0.0237376040983879,0.000848710326644378,0.00517646468383637,0.0495965517173673,0.0967659628820975,0.0347556292379656,0.0227694496134237,0.0338615700449577
DEL,T,1,1,1.90027541499994e-06,2.7080795755786e-07,0.0998696052228357,0.000328561318747066,1.54276862500459e-06,0.0096224590642144,1.08879716332228e-06,0.000498869183670322,0.00101393501291055,0.00076693149343001,0.522156294380802,0.0450320274734171,0.0109849757076717,0.00375975945737562,0.00111629546280889
DEL,T,1,2,0.0219693307936555,0.00400463719463506,0.117185444591006,0.0119682623757749,0.00096170196427022,0.0084202033325806,0.00508711842508128,0.0120018289106837,0.000714104806956675,0.00139051850781599,0.0218692520168869,0.0783772352651831,0.0147262001783131,0.0228722227581178,0.00268166133771128
DEL,T,1,3,0.050806319929676,0.0115111935751903,0.0846807319168258,0.0202334767636066,0.00253017593258751,0.00869803549671233,0.0145739610081732,0.0204632094225602,0.00164672699673848,0.000971751184808815,0.0605539305850716,0.11332442950816,0.0134855642584853,0.0157450833929069,0.00815477028438088
DEL,T,1,4,0.470509169138591,0.0303113343657566,0.0526284928525949,0.0173808212069866,0.0048273291961166,0.00093882332254137,0.0404395491288609,0.0197467755422078,0.00118722909958462,0.00126798052277722,0.0175084388291515,0.0876956352609789,0.0133471471375077,0.0386259200851176,0.00934641721011208
DEL,T,1,5+,0.0188789685296648,0.854387871406996,0.0267231474747853,0.00500803343477407,0.00556988788978958,0.0084413144928838,0.370644803920881,0.0532544869212605,0.00672866705485598,0.0055542485319537,0.00850816037706006,0.00194263074346352,0.00747663564876054,0.00559207690342139,0.00285829164864747
INS,C,1,0,1.40158435305244e-06,2.38083121199351e-07,0.000442382890355285,0.00211531990037046,1.53660014775815e-06,0.00298249286771568,8.11241535820622e-07,0.579370188188069,0.000349100578689872,0.000180691972978345,0.0019672905695207,6.9756370231586e-05,0.002434611027577,0.00134637275032445,0.000406330738231651
INS,C,1,1,0.00111180285102415,0.000147907118584553,0.00125069480599305,0.00162748516947281,2.04533719224093e-05,0.00203458531808473,9.03331571387486e-05,0.0199118880579841,0.165187482864901,8.07404845618637e-05,0.00162673398967742,0.000248967424041974,0.00147466599815347,0.00254460068586223,0.00195184595892332
INS,C,1,2,7.18220116796386e-05,7.7275660139529e-06,0.00309910229864622,0.000293807844200382,5.4847502421775e-06,0.0013399268878812,1.00777039767969e-05,0.00117903281812248,0.0930227731350947,0.000108352232474941,0.00172462673493506,0.000673335783496755,0.00160150802471997,0.0040612471506257,0.0011485021364773
INS,C,1,3,0.00245385923941886,0.000290056653308248,0.000506426679533934,0.0002452422779682,0.000810195722023505,0.000102390908358987,0.000571540600392615,0.00186219436895461,0.0382959262993443,0.000408912186566503,0.000184068177056551,0.000200244713886693,0.00649574680416046,0.00156788452100549,0.00306044422928316
INS,C,1,4,0.0149153772186857,0.00160410576364294,0.000142757271144272,0.000431290570592746,0.00185359007703531,0.00074546124088578,0.0025742232661032,0.00240447656141535,0.0106236502937707,9.14639149620682e-05,0.000144807450269685,0.00019682463993714,0.00634197002720956,0.00384753247545976,0.00279813201292723
INS,C,1,5+,0.0645855266772369,0.0066483646381622,0.000313978797943427,0.000434466963427658,0.0210437114277285,0.00111710212721645,0.0212902559779758,0.00137514651464626,0.00204945443427414,0.000348587463728105,0.00103830487035179,0.000862971288397079,0.00820981592824541,0.0169401182321861,0.0132774544169225
INS,T,1,0,0.00727200755415121,0.000777792119028803,0.00569895712727417,0.00672405236481355,0.00226871755739308,0.00414489740448452,0.00224720040862499,0.036366553963937,0.000895233142799773,0.00157204621373038,0.0372592023907465,0.0126386184609228,0.0205569428762758,0.00441582935143091,0.00768341852572432
INS,T,1,1,4.79320851225538e-05,3.20994872588641e-06,0.0138435638550189,0.00121220517177903,2.2478580399425e-05,0.00506910387320625,1.67536472277577e-05,0.00262414207071217,0.296320227174909,0.00118606784136999,0.00514295522390013,0.0093809795481836,0.0466080032849377,0.00244702560484483,0.0344281239207473
INS,T,1,2,0.00428112628294969,0.000377724767552884,0.0315320052451116,0.000334875279141596,0.000196559826084628,0.00119516779567276,0.000449596291979915,0.00334512960435385,0.161240877740861,0.000386108616454327,0.00445436989069683,0.00224128572445326,0.0377003888660176,0.00225128137838985,0.00186008732262276
INS,T,1,3,0.00406996998856192,0.000878724258646702,0.0190673851756496,0.00100021188893991,0.00354889540464347,0.000777422251952996,0.0025799467553061,0.000809766739167035,0.113515448644306,0.000835863180142256,0.00831473834775445,0.00184336648430583,0.0245815408993269,0.00136315507019502,0.00357899193111418
INS,T,1,4,0.0151373577338076,0.00249021020157917,0.01077397806405,0.00148453050584384,0.0158174586916672,0.00141462752524234,0.00749233855653842,0.00517099694868891,0.0546191475683431,0.000942533093070606,0.0150213867786816,0.00155281211064198,0.00735248915685782,0.00229531640353697,0.00140980156435309
INS,T,1,5+,0.0146224933333142,0.0296302057162946,0.00111056292460596,0.0125629297048008,0.893538190817531,0.0185439350001638,0.455881602466851,0.0338348930712497,0.0133493996910657,0.00669102983744582,0.00881969183520145,0.0293448421353603,0.0212716792108405,0.00898232829143434,0.0158355555600568
DEL,repeats,2,0,0.000537169014411447,0.000103630812459139,0.0298387818684534,0.00155833978075561,0.000519294555618416,0.00822632564132171,0.000354924502137588,0.00105098545031691,0.000280015619982925,0.069485386916564,0.0223147371842043,0.0132635107239744,0.00705913157061225,0.00374951184612722,0.0013018383123703
