Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11
DEL,C,1,0,0.0217696787743727,1.80849576533244e-129,5.840025034182e-97,0.00138150135642842,0.110597630128555,0.0058567554568101,3.35355924995289e-124,0.0246858052132647,0.00477267371979729,0.3758774621004,0.0363178340989058
DEL,C,1,1,0.0272064758990221,0.000629499344928258,0,0,0.234021890621955,2.02023712452469e-82,8.38037023710012e-257,0.000494765946959833,3.05534642216509e-05,0.107643428176298,0.0215132149670323
DEL,C,1,2,0.0260125243392499,0,0,8.99386014348197e-192,0.20621129758824,0,0.00530500648655962,0.00738583632086155,0,0,1.89138008477039e-82
DEL,C,1,3,0.0141793592396201,0.00187929958583698,0,0,0.0737795138944453,0.000230062507245358,0.00371441026710258,6.82801590482944e-143,0.00248280962359518,0.0105833805530129,0.00467182157505776
DEL,C,1,4,0.0023544789655744,0.000616013828087045,0,0.0018239468439189,0.0499553389664613,0.00058354218637754,0.00261607263097322,0.00206266100185651,0.00388736926365203,0.0137306565186967,0.000398542539270719
DEL,C,1,5+,0.00298015050599266,0.00338329455054503,7.97374784656224e-294,0.000231024879785134,0.025510267793702,0.00198527075394287,0.000277768738451991,0.00102049551496205,0.014629651820019,0,0.00043735588698625
DEL,T,1,0,0.108874405604883,0.00122506602028362,0.000241865409345133,0.0211686669582071,0.0326279928581204,0.00270928934227227,0.0340599202595741,7.10048284706894e-152,0.00791302028594628,0.114431034451333,0.0342583890645696
DEL,T,1,1,0.0882076023007374,0,0,0,3.98400182977029e-15,0,0.712974907009843,0,0,1.20546618697666e-70,6.25905098111271e-64
DEL,T,1,2,0.12420087106593,0.000841356969727867,2.73358435368978e-226,0.0116427853008278,0.0109429493201758,0,6.29569390523935e-83,0.0108815794132123,0.00705805942245346,0.0952486278765423,0.00772852984002786
DEL,T,1,3,0.0949891066840059,0.00223707914079361,2.29168659724759e-168,0.0181550104700323,0.0112127394772865,0,0.0480798818520667,0.0223108518744946,0.0202522607566628,0.123062837122733,0.00761635205840698
DEL,T,1,4,0.0571908638960871,0.0043199156699799,0.000243078782300111,0.00911369610810876,0.00860086431456677,2.39541178285986e-291,7.45370749198325e-47,0.0178101072920282,0.0471396771316351,0.105018907566954,2.12048460786204e-51
DEL,T,1,5+,0.0314174156199957,5.59478469656177e-26,1.08009160015872e-164,1.48661865782506e-281,0.00832232257785907,2.40111730670683e-184,6.27828718546391e-123,3.83835549675805e-22,0.815046913267106,2.63557314917135e-102,0.0117350062468869
INS,C,1,0,0,0,0,0.702755947034055,0,0,0,0,0,0,0
INS,C,1,1,0,0,0.17769307490334,0.0179539090781198,0,0,3.11745199119704e-89,0.00190649540405469,0.000209422998618413,0,3.08804169770702e-160
INS,C,1,2,0.00298744032947039,0,0.100079519891048,0,0.000855364740210896,0,0,0,1.93396422030319e-05,0,0
INS,C,1,3,0,0.000606876436763862,0.0376288241300995,0.0019350358669396,0.00672666231428655,0.000214798370686553,0,0,0.00047852230652661,0,0
INS,C,1,4,0,0.00173647980565772,0.0118897734000921,0.00111289888826017,0.00826372383868215,0,0,0.000158807397798499,0.0029313706242414,0,0
INS,C,1,5+,0.000353735751628266,0.0244056251410013,0.0014628422418719,0,0.00769931587274374,7.77154463376702e-05,0.00015713789026035,0,0.0090473931257803,8.46830958112784e-117,2.92151304658411e-141
INS,T,1,0,0.00447282268494114,0.00230985260111128,0.000380787166945719,0.0489410235767643,0.019299293160007,1.30537473218193e-91,0.0555771167994619,0.00634793284792901,0.00132467577302145,0.0103611475501246,0.00331105718373586
INS,T,1,1,0.0121395003758448,0,0.327805309901916,0.001046292962754,0.0451302889599954,0,4.3266177666693e-275,3.29746260650795e-143,0,0.0112707743720465,0.00239359260610785
INS,T,1,2,0.0305902892294133,6.69113186295734e-05,0.169509788151836,0.00104334743555918,0.0451201814823661,0,1.94997532220393e-244,0.000101486717469014,0.000672741160620584,0.0004881359226472,0
INS,T,1,3,0.0189574436337605,0.00426453658688416,0.112529521518958,0,0.0276362599108091,0,0.00976507268254934,0.000578040241786789,0.00108823869909671,0.00040645768010428,2.00713841784171e-65
INS,T,1,4,0.0113104084598912,0.0168491838538171,0.0503516500143579,1.07717085052321e-275,0.0061230580239925,0,0.0148352456716969,0.0010282122359144,0.00348589860851035,9.8839370445901e-26,3.01860418876069e-38
INS,T,1,5+,7.65769777976623e-09,0.900465844939376,2.59593876443646e-192,2.69749333106024e-213,5.13309476749323e-22,3.48936013615123e-161,8.47506601034507e-130,1.41770963821365e-24,0.00316300197863384,3.875347675533e-41,0.000274630707934234
DEL,repeats,2,0,0.0291804713156723,0.000178738296878918,0,0,0.00640122054047645,0.0745147096223629,0.025499109555481,0.000816173815388477,0.000106003598913738,0.0120798331799756,0.00935991175670262
DEL,repeats,2,1,0.0255620415406432,0.000137217622602674,0.00201207098264239,0.00560780491403092,0.010093395106296,0.236994768703766,0.00290690077392732,0.00123718879215613,0.00330318525166165,0.000361898567027645,0.0118756915416863
DEL,repeats,2,2,0.00468360345466174,7.16231812921882e-06,0,0.00310663861577179,0.0139843526965319,0.0577374044373876,0.00379007180573054,0.00232359512376577,0.00184158353802974,0,0
DEL,repeats,2,3,0,0.000103309256098785,0,0.000680276341662601,0.00813216633858729,0.014181585726908,0,0.000199103575483865,0.000779329606501094,0,0
DEL,repeats,2,4,0.000838982898664017,0,0,0,0.00378648133263941,0.00275877752301376,0,0,0.000865279262528331,0,0
DEL,repeats,2,5+,0.026808986153069,0,0.00393029791603383,0,0,2.04466989738117e-149,0,0,0,0,0
DEL,repeats,3,0,0.0184641576602038,7.09918995872584e-05,0,0.00113977004976719,0.00032511483544004,0.00476466741461413,0.00114961448322971,3.26049751327283e-36,1.1878110191251e-05,0.00189986884594773,0.0122159481671765
DEL,repeats,3,1,0.00612712755110805,0.00469860683351278,4.44278212539613e-30,0.00344808056771164,1.5608809802581e-53,0.100564629707689,6.79492186471625e-11,0.00560208999109407,0.00487049443969768,0.00381468403872886,0.00155210892461967
DEL,repeats,3,2,0.0006752230391042,0.000424015380142722,4.27028095308549e-107,0.00103721943815614,0,0.0238045190342516,0.000683924435665887,0.000760751783725659,0.0023495636955226,2.3293775528085e-293,0
DEL,repeats,3,3,0.000216778624197831,0.000109212173044682,0,0.000564131133035238,0,0.00448767849484574,0,0,0.000454554930170407,0,0
DEL,repeats,3,4,0.00713659367357973,0,0.000542581320874389,0,0,0,0,0,0,0,0
DEL,repeats,3,5+,0.0104640317028627,0,0.00102953787636831,0,0,0,0,0,0,0,0
DEL,repeats,4,0,0.0116797532275083,2.77082417788977e-05,0,0,1.77307572380485e-70,0.00755686871664928,0.00110448078606378,0.00205777981644193,8.42711769417071e-06,0.000341289374771273,0.00743143062262185
DEL,repeats,4,1,0.00280055031716915,0.000504372223411356,0.000159065734226042,0,0.000514643402982381,0.0660027163851781,0,0.00290067102521934,0.00206747842828,0.00387857972542116,0.00196083683058859
DEL,repeats,4,2,0,0,0,0.000438409508017208,0,0.015288288518092,0,0.00029382219317068,0.000472986897966873,0,0
DEL,repeats,4,3,0.00463879198307088,0,0,0,0,0.00334388379525572,0,0,5.23513938886115e-07,0,0
DEL,repeats,4,4,0.00563193319922475,0,1.88418336759507e-05,0,0,0,0,0,0,0,0
DEL,repeats,4,5+,0.00140801522717253,0,0,0,0,0.000178357797187204,0,0,0.000202177603046527,0,0
DEL,repeats,5+,0,0.0124925677962938,0,0.0008292814279743,1.6963150988122e-107,0.00022907788870476,0.00149519610365085,0.0063029194893633,1.14396456939109e-70,0,0,0.260307477390523
DEL,repeats,5+,1,0,0,0,0.000446106393005153,0,0.0172196823606363,0.00321069491769252,0.00871402956307095,0.00298815351912201,0,0
DEL,repeats,5+,2,8.47949652675942e-05,0,0,0,0,0.00221222293720695,0,0.000276735793363901,0.000410973306036492,0,0
DEL,repeats,5+,3,0,0,0,0,0,0.000678264379150807,0,0,0.000143923324712517,0,0
DEL,repeats,5+,4,0,0,0,0,0,4.03357767597448e-05,0,0,7.4602225324477e-05,0,0
DEL,repeats,5+,5+,0.000120718538484423,1.86349304137664e-06,0,4.01354732467738e-05,0,4.04043384673231e-05,0,0,2.56594527828752e-05,0,0
INS,repeats,2,0,0.00669763184698115,0.000292213247254172,0,0.0378015809426191,0.00250311394253155,1.62837564269914e-290,0.0138712607471363,0.00210749368336204,0.000350279660277521,0,0.00151851317411678
INS,repeats,2,1,0.0204627536238567,0,0,0,0.0026121171454216,0,0.000338576458757323,0,0.000262441826016936,0.000991817776944438,0.00126712609065068
INS,repeats,2,2,0.00824051126446506,6.29399974026717e-05,0,0.00216172903429412,0.00109567215174123,0,0.000134982737891919,0.000752418058128021,0.00107055292801075,0,0
INS,repeats,2,3,0.0011487127821976,0.000289640617210282,0,0.00126372569408405,0.0010199619125832,2.15053030398635e-171,0.000745460352102722,0.000361610270995031,0.000428425203948233,0,0
INS,repeats,2,4,0,0.00278895881282307,0,0.00306782607570492,1.11075788636755e-254,0,0,0,0.0020057861506595,0,0
INS,repeats,2,5+,0.00130239765719014,0.0180885243322003,0,0,0,4.38934298977967e-05,1.64011359624751e-153,0.000352519946815835,0.0136835952819137,1.0137704910758e-198,0.00123819302618818
INS,repeats,3,0,0.00460215716843943,0,0,0.0107631391511544,0,0,0,0.00145956705622242,5.47224220126666e-05,0,0
INS,repeats,3,1,0.00714110177668581,0.000120354323095285,0,0.00478199876344499,0.000128322206911997,0,0.00409139905020194,0.000121944363088711,0.00126018296834663,0,0
INS,repeats,3,2,0.000774222198776798,0,0,0.000270169066409348,0,0.000348110468453003,0,0.000717143268611723,0.000208123540681933,0,0
INS,repeats,3,3,0,6.77925225057961e-05,0,0.000280732581639522,0,0,0,8.172461377947e-06,1.9378345568492e-05,0,0
INS,repeats,3,4,0,1.46536431434685e-06,0,0.000652357998735324,0,0,0,0,0.00015120825341191,0,0
INS,repeats,3,5+,0,0.000754936415183275,0,0.00300034152526097,0,6.60237561072033e-06,0,0,0.00200652857020395,0,0
INS,repeats,4,0,0.00288093906657838,0,0,0.00977426982545971,0,0,0.0012132512274657,0.00171637071380396,1.31342334148472e-05,0,0
INS,repeats,4,1,0.00417700996783806,0.000704005018521558,0,0.0026502294906289,7.72038183713733e-05,0.00120325579927023,0.00289521291710861,0.000467691669178085,0.00121093744724248,0,0.000841173822521814
INS,repeats,4,2,1.3160911606332e-05,3.11913527337562e-05,0,0,0,6.34568434905203e-05,0,0.000291215591211953,2.09837641959937e-05,0,0
INS,repeats,4,3,0,2.01237526377642e-05,0,0.00114582565346062,0,0,0,8.68815668675702e-06,0.000159475142820373,0,0
INS,repeats,4,4,0,6.25053636978566e-05,0,0.00256308953892738,0,4.05566260828725e-05,0,0,0.000299660386412815,0,0
INS,repeats,4,5+,0.000615252142858159,0.000873736097467573,0,1.11625980337458e-98,0,1.88011365332828e-05,0,0,0.0022451279626998,0,0.000258190620872065
INS,repeats,5+,0,0.00545725336658569,0,0,0.00500153927244338,0,0,0.00203770998754708,0.00999017902267325,0,0,0
INS,repeats,5+,1,0.0050560916406372,0.00152393119723582,0.000939890295473015,0.0471760864998143,1.41139589582783e-31,0.00196876218371995,0.0178866929239753,0.00519443741275546,0.000119601891507691,1.09100179582522e-36,0.00969108730984669
INS,repeats,5+,2,0,0.000129160413623558,0,0.000811477638217293,0,0.000113257973860146,0,0.00142724315364815,2.76614690691405e-05,0,0
INS,repeats,5+,3,0,6.21759079038707e-05,0,0,0,0,0,0,0.000131298271941113,0,0
INS,repeats,5+,4,0,0.000115799941682514,0,3.61623423260935e-05,0,0,0,0,2.60918635479897e-05,0,0
INS,repeats,5+,5+,0.000172101961540544,1.67025417466973e-05,0,0,0,8.41919451644727e-05,0,0,0.00013692507618059,0,0
DEL,MH,2,1,0.030233747137603,6.28840112075862e-05,0,0.00111706424547903,0.00803366765862134,0.196928518626507,0.00934351621701042,0,2.49419557919366e-70,0.000832631135366848,0.00598791473715742
DEL,MH,3,1,0.0142273598662324,1.49504602443906e-05,0,0.00198577922530537,6.2783640743493e-05,0.00685289540428933,1.2258671206339e-222,7.84907644845876e-05,0,0.00235817625633154,0.0102544075438014
DEL,MH,3,2,0.0096349255064955,0.00127101150951232,0.000221162351895925,0.00325692923552814,0.000213816041582491,0.051128281175619,0,0.00460314756977055,0.00288249519522989,0.000516872024478279,0.00490157866998305
DEL,MH,4,1,0.00944925092594052,8.60057967986853e-262,0,0,4.72484866023606e-242,0.0112720157186542,0.000344639089177079,0.00264152919841779,0.000133826960506325,0.000921505063858877,0.00643455149694884
DEL,MH,4,2,0.00670831778950774,0,0,0.000695454779689412,3.49884945492923e-05,0.0304936196498824,0,0.0100924593698082,0.000497337015533109,0.00267318270463946,0.00102563060266297
DEL,MH,4,3,0.00379425600053548,0,0.000331843435195331,0.00241716193964531,5.68569372362552e-05,0.0507553258573847,0,0.00548256729902283,0.000597161767152452,0.00120681141561554,0.000867928822508632
DEL,MH,5+,1,8.12770013219752e-28,1.11255093872054e-308,0,0,7.09257444379574e-126,0,0,0.0551377955250905,0.000555545994288022,0,0.306045607399888
DEL,MH,5+,2,0.00239639465819768,0,0,0.00167615169070983,0.000968944682393449,0,4.00129434146488e-134,0.279466371250384,3.46736180850484e-05,0,0.134429161932767
DEL,MH,5+,3,0.00469970746686086,0,0,0.000143250833445848,0.00055630184767858,5.49405649015969e-229,1.11260903551458e-308,0.24501442317928,0,0,0.0495717516752776
DEL,MH,5+,4,0.00090503938631318,0,0,0,0.000532841533511016,0.0031560589488349,0,0.137345355581332,0.000418761285158257,0,0.0176276444775665
DEL,MH,5+,5+,0,0.000544963268143425,0.000169391313530605,0.000692267761407148,0,0,0.0150870416879829,0.113206146538378,0.0023777040094993,0,0.0126798065884018
