Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID9 0.994),W.2 (ID2 1),W.3 (ID5 0.991),W.4 (ID8 0.999),W.5 (ID1 1),W.6 (ID13 0.986),W.7 (ID6 0.996),W.8 (ID4 1),W.9 (ID3 0.99),W.10 (False Positive) (ID14 0.889)
DEL,C,1,0,0.363109511457406,0.00471640713688951,0.00455989342402747,0.0381974585466531,1.17421911129629e-75,5.30465897026389e-145,0.0249376085382972,0.00482787836516085,0.108382449882082,0.00800068509243297
DEL,C,1,1,0.109593205896721,3.35669003659977e-14,0.0191246207599707,0.0215265526226508,0.000695727384546197,1.72504005713966e-38,0.00128748840124586,6.40484339406679e-72,0.228165112770015,0
DEL,C,1,2,2.80630652479205e-116,0,0.0235521420628039,0.000439603290418724,0,0.00937835899902538,0.00836494734717194,5.58358966395374e-266,0.200971395986133,0.000215001679691979
DEL,C,1,3,0.0113003441177495,0.00247110953842787,0.012627139216055,0.00453099921170179,0.00191098821706784,0.00539115398585528,0.00029775527843743,0.000117667798305037,0.0718898559673201,0
DEL,C,1,4,0.013917832928242,0.00384573015971767,0.000820704320530488,0.000213406404961032,0.000730070788808523,0.00383843830018749,0.00229284863205453,0.000487703829918974,0.0488762794368461,0.00205963371352517
DEL,C,1,5+,1.11222725426142e-300,0.0145808564955129,0.00174896502806396,0.000594141899344587,0.0035454906481775,0.00153413240347559,0.00101877278532895,0.00210849172319586,0.025588954282048,0.000824126543838525
DEL,T,1,0,0.114443512427993,0.00786136080474427,0.105919117322107,0.0330837287032442,0.00137557556418744,0.0391840591590717,2.48987037674766e-89,0.00332943098419277,0.0296711163340227,0.0230474320358125
DEL,T,1,1,6.58992988568692e-68,0,0.0982555645967655,8.7886073161237e-50,0,0.68751939248315,0,0,1.28648354324316e-23,0
DEL,T,1,2,0.0964190450354266,0.00698185240499862,0.123180659705695,0.00755976356770848,0.00105072696567233,0.0014798577149365,0.0106476830327092,1.28423613225647e-295,0.00811164088898832,0.0130836858680717
DEL,T,1,3,0.122569541178007,0.0201894594316899,0.0922704529477865,0.00726437819853446,0.00235922958883941,0.0501091413240742,0.0222136099549491,0,0.00858813955905498,0.0203783772632384
DEL,T,1,4,0.104124169442151,0.047089900806877,0.053557708860963,2.66653904786574e-78,0.00430365085251911,0.00131345513755804,0.0177485108613552,1.08036123892184e-254,0.00681778581905117,0.0123617515252341
DEL,T,1,5+,1.65875224987811e-47,0.814296126812213,0.0280207772884497,0.0110600758040794,1.98945786473896e-16,9.21026434504733e-80,1.17519285255991e-10,3.28979259411963e-202,0.00909791150344286,1.92736444527927e-123
INS,C,1,0,0,0,0,0,0,0,0,0,0,0.689732789695979
INS,C,1,1,0,0.000213161955316159,0.0080060449217825,0.0017645027722895,0,0,0.00163970304594852,0,0.00407084609055217,0.017679493668957
INS,C,1,2,0,2.05360789934546e-05,0.00725406590739586,0.00109081528789383,0,0,0,0,0.00327668294116973,0.000642954660603097
INS,C,1,3,0,0.000471133468095355,0.00146563519436016,0,0.000610103139115156,0,0,0.000131778856945574,0.00836698924855153,0.00202535156517847
INS,C,1,4,0,0.0029586703947918,0.000198426013037133,0,0.00159140699370776,0,7.51433916238322e-05,0,0.00895826350923671,0.00162802081061963
INS,C,1,5+,6.23183200571167e-307,0.00909997115938527,0.000169905980848814,2.86471868529412e-157,0.0239148065347838,0.000814209549558147,0,0.000132593972022881,0.0079063067420575,0
INS,T,1,0,0.0100209793632577,0.00132655009984039,0.00424657880852088,0.00323689519967309,0.00228811113968922,0.0544928410549424,0.00651808110219289,1.62991284316683e-05,0.0191876067241035,0.0478561179080308
INS,T,1,1,0.00884991532502848,0,0.0237008836503879,0.0044966738893961,1.4251977463938e-05,0,1.18470584218369e-13,2.59365319008761e-215,0.0565799614631085,0.00369432705888154
INS,T,1,2,0.00170371275395253,0.000667169481092099,0.0377337874678927,0.000313480259711249,8.39336600381587e-05,2.70197662308568e-27,0.000231951794664098,0,0.0490990435260012,0.00237007426156387
INS,T,1,3,0.000689357650560655,0.00109271829053833,0.02415897876967,0.000386215784748599,0.00417983242215287,0.00853851209495915,0.00078441233800782,0,0.0302480446509025,0
INS,T,1,4,0.000148887590933809,0.00350741194155736,0.0142680139776002,0.000211586454936784,0.0166563177499188,0.0131840437132231,0.000982875032669609,9.45363928499939e-126,0.00715272327493486,1.07188964335431e-14
INS,T,1,5+,1.49357268148652e-22,0.0031714829295146,0.000983974001466487,0.0075481853983203,0.897953477418168,2.37574093889806e-98,1.65235224495989e-16,8.68805651028892e-153,1.26740545331489e-11,4.89267886936977e-86
DEL,repeats,2,0,0.0123577587643697,0.000154450495938789,0.0290210164063078,0.00859641814088463,0.00056339120543885,0.0262782528808786,0.00091625106847146,0.0734261849514416,0.00605506359458653,0
DEL,repeats,2,1,0.00277669684732752,0.00353546553972407,0.0248247542549489,0.011062801491176,0.000930516158993843,0.00334332027143077,0.00105332253188683,0.237249726357454,0.00946420811513216,0.00720861617204199
DEL,repeats,2,2,8.51569421453322e-295,0.00185808093244715,0.00417463784781416,0,0.000322010231975219,0.00401509823825239,0.00250668374348551,0.0568954882071254,0.013629761573688,0.00335618443650613
DEL,repeats,2,3,0,0.000767154453573798,0,0,0.00025891036213857,0,8.93735683282535e-05,0.013402907449884,0.00767642452679091,0.000495938496630617
DEL,repeats,2,4,0,0.000883177067623472,0.000603829095673299,0,0,0,0,0.00337231607941337,0.00383258354247087,0
DEL,repeats,2,5+,0,0,0.024422561233044,0,0,0,0,0.00151641641147102,0,0
DEL,repeats,3,0,0.00262347511119171,1.40564583448505e-05,0.0187191947601655,0.0116652645528784,8.87499900655392e-05,0.0015032932800411,0.000166747159018548,0.00476113719490393,0.00019987098029157,0.00128762796895372
DEL,repeats,3,1,0.00395649347725234,0.00498937687866694,0.00567002240007641,0.0014130928399156,0.00488782445369167,3.49892722237573e-05,0.00569826136342626,0.0998207461802075,4.56716304234141e-234,0.00402870423401526
DEL,repeats,3,2,0.000320888880639856,0.00238245916169562,0.000581933559221,0,0.000392748647766431,0.000456619554050689,0.0005652267801188,0.0240131585145069,0,0.00132418894949694
DEL,repeats,3,3,0,0.000457568135888705,0.000206020200970195,0,0.000156218380503957,0,0,0.00429529999466584,0,0.000608285093612474
DEL,repeats,3,4,0,0,0.00660969405150238,0,0,0,0,0.000109395120074959,0,0
DEL,repeats,3,5+,0,0,0.00951244558071189,0,0,0,0,0.000566025507307435,0,0
