Type,Subtype,Indel_size,Repeat_MH_size,W.1 (ID9 0.994),W.2 (ID2 1),W.3 (ID5 0.991),W.4 (ID8 0.999),W.5 (ID1 1),W.6 (ID13 0.986),W.7 (ID6 0.996),W.8 (ID4 1),W.9 (ID3 0.99),W.10 (False Positive) (ID14 0.889)
DEL,repeats,4,0,0.00112790007561389,1.53851191814942e-05,0.0118108683826075,0.00713199235045298,5.21024333089265e-05,0.0012850079363468,0.00200535231609459,0.00728627454291812,3.43796038885052e-226,0
DEL,repeats,4,1,0.00423827950701865,0.00212211473958448,0.00239263280076897,0.0018713151477837,0.000753285682290275,0,0.0028526760658527,0.0656494965671388,0.00057089980351551,3.85799508980281e-234
DEL,repeats,4,2,0,0.000524476253742382,0,0,0,0,0.000166222973658997,0.0150675083728564,0,0.000692488678019598
DEL,repeats,4,3,0,5.98294499000186e-06,0.00441060762789451,0,0,0,0,0.00430537078132918,0,0
DEL,repeats,4,4,0,0,0.00523051207605183,0,0,0,0,0.000212350122113612,0,0
DEL,repeats,4,5+,0,0.000204974730624129,0.00127092087873615,0,0,0,0,0.000291399751185757,0,0
DEL,repeats,5+,0,3.14817572489764e-260,0,0.012773449458168,0.2565204183439,0,0.00940346889528052,1.24701393439435e-55,0.00306973908894719,0.000277855859096136,0.00073927561767476
DEL,repeats,5+,1,0,0.00301012573405798,0,0,0,0.00315194106048181,0.00900446769943676,0.0165189331161368,0,0.000301047514288681
DEL,repeats,5+,2,0,0.000423970434447503,6.2962603483198e-05,0,0,0,0.000122241298179296,0.00301798378085904,0,0
DEL,repeats,5+,3,0,0.0001445045848042,0,0,0,0,7.39311570499263e-06,0.000817033366974451,0,0
DEL,repeats,5+,4,0,7.58608438480755e-05,0,0,0,0,0,5.41528252325993e-05,0,0
DEL,repeats,5+,5+,0,2.81710624570451e-05,9.810965577455e-05,0,0,0,0,6.68516352531584e-05,0,6.98200163116642e-05
INS,repeats,2,0,2.55712653872088e-46,0.000336893155898516,0.00656160326046761,0.0013204948448755,0.000375789774781847,0.0146649050837857,0.00221793603660925,0.000389002146878856,0.00253662613481205,0.0360536579507258
INS,repeats,2,1,0.00195361849250063,0.000263056217715882,0.0205204256606146,0.00126334454258253,0,0.000751338484618337,0,1.22165569137937e-98,0.00229635438455763,0
INS,repeats,2,2,0,0.00105740200492988,0.00818748974700161,0,0.000131750926843934,0.000412040392926945,0.000732881268604936,0,0.0010511744040936,0.00160915791214542
INS,repeats,2,3,0,0.000407021816176585,0.00125594514885151,0,0.000395364858314069,0.00103049335829364,0.000169861881475695,4.36510801820606e-05,0.000965892593985102,0.00127003550262013
INS,repeats,2,4,0,0.00201633841526608,0,0,0.00270965851870261,0,0,0,1.15199978262217e-05,0.00324316618374647
INS,repeats,2,5+,9.69964806194199e-284,0.0137478576663255,0.000891965668903918,0.00165832286063439,0.0175514773699576,0.000571510127435732,0.000176046911231812,9.07507598527264e-05,0,0
INS,repeats,3,0,0,5.43762319018961e-05,0.00456418166393808,0,0,0,0.00144503116019792,0,0,0.00997935999536208
INS,repeats,3,1,0,0.00123933315197582,0.00705912308387915,3.85304360894648e-232,0.00019283794405686,0.00458970788964417,0,0.000366803605504539,0.000199796993161902,0.00383199357870472
INS,repeats,3,2,0,0.000211908557095089,0.000849942359109321,0,0,0,0.000596073369256491,0.000455998920688469,0,0.000190196856230825
INS,repeats,3,3,0,2.28764189767318e-05,0,0,4.77539117872006e-05,0,9.86712474034364e-06,0,0,0.00028663761779842
INS,repeats,3,4,0,0.000149219691499551,0,0,0,0,0,0,0,0.000827122423800408
INS,repeats,3,5+,0,0.00202046439252114,0,0,0.000566792410728029,0,0,0,0,0.00332662091840744
INS,repeats,4,0,0,1.28399689494376e-05,0.00299203403926522,2.58760377525367e-05,0,0.00136284011940693,0.00181813793465578,2.09500634112785e-160,0,0.00900496176508356
INS,repeats,4,1,0,0.00121446289450628,0.00407814519719329,0.000847645448593226,0.000682572847730471,0.00313291979358102,0.000400376045916859,0.00125048935152399,0.000142894056342847,0.00162061707716976
INS,repeats,4,2,0,2.08012573541282e-05,7.76196742270257e-06,0,2.80710841974295e-05,0,0.00018526495159422,7.0557368610205e-05,0,2.3705424910731e-05
INS,repeats,4,3,0,0.000158739552673564,0,0,4.8141867850613e-06,0,5.51639473379547e-05,0,0,0.00131232028278543
INS,repeats,4,4,0,0.000299984045641038,0,0,7.28699089492023e-05,0,0,6.14199007872667e-05,0,0.00244676235957239
INS,repeats,4,5+,0,0.00226429157274985,0.000526712557157345,0.000222726804579069,0.000743170074820982,0,0,7.36624184378021e-05,0,0.000127915708720596
INS,repeats,5+,0,0,0,0.00535426225161283,0,0,0.00297556524504494,0.0101249504410407,0,0,0.00401476103520885
INS,repeats,5+,1,4.03989002243381e-05,0.000128871228503615,0.00464679551296481,0.00991927438015224,0.00147479969972957,0.0175187286863892,0.0051655346736645,0.00212281343867841,2.94627382279684e-05,0.0391076422689752
INS,repeats,5+,2,0,2.50467563763693e-05,0,0,0.000117719877571224,0,0.00133496760746576,0.000103865462734195,0,0.000836289819700584
INS,repeats,5+,3,0,0.000125124795027642,0,0,5.57321684215244e-05,0,0,0,0,0
INS,repeats,5+,4,0,2.20480194220657e-05,0,0,0.000112907012046484,0,0,0,0,0
INS,repeats,5+,5+,0,0.000135192288806659,0.000194483663737899,0,1.98092842585477e-06,0,0,5.80848593777386e-05,0,9.46556113515713e-06
DEL,MH,2,1,0.00304791376507364,0.000161883762846349,0.0299418526676556,0.0047256079380771,0.000917947958710824,0.0101129399506391,0,0.194462815005869,0.00750730856742665,0.00217306654781583
DEL,MH,3,1,0.00251042530182169,0,0.0143134114397631,0.0100102992890116,4.87915144469583e-05,1.11277416350343e-148,9.24535805901855e-05,0.00694685725751135,6.37157683544641e-05,0.00207924089659818
DEL,MH,3,2,0.00160282495092474,0.00293225807097349,0.00940960309257553,0.00456070670259593,0.00144181616239111,6.04586307039097e-225,0.00446408888315717,0.0506672054483832,0.000133516238852314,0.00365070688660404
DEL,MH,4,1,0.00169849528671475,0.000153797343196957,0.00940805453836635,0.00615955931101643,3.35512715791029e-93,0.000348123005109011,0.00254293016956899,0.0111464394758963,0,0
DEL,MH,4,2,0.00308982412520925,0.000566243186100756,0.0063349503604419,0.00141421366939415,1.1810707987202e-05,0,0.00981355203013598,0.0307959882701941,8.71844370176969e-05,0.00102665655329544
DEL,MH,4,3,0.00176499134668811,0.000704312934918607,0.00357654622617921,0.00114131322313531,2.34384013794403e-71,0,0.00534481466414044,0.0506035051874684,2.88254118091137e-263,0.00279789081685637
DEL,MH,5+,1,1.50213223546997e-148,0.00056718508271757,2.78989797800582e-10,0.302810951455968,1.63516373171912e-251,4.16810141974716e-211,0.0550098910060925,0,5.97712748777119e-55,7.079478446391e-79
DEL,MH,5+,2,1.98601532400466e-216,3.63511511852047e-05,0.00365627660989013,0.132832341024773,0,4.9956686705241e-36,0.279183048903965,0,0.00115830354080506,0.00232144670612111
DEL,MH,5+,3,1.28653461125304e-234,8.34533721641813e-192,0.00572726521743603,0.0490166807891345,0,6.33033128620424e-243,0.245012295430618,0.000185535557656784,0.000575630828711153,0.000596266307577183
DEL,MH,5+,4,8.55264576315552e-153,0.000437486312648495,0.00172095468648199,0.0170133779141071,0,0,0.137256004134275,0.00316681390619097,0.000526840707957395,0
DEL,MH,5+,5+,0,0.00234736709324916,4.99176247836197e-78,0.0132774976003599,0.000644111561584267,0.0162793005541224,0.112653216505707,1.96372121252104e-223,9.77838119536372e-177,0.000520334513106305
