"ex.sig","ref.sig","sim"
"hdp.1","SBS5",0.999337556179964
"hdp.2","SBS40",0.999817410041666
"hdp.3","SBS7d",0.99989112547128
"hdp.4","SBS13",0.999816026291979
"hdp.5","SBS16",0.999529875173313
"hdp.6","SBS12",0.999616038949246
"hdp.7","SBS17b",0.999577159255811
"hdp.8","SBS3",0.999908782994075
"hdp.9","SBS7a",0.999999205687872
"hdp.10","SBS44",0.99944991948546
"hdp.11","SBS22",0.998651251136572
"hdp.12","SBS2",0.999942493481928
"hdp.13","SBS29",0.99876745440697
"hdp.14","SBS17a",0.998659197125604
"hdp.15","SBS7b",0.999960168748756
"hdp.16","SBS18",0.998965322453667
"hdp.17","SBS7c",0.999998101477792
"hdp.18","SBS28",0.999222009076641
"hdp.19","SBS41",0.999261403146337
"hdp.20","SBS4",0.999971610383775
"hdp.21","SBS1",0.999955275384539
"hdp.22","SBS35",0.998245362549499
