Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10,signeR.11,signeR.12
DEL,C,1,0,0.00423069325323378,0.00432399200096979,8.47770727084736e-06,0.0213854710423705,0.0336413904608413,0.00722562530930159,1.33804540416253e-05,0.000122359053975969,0.117538426757247,0.360650324193278,0.00852363605056419,0.00248847285342801
DEL,C,1,1,0.000168405909115074,1.65994309134577e-05,0.000631788308667462,0.0224504544335546,0.00943348924661437,2.80043424526654e-05,0.000128845353129671,7.62061409510071e-05,0.215609337939455,0.106230145307521,0.00030644294526182,0.000602386326272968
DEL,C,1,2,1.44194190927998e-06,1.72296739208426e-06,3.05389603331908e-06,0.0174050009115328,0.00387125654534524,8.91626801924627e-06,5.18009264995747e-06,9.71025777547453e-06,0.183371962478374,3.87964364125927e-05,0.000118443179677836,0.000375011360748125
DEL,C,1,3,0.00232919207519042,0.00223347589483817,0.00195628248130917,0.0109251400565257,0.00115639043632717,0.00450845560071981,0.00130400045862557,0.00236948677573719,0.0677559713983556,0.0129320929456138,0.000643907785412741,0.000629850356136923
DEL,C,1,4,0.0030247786056248,0.00402715514593154,0.000868942316769885,0.00150388376521601,0.00166170363940439,0.00672797507045364,0.000676449842889665,0.000605990244010358,0.0430961415829341,0.0105665089016465,0.00167495805383462,0.0020959507528448
DEL,C,1,5+,0.0125621702581202,0.0133958362472771,0.00449641234349116,0.0012245848628945,0.000593657570299019,0.0258499480608202,0.00127257672018619,0.00985055641163086,0.0227215779595198,6.13300540768736e-05,0.00303473176820195,0.0021673355499486
DEL,T,1,0,0.00749240478944806,0.00746793157143561,0.00155879456009441,0.0959156612823887,0.0125687046989865,0.0134236676006033,0.000446735399062334,9.3454413453594e-05,0.0375524865588804,0.110075388378761,0.015725661061558,0.007292386731665
DEL,T,1,1,1.47959933238146e-06,1.5227751444855e-06,2.44384541635772e-06,0.139650758806035,7.67592066321555e-06,5.78524961706037e-06,4.60715970167354e-06,7.52407977982066e-06,0.00403304547734572,0.0292067980878594,0.0001205914399416,0.0473211098817903
DEL,T,1,2,0.0076538958780382,0.00637126101641906,0.000701200047385755,0.099134401592217,0.00917488858663363,0.0108956071291852,3.7897854849531e-05,0.000313155802630355,0.0184781553603619,0.0841164635966162,0.0096708520200619,0.000133026010153602
DEL,T,1,3,0.0170725745288748,0.0182773364936898,0.00313724976949927,0.0794379349698236,0.0163219466647357,0.0375451404601871,0.000171452058688739,0.0107778043062928,0.0163961170448941,0.113189405042082,0.0189649244465949,0.00100360458648223
DEL,T,1,4,0.0404922202164974,0.0467132898781473,0.0050106711456223,0.0416442829165956,0.0116336256070408,0.083229771263522,2.18793293272171e-05,0.000136461029721306,0.0141763354067031,0.0918400435081534,0.0141967819231552,0.000225728198839964
DEL,T,1,5+,0.630991418494074,0.829171720652789,1.32414072535899e-05,0.0113844375356519,8.36828267135395e-06,0.692679273249673,1.90579621003774e-05,0.928328528276328,0.00270046148922636,3.38635393863087e-05,0.0576064886228205,0.000630547018031757
INS,C,1,0,1.34202062798953e-06,1.47361507751422e-06,2.42509138483142e-06,0.000473415111690317,0.00218168761371481,5.8237687875758e-06,6.03148672541923e-06,7.22252257649153e-06,0.00206024580348635,3.56347653131005e-05,0.427523537498616,0.000511269103012451
INS,C,1,1,0.00018611479360453,0.000196871867788201,8.38540382043362e-06,0.00634717789914083,0.00155034865659796,0.000404879238397063,1.00420590755482e-05,6.10529893946748e-05,0.00393441344113597,2.36112076844986e-05,0.0101430174540605,5.19575299917934e-05
INS,C,1,2,1.33629677824165e-05,1.95304339590505e-05,3.37121456681996e-06,0.00569149302481502,0.000350061133479338,3.95575991984989e-05,1.07836346191463e-05,4.06668518853452e-05,0.00373475830269012,9.31654437762275e-05,0.000568903328862512,6.19071188712476e-05
INS,C,1,3,0.000651306006861008,0.000436031313465205,0.000794817734518614,0.00124623953237078,1.17669878772772e-05,0.000628774605294784,0.000463651277453152,0.00010410058047124,0.00745584118427483,2.38847721085375e-05,0.0017990557690672,7.32453963576082e-05
INS,C,1,4,0.00296856076097295,0.00236327738539683,0.00203067712852282,0.000227633966150101,0.000226033321543515,0.00481658268510623,0.00153905014338067,0.00178950971894262,0.00745448058561106,4.67923724341011e-05,0.00124069587092687,9.7769139520012e-05
INS,C,1,5+,0.0121569918351946,0.00778861010688678,0.0251980777893227,5.49913533992031e-06,5.8545818316813e-06,0.0141681210563333,0.0206615821494246,0.00871695161861076,0.00667453807016999,3.0627836191984e-05,0.00287873200399918,0.000106845391833113
INS,T,1,0,0.00157272727316914,0.0013700240264589,0.0022823720325348,0.0103830176815494,0.00527853899274044,0.00203592037761098,0.00171086579352412,0.000898348131958484,0.0149160526975294,0.0112671177058527,0.0306569126411449,0.00550653342551552
INS,T,1,1,6.73741795371119e-06,2.3663872472325e-06,4.82872600786219e-06,0.0192444116764759,0.00129782668220626,1.12533128693366e-05,8.39059990270112e-06,1.12216650096566e-05,0.0537631035963598,0.00761618502861726,0.0025940541555836,0.000256420728879941
INS,T,1,2,0.000596419360227951,0.000726205992036254,1.98345506802459e-05,0.0281617292732636,6.30247745510235e-06,0.000729490306607761,3.74284266754982e-05,0.000333813898602135,0.0478388253810683,2.2901630067362e-05,0.00134049699056062,7.47610838827248e-05
INS,T,1,3,0.00174174724024547,0.00111791004502174,0.00433038774226102,0.019152938115525,1.79545884368775e-05,0.0012345757618024,0.00289703626994551,0.00204400496155625,0.0280785459228616,9.26214693201992e-05,0.000646584604284184,0.000112615639009064
INS,T,1,4,0.00647516640880255,0.00263030630144771,0.017880242256655,0.0122928408412852,0.000414265507433817,0.00595738690515888,0.0150280521580247,0.00165955860803722,0.00668817386116522,3.24383587666772e-05,0.00578367962245724,0.000991413096224804
INS,T,1,5+,0.191872469507306,7.16424145365177e-05,0.886535337361588,4.740742965886e-06,1.78578863837541e-05,0.000191284783328862,0.925017367720019,0.00147443511968445,7.3126344703778e-05,4.62302750816601e-05,0.264182723945019,0.000574049477159996
DEL,repeats,2,0,0.00025384745431717,0.000223510741208457,0.00045834743573296,0.0270723551645178,0.00362794311582145,0.000199931360038965,8.31811572625867e-05,0.000129004443097756,0.00660974467697393,0.0146991408375271,0.000965450240701981,0.0678964467150413
DEL,repeats,2,1,0.00341445497872206,0.00310696200824039,0.000601291064504153,0.0211747515555308,0.00366204041539803,0.0083742294050415,0.000720935206415924,0.00166242150791662,0.0101369906209728,0.00291255559419798,0.00619966842059344,0.222825422755608
DEL,repeats,2,2,0.00190806116325494,0.00157800787242738,3.99577698693416e-05,0.00372493761464373,0.00117539738187172,0.00322201908770952,4.2751760694491e-05,0.000686164259669492,0.0118164634829151,5.72766459524332e-05,0.00205324420335127,0.0518645110908969
DEL,repeats,2,3,0.000668454629379527,0.000719080654049563,0.000572393844504207,5.69040810918875e-06,0.00019951503833239,0.00141944353582491,1.4463217101249e-05,5.22525859356639e-05,0.00675419296677466,2.11872524998452e-05,0.000464505034991687,0.0109935329844892
DEL,repeats,2,4,0.000772683926524676,0.000904836452886768,8.75269901338355e-06,0.000564371196463655,0.000122842245280859,0.00144004771755941,1.66027087992422e-05,0.000568747399584158,0.00310467768307419,3.9588139640489e-05,4.35977195102422e-05,0.00276353015962129
DEL,repeats,2,5+,1.29420511440843e-06,1.77911506640545e-06,2.08914038567798e-06,0.018447693074505,7.12690348606517e-06,6.26910098399772e-06,4.41323031601203e-06,7.78845270001108e-06,5.24396661858248e-05,2.12191523243367e-05,4.5376608388909e-05,0.0018201036973639
DEL,repeats,3,0,1.8561910889458e-05,1.01196957062518e-05,0.000118482744931836,0.0171504315573671,0.00480932752515671,2.39832866829078e-05,7.70945550010713e-05,1.92664667305086e-05,0.00105800138752511,0.00418270929756112,0.000980058993780381,0.00468552383177518
DEL,repeats,3,1,0.00561179002950081,0.00410587249219156,0.00504811409435001,0.00452421294219147,0.00382911268405159,0.00816178896215769,0.00375246880062961,0.00157500711260225,7.5587483130227e-05,0.00206856741247889,0.0045406925452372,0.0878514156950828
DEL,repeats,3,2,0.00226119217991081,0.00211218837274893,0.000523127353684452,0.000708657629550374,0.000374425433898092,0.0030625511187684,0.00067613232450858,0.000986032957398474,3.71598115131829e-05,0.00196939823655229,0.00129339788929188,0.0193320089630058
DEL,repeats,3,3,0.000443190798391464,0.000276491504220742,0.000416626132481055,0.00049413431933786,0.000110888621464188,0.000858923372786662,0.000444499248474085,0.000329125879205946,1.77784968719512e-05,0.000370675381523352,0.000396466110675995,0.00347664010300769
DEL,repeats,3,4,1.35191327887054e-06,1.60099681993279e-06,2.36646837747058e-06,0.00504869640023705,4.2970624462616e-06,5.93566961663867e-06,4.58156698041901e-06,6.87936244407019e-06,1.17712682273305e-05,2.30288822966649e-05,6.24095154809442e-05,0.000186762998685117
DEL,repeats,3,5+,1.44838806938217e-06,1.62695617193126e-06,2.62421132758471e-06,0.00742497814293783,6.32488769544595e-06,6.11160801194214e-06,4.89713617970669e-06,6.60754849134511e-06,2.40840951671769e-05,2.00516527761242e-05,4.6281453547592e-05,0.000335954348933464
DEL,repeats,4,0,3.18468617903531e-05,1.03564295874117e-05,4.28014805503908e-05,0.0109466297972018,0.00363311076927996,3.38907791304283e-05,1.17822491869451e-05,1.90323937890397e-05,0.000475034570362152,0.00173308584706461,0.000305536263261966,0.00749183346221647
DEL,repeats,4,1,0.00222860306266855,0.00220175700361339,0.000912505487548411,0.00199725221177801,0.00237685862614033,0.00353381903167144,2.53157079955792e-05,0.000120837367414753,0.000721211215291039,0.00408283790462032,0.000856237547280713,0.0612473223132968
DEL,repeats,4,2,0.000457875214906146,0.000589309170205561,7.42396687715302e-06,9.68617910853542e-06,0.00034940417663872,0.000693983850159678,1.60497336988851e-05,0.000763945750709125,0.000101109560783506,5.11163847985723e-05,0.000576378740747936,0.0153441064367461
DEL,repeats,4,3,8.96532856505387e-06,4.68564770237431e-06,3.68816122469325e-06,0.00333242843887919,1.25138529228041e-05,4.20586355160705e-05,5.90017343227892e-06,1.29356562034747e-05,1.7812900516765e-05,2.35073824636639e-05,3.91274573905667e-05,0.00447647695743218
DEL,repeats,4,4,1.44187108421852e-06,1.71637453518388e-06,2.2595457639032e-06,0.00367544072318877,4.60292085357291e-05,5.99132807067393e-06,4.084336818153e-06,7.89453683351313e-06,2.29515102445161e-05,3.39844072090969e-05,3.127576886415e-05,0.000764985313613582
DEL,repeats,4,5+,0.00018638139950781,0.000207420588292824,8.44506027905832e-06,0.00143328618905059,4.15273602021513e-06,0.00029253443232575,3.13503094432198e-05,0.00033588701973785,4.61942901993545e-05,1.92197811462414e-05,6.17733310019186e-05,0.000547731333519783
DEL,repeats,5+,0,3.28323188489848e-06,8.77007784098008e-06,6.27843725423429e-06,0.050038774313238,0.127823837465472,4.47953918703259e-05,1.02298100519069e-05,3.51213236305675e-05,0.0084413500230505,0.0103489813454895,0.00273616692928806,0.00920849832807877
DEL,repeats,5+,1,0.00234193467530082,0.00296863452005999,1.56475833574198e-05,0.000163809017850402,0.00458470507555653,0.0050041231331307,2.5895819498995e-05,0.00290456479824547,9.65511856753212e-06,2.97103899623085e-05,0.00018891085824998,0.0163312822199795
DEL,repeats,5+,2,0.000458560584408136,0.00033235641272837,7.89979024907371e-05,0.000440093578977056,0.000373680803330272,0.000623132440265616,1.55250157151629e-05,8.60680819251931e-05,2.74580691908701e-05,7.99549212123951e-05,9.52877107464691e-05,0.00228323589936463
DEL,repeats,5+,3,9.99606537055228e-05,0.000188298959707219,5.28004543575965e-06,0.000175373961972868,0.000109766536977603,0.000161738811200371,8.13312100585974e-06,0.000224057543071467,1.77121431318364e-05,2.13281666824741e-05,0.000146915943819051,0.00127715417030991
DEL,repeats,5+,4,5.98399769322472e-05,6.19808852253248e-05,5.52507850845179e-06,9.00858992942654e-05,5.04593386995968e-05,0.000132916585796401,4.69373244247704e-05,4.84465980005175e-05,4.19785186832697e-05,3.83970075207377e-05,3.06786251760628e-05,0.000152662513085324
DEL,repeats,5+,5+,1.8874775279847e-05,8.66947721332264e-06,1.59733153651227e-05,0.00049718295239675,3.49081978929498e-06,3.79789563631408e-05,8.93798817270361e-06,0.000107527390829505,1.45526005024894e-05,1.63712333160534e-05,0.000240574681445874,3.30249745313081e-05
INS,repeats,2,0,0.000365113843140722,0.000312433716081734,0.000523314693447234,0.00721176859504295,0.00188889428577009,0.000353105899390616,3.68636085258834e-05,0.000120442830645351,0.00229596898552172,0.000642375907399451,0.0229895731036329,0.0015193684097157
INS,repeats,2,1,0.000257326623183002,0.000242683299677304,6.25282905896366e-06,0.0161599508277162,0.000356485347683242,0.000432210810201788,1.76245278116509e-05,0.000105867974025637,0.00300447255434291,0.000561043881452959,8.94869849362751e-05,0.000115309415526985
INS,repeats,2,2,0.000990090302600456,0.000968898523685424,0.000283701895855592,0.00616245994402873,0.000412246121868971,0.00120819930873446,5.89212215787023e-05,0.000204509823071656,0.00110669837358762,0.000411431259240642,0.00137640650396526,0.00010087292884764
INS,repeats,2,3,0.00043392276736077,0.000354594841851445,0.000347484770067691,0.000951955211212323,0.000372667368722576,0.000494969791864539,0.000630555611132344,0.000737110104915693,0.000884732067841678,2.68575468146817e-05,0.000773162327920074,0.000141892830663067
INS,repeats,2,4,0.00232494105834559,0.00163648755445099,0.00374227217759765,1.25220605843229e-05,1.30092922357875e-05,0.00353436209181587,0.00178353683387256,0.000365612956879261,6.7997653570106e-05,6.50280769825729e-05,0.00237344655441408,8.16976536958814e-05
INS,repeats,2,5+,0.0154554879941971,0.013517269086041,0.018387340788333,0.000730400609023519,0.000758114948233951,0.0216549375252984,0.0143827024097421,0.00601619531908685,1.7894210622099e-05,9.57469078173041e-05,0.00246019688873395,0.000130129479942535
INS,repeats,3,0,1.3222864581861e-05,6.88321101647223e-05,6.15830300391904e-06,0.0035304779524436,0.000827277713754813,0.000100537954388073,7.32066516119134e-06,3.72237210953083e-05,8.14573610956813e-05,5.06962968205984e-05,0.00610659149797677,3.80443382390367e-05
INS,repeats,3,1,0.00113352313810011,0.00119360783252367,0.000413946811927105,0.00523999731718671,0.000285302353602943,0.00134175972339517,4.59699634404031e-05,0.00043869147228526,7.97774537447228e-05,9.72414922861882e-05,0.00236742506948768,0.000703711032809946
INS,repeats,3,2,0.000144591410446862,0.000211699937686413,5.79566954283663e-06,0.00116802111379885,0.000423789964772064,0.000456758927336495,1.36894752526871e-05,7.72558257997111e-05,3.81031864108247e-05,2.8708278400271e-05,0.000164813328246047,0.00032633471077276
INS,repeats,3,3,1.61476299783037e-05,1.79454737771408e-05,0.000119726508174181,7.89912773154321e-06,0.000139225381886129,1.03436764625173e-05,2.1479774277377e-05,2.46414127224775e-05,6.78987286295805e-06,1.36143243757373e-05,0.000327768472276773,0.000144270009401168
INS,repeats,3,4,0.000102000666860759,0.000102684630340292,0.000137468441666139,2.57987855750065e-06,0.000166824663083342,0.00027515617843784,8.113542773457e-06,0.00020414277858945,1.58489606828312e-05,1.53824451422371e-05,0.000405060928216674,8.95859300176269e-05
INS,repeats,3,5+,0.00172485265709275,0.00186611178971838,0.00121964140159411,3.80257391219663e-06,8.6716627004612e-06,0.00312651085267417,0.000664593672855118,0.000673612241077175,3.96418792803608e-05,2.44684554474179e-05,0.00247317370846073,6.20685633561646e-05
INS,repeats,4,0,1.56663261176577e-05,4.51154603081576e-06,3.14994415750442e-06,0.00223278657259704,0.00137787964489574,1.24376407772744e-05,5.26149480533379e-06,3.42482133744154e-05,2.30293673956407e-05,2.99528620441088e-05,0.00487118018075075,7.96956277688638e-05
INS,repeats,4,1,0.00117813078576901,0.00101702488853184,0.00104111941276523,0.00340158564551086,0.000695060640821409,0.00181113647152121,0.000530978935505043,0.000748491003390396,0.000135554958785159,0.000741209625495053,0.00164411795829156,0.00114820632377721
INS,repeats,4,2,2.2562000982367e-05,8.33740451247138e-06,4.79619990991113e-05,0.000174109267003794,0.00036283536898562,1.0225519619655e-05,3.38792619642091e-05,4.85717657619908e-05,0.00011401947683703,2.16451627338986e-05,0.000112462299436354,5.11757667476023e-05
INS,repeats,4,3,7.28337028911541e-05,0.00018752414817617,6.07285038240781e-05,1.67322664536144e-06,0.000166425926307622,0.000146177721397868,0.000284889517267006,0.000282209814887056,1.46327102041819e-05,1.15918298124766e-05,0.00088983212664355,5.26525774064922e-05
INS,repeats,4,4,0.000255416702490578,0.000297539280361448,0.000292303543318313,6.45253489621568e-06,9.48504787870415e-05,0.000297528229850957,0.000275194906322998,0.000194665601921901,7.2534682195436e-06,2.72622751220398e-05,0.00182692749878665,8.13771098995792e-05
INS,repeats,4,5+,0.00192540037767414,0.00183907501774062,0.00124399543951366,0.000663370583868905,0.000280672728610409,0.0033423161939411,0.000838528548563802,0.0014028405092528,1.84925584531697e-05,6.98314469887963e-05,0.000299753936683139,5.63508774995523e-05
INS,repeats,5+,0,1.37563738515209e-06,1.38735233242974e-06,2.41668692106518e-06,0.00391575313927811,0.0052558990456665,5.94339236267468e-06,4.6271598952207e-06,7.42441719137032e-06,1.8634468793298e-05,2.08613146807085e-05,0.00318958831506677,9.25898283506703e-05
INS,repeats,5+,1,0.000432214545652397,0.000180943968752713,0.00116833160009727,0.00655720882382778,0.00698638490868073,0.000188097383847537,0.00126786681861454,0.000146039699294141,0.000621912347611124,0.00226313138751571,0.0261421589544985,0.00222075093907837
INS,repeats,5+,2,6.46058485463038e-05,8.31872472880395e-06,0.00023670154360843,0.000165038717399683,0.0010146591085106,1.03499872833384e-05,0.000151609028917556,3.17377635547846e-05,2.25690579575692e-05,2.45827252954148e-05,0.000555514613821942,0.000161108641689346
INS,repeats,5+,3,0.000153415732306563,9.55300047790512e-05,0.000310011898592039,0.000154884074012752,1.61335001600514e-05,6.21437924475819e-05,0.000246439543196132,0.000108292507970509,1.71980719242243e-05,4.78526757564704e-05,0.000136105072797793,4.5184262011208e-05
INS,repeats,5+,4,4.26997858449938e-05,1.29378630923533e-05,0.000331521038844879,9.38930386817608e-05,6.01520554511573e-06,1.65373826312854e-05,0.000136218707324406,4.13694104280397e-05,2.51273587594684e-05,3.5686158046308e-05,0.000256834991159487,0.000100492768010966
INS,repeats,5+,5+,0.000114485576086336,0.000111014580185448,0.000122774294163336,0.000377590551008955,6.54154157566019e-05,0.000243395163738541,0.000228056002418448,0.00011901237539049,1.4564533394052e-05,2.98431635859941e-05,4.35993847090542e-05,0.000377391682830456
DEL,MH,2,1,0.000426447172351311,0.000143288680463998,0.00134338688400872,0.0252864188437564,0.000981623947596481,0.000111624800825974,0.000110104145264698,0.000286268412905156,0.00679424843224913,4.65249807464358e-05,0.00245138782763754,0.184378335136024
DEL,MH,3,1,1.20459008029407e-05,3.29945152078629e-06,9.17425558838369e-06,0.0135526905483092,0.00406463367988457,1.09837425791733e-05,2.05195265821697e-05,5.43235518943358e-05,6.91009350749515e-05,0.00319325133262203,0.00141547469404829,0.00606024717673883
DEL,MH,3,2,0.00268693694369318,0.00281831886403575,0.00145906365711282,0.00745952110391098,0.00437413782544417,0.00412718704140245,0.000484570167510148,0.00313681656651826,0.00020811184744918,3.9933483755265e-05,0.00392515379786307,0.0481357464526206
DEL,MH,4,1,0.000120151354645891,0.000128564078412416,0.000109443629031362,0.00869957786901076,0.00365223367173763,0.000194137370094754,1.5087205179604e-05,9.13173117943868e-05,5.39649758354442e-05,0.00203826021932879,9.86786081617637e-05,0.0092165028310151
DEL,MH,4,2,0.000521901350427416,0.000523380487456989,0.000162629466851182,0.00468596715014787,0.00542744292477044,0.000691142756997172,1.8894543031852e-05,0.000112674110555747,9.82665130011684e-05,0.00248831176450169,0.000897049729985705,0.0295007305163206
DEL,MH,4,3,0.000603154750273265,0.000700657806880418,5.22058647699733e-05,0.00285349869566127,0.00351662537712103,0.00124837476539174,1.15390275514431e-05,0.000257231051808502,1.28457772763241e-05,0.00113664719853045,0.00203890395331726,0.0438575858676432
DEL,MH,5+,1,0.000401739530540713,0.000553277788366923,7.03976143970085e-06,0.0411368451059519,0.190454538164748,0.000769397288371315,9.02938650325516e-06,0.000634998524156886,0.00613501125008891,0.00441688014856966,0.00225737975269775,0.000995205435567119
DEL,MH,5+,2,8.51064935312628e-05,2.83069450623024e-05,4.75322681782547e-06,0.00905298287097215,0.215964043223654,6.92709177105375e-05,7.21423270020659e-06,4.68702122697289e-05,0.00152038670857493,3.25894091562158e-05,0.0012767217873039,0.000106371800746629
DEL,MH,5+,3,1.15984373939282e-05,1.93633755833699e-05,3.00700866977766e-06,0.00339305962994714,0.143934519107182,4.42375041314065e-05,1.06681701226786e-05,2.34236034400797e-05,0.000559198542118533,2.80961674025914e-05,0.000546892430697784,0.000266872283157475
DEL,MH,5+,4,0.000274655589577312,0.000525218926391256,6.75425082193041e-06,0.000168452895524713,0.0748236046289605,0.000676317206807744,2.04132048527273e-05,0.000265552609786705,0.000125316208168776,3.40079298719498e-05,6.88313881508833e-05,0.00218376628578186
DEL,MH,5+,5+,0.00209871414353437,0.00194680364788378,0.000410107915221552,0.000350701457131786,0.06210300955833,0.00318216738053519,7.2532253652863e-05,0.0023925746070752,1.31410680557796e-05,5.3187752819143e-05,0.00080251955473279,0.000804010484039385
