prog,noise,seed,ex.sig,gt.sig,sim
signeR,Noiseless,200437,signeR.11,SBS44,0.994
signeR,Noiseless,200437,signeR.13,SBS18,0.988
signeR,Noiseless,200437,signeR.14,SBS17b,1
signeR,Noiseless,200437,signeR.15,SBS13,1
signeR,Noiseless,200437,signeR.16,SBS2,1
signeR,Noiseless,200437,signeR.17,SBS7c,1
signeR,Noiseless,200437,signeR.18,SBS26,0.983
signeR,Noiseless,200437,signeR.19,SBS17a,0.998
signeR,Noiseless,200437,signeR.20,SBS7d,1
SigProfilerExtractor,Noiseless,200437,SBS96A,SBS7a,0.975
SigProfilerExtractor,Noiseless,200437,SBS96B,SBS7b,1
SigProfilerExtractor,Noiseless,200437,SBS96D,SBS2,1
SigProfilerExtractor,Noiseless,200437,SBS96E,SBS4,0.993
SigProfilerExtractor,Noiseless,200437,SBS96F,SBS40,0.918
SigProfilerExtractor,Noiseless,200437,SBS96G,SBS3,0.925
SigProfilerExtractor,Noiseless,200437,SBS96H,SBS1,1
SigProfilerExtractor,Noiseless,200437,SBS96I,SBS12,0.99
SigProfilerExtractor,Noiseless,200437,SBS96J,SBS44,0.995
SigProfilerExtractor,Noiseless,200437,SBS96K,SBS17b,1
SigProfilerExtractor,Noiseless,200437,SBS96L,SBS18,0.978
SigProfilerExtractor,Noiseless,200437,SBS96M,SBS13,1
SigProfilerExtractor,Noiseless,200437,SBS96N,SBS7c,0.995
SigProfilerExtractor,Noiseless,200437,SBS96O,SBS17a,1
SigProfilerExtractor,Noiseless,200437,SBS96P,SBS9,0.909
SigProfilerExtractor,Noiseless,200437,SBS96Q,SBS7d,0.991
SigProfilerExtractor,Noiseless,200437,SBS96R,SBS22,0.965
SignatureAnalyzer,Noiseless,200437,W.2,SBS1,1
SignatureAnalyzer,Noiseless,200437,W.3,SBS44,0.998
SignatureAnalyzer,Noiseless,200437,W.4,SBS26,0.993
SignatureAnalyzer,Noiseless,200437,W.5,SBS5,0.919
SignatureAnalyzer,Noiseless,200437,W.7,SBS28,0.977
SignatureAnalyzer,Noiseless,200437,W.8,SBS17a,1
SignatureAnalyzer,Noiseless,200437,W.11,SBS38,0.979
SignatureAnalyzer,Noiseless,200437,W.12,SBS13,1
SignatureAnalyzer,Noiseless,200437,W.13,SBS22,0.999
SignatureAnalyzer,Noiseless,200437,W.14,SBS17b,1
SignatureAnalyzer,Noiseless,200437,W.15,SBS7c,0.999
SignatureAnalyzer,Noiseless,200437,W.17,SBS40,0.92
SignatureAnalyzer,Noiseless,200437,W.18,SBS7d,1
SignatureAnalyzer,Noiseless,200437,W.19,SBS7b,1
SignatureAnalyzer,Noiseless,200437,W.20,SBS34,0.986
SignatureAnalyzer,Noiseless,200437,W.21,SBS2,1
SignatureAnalyzer,Noiseless,200437,W.23,SBS7a,1
SignatureAnalyzer,Noiseless,200437,W.24,SBS4,0.999
SignatureAnalyzer,Noiseless,200437,W.25,SBS36,0.991
signeR,Noiseless,310111,signeR.1,SBS5,1
signeR,Noiseless,310111,signeR.2,SBS40,0.998
signeR,Noiseless,310111,signeR.3,SBS7a,0.945
signeR,Noiseless,310111,signeR.5,SBS7b,1
signeR,Noiseless,310111,signeR.6,SBS3,0.994
signeR,Noiseless,310111,signeR.7,SBS4,0.95
signeR,Noiseless,310111,signeR.8,SBS1,1
signeR,Noiseless,310111,signeR.9,SBS44,0.984
signeR,Noiseless,310111,signeR.10,SBS18,0.99
signeR,Noiseless,310111,signeR.11,SBS17b,1
signeR,Noiseless,310111,signeR.12,SBS2,0.975
signeR,Noiseless,310111,signeR.14,SBS13,1
signeR,Noiseless,310111,signeR.17,SBS7c,1
signeR,Noiseless,310111,signeR.18,SBS17a,0.998
signeR,Noiseless,310111,signeR.20,SBS26,0.982
signeR,Noiseless,310111,signeR.21,SBS7d,1
SigProfilerExtractor,Noiseless,310111,SBS96A,SBS7a,0.963
SigProfilerExtractor,Noiseless,310111,SBS96B,SBS7b,0.997
SigProfilerExtractor,Noiseless,310111,SBS96C,SBS2,1
SigProfilerExtractor,Noiseless,310111,SBS96E,SBS4,0.97
SigProfilerExtractor,Noiseless,310111,SBS96G,SBS1,1
SigProfilerExtractor,Noiseless,310111,SBS96I,SBS44,0.971
SigProfilerExtractor,Noiseless,310111,SBS96J,SBS17b,1
SigProfilerExtractor,Noiseless,310111,SBS96K,SBS13,1
SigProfilerExtractor,Noiseless,310111,SBS96L,SBS26,0.996
SigProfilerExtractor,Noiseless,310111,SBS96M,SBS36,0.995
SigProfilerExtractor,Noiseless,310111,SBS96O,SBS7c,1
SigProfilerExtractor,Noiseless,310111,SBS96P,SBS12,0.941
SigProfilerExtractor,Noiseless,310111,SBS96Q,SBS17a,1
SigProfilerExtractor,Noiseless,310111,SBS96R,SBS7d,1
SigProfilerExtractor,Noiseless,310111,SBS96U,SBS22,0.999
SigProfilerExtractor,Noiseless,310111,SBS96V,SBS37,0.963
SigProfilerExtractor,Noiseless,310111,SBS96X,SBS28,0.984
SigProfilerExtractor,Noiseless,310111,SBS96Y,SBS34,0.992
SignatureAnalyzer,Noiseless,310111,W.1,SBS40,0.919
SignatureAnalyzer,Noiseless,310111,W.2,SBS7c,0.999
SignatureAnalyzer,Noiseless,310111,W.5,SBS38,0.98
SignatureAnalyzer,Noiseless,310111,W.6,SBS28,0.977
SignatureAnalyzer,Noiseless,310111,W.7,SBS36,0.991
SignatureAnalyzer,Noiseless,310111,W.8,SBS7b,1
SignatureAnalyzer,Noiseless,310111,W.9,SBS7a,1
SignatureAnalyzer,Noiseless,310111,W.10,SBS17a,1
SignatureAnalyzer,Noiseless,310111,W.11,SBS4,0.999
SignatureAnalyzer,Noiseless,310111,W.12,SBS13,1
SignatureAnalyzer,Noiseless,310111,W.13,SBS26,0.993
SignatureAnalyzer,Noiseless,310111,W.16,SBS22,0.999
SignatureAnalyzer,Noiseless,310111,W.18,SBS2,1
SignatureAnalyzer,Noiseless,310111,W.19,SBS17b,1
SignatureAnalyzer,Noiseless,310111,W.20,SBS7d,1
SignatureAnalyzer,Noiseless,310111,W.21,SBS34,0.986
SignatureAnalyzer,Noiseless,310111,W.22,SBS44,0.998
SignatureAnalyzer,Noiseless,310111,W.24,SBS1,1
SignatureAnalyzer,Noiseless,310111,W.25,SBS5,0.92
signeR,Noiseless,528401,signeR.1,SBS5,0.999
signeR,Noiseless,528401,signeR.2,SBS40,0.942
signeR,Noiseless,528401,signeR.3,SBS7a,0.998
signeR,Noiseless,528401,signeR.6,SBS7b,1
signeR,Noiseless,528401,signeR.7,SBS18,0.983
signeR,Noiseless,528401,signeR.8,SBS4,0.922
signeR,Noiseless,528401,signeR.9,SBS1,0.999
signeR,Noiseless,528401,signeR.10,SBS44,0.979
signeR,Noiseless,528401,signeR.11,SBS17b,1
signeR,Noiseless,528401,signeR.12,SBS13,1
signeR,Noiseless,528401,signeR.13,SBS2,1
signeR,Noiseless,528401,signeR.14,SBS7c,0.996
signeR,Noiseless,528401,signeR.15,SBS26,0.984
signeR,Noiseless,528401,signeR.16,SBS17a,0.998
signeR,Noiseless,528401,signeR.17,SBS7d,1
SigProfilerExtractor,Noiseless,528401,SBS96A,SBS7a,0.962
SigProfilerExtractor,Noiseless,528401,SBS96B,SBS2,1
SigProfilerExtractor,Noiseless,528401,SBS96C,SBS7b,0.993
SigProfilerExtractor,Noiseless,528401,SBS96E,SBS4,0.992
SigProfilerExtractor,Noiseless,528401,SBS96F,SBS40,0.918
SigProfilerExtractor,Noiseless,528401,SBS96G,SBS3,0.924
SigProfilerExtractor,Noiseless,528401,SBS96H,SBS1,1
SigProfilerExtractor,Noiseless,528401,SBS96I,SBS12,0.99
SigProfilerExtractor,Noiseless,528401,SBS96J,SBS44,0.994
SigProfilerExtractor,Noiseless,528401,SBS96K,SBS17b,1
SigProfilerExtractor,Noiseless,528401,SBS96L,SBS18,0.981
SigProfilerExtractor,Noiseless,528401,SBS96M,SBS13,1
SigProfilerExtractor,Noiseless,528401,SBS96N,SBS7c,0.994
SigProfilerExtractor,Noiseless,528401,SBS96O,SBS17a,1
SigProfilerExtractor,Noiseless,528401,SBS96P,SBS7d,0.986
SigProfilerExtractor,Noiseless,528401,SBS96Q,SBS9,0.907
SigProfilerExtractor,Noiseless,528401,SBS96R,SBS22,0.971
SignatureAnalyzer,Noiseless,528401,W.1,SBS1,1
SignatureAnalyzer,Noiseless,528401,W.2,SBS7d,1
SignatureAnalyzer,Noiseless,528401,W.3,SBS28,0.977
SignatureAnalyzer,Noiseless,528401,W.4,SBS7b,1
SignatureAnalyzer,Noiseless,528401,W.5,SBS2,1
SignatureAnalyzer,Noiseless,528401,W.6,SBS40,0.919
SignatureAnalyzer,Noiseless,528401,W.7,SBS34,0.986
SignatureAnalyzer,Noiseless,528401,W.8,SBS7c,0.999
SignatureAnalyzer,Noiseless,528401,W.10,SBS26,0.993
SignatureAnalyzer,Noiseless,528401,W.11,SBS7a,1
SignatureAnalyzer,Noiseless,528401,W.12,SBS4,0.999
SignatureAnalyzer,Noiseless,528401,W.14,SBS17b,1
SignatureAnalyzer,Noiseless,528401,W.16,SBS5,0.924
SignatureAnalyzer,Noiseless,528401,W.18,SBS36,0.991
SignatureAnalyzer,Noiseless,528401,W.19,SBS13,1
SignatureAnalyzer,Noiseless,528401,W.20,SBS17a,1
SignatureAnalyzer,Noiseless,528401,W.22,SBS44,0.998
SignatureAnalyzer,Noiseless,528401,W.23,SBS38,0.979
SignatureAnalyzer,Noiseless,528401,W.25,SBS22,0.999
signeR,Noiseless,1076753,signeR.1,SBS5,1
signeR,Noiseless,1076753,signeR.2,SBS7a,0.999
signeR,Noiseless,1076753,signeR.3,SBS3,0.995
signeR,Noiseless,1076753,signeR.4,SBS40,0.979
signeR,Noiseless,1076753,signeR.6,SBS4,0.997
signeR,Noiseless,1076753,signeR.8,SBS7b,0.998
signeR,Noiseless,1076753,signeR.9,SBS1,1
signeR,Noiseless,1076753,signeR.10,SBS44,0.996
signeR,Noiseless,1076753,signeR.11,SBS17b,1
signeR,Noiseless,1076753,signeR.13,SBS18,0.993
signeR,Noiseless,1076753,signeR.14,SBS13,1
signeR,Noiseless,1076753,signeR.15,SBS2,1
signeR,Noiseless,1076753,signeR.16,SBS7c,1
signeR,Noiseless,1076753,signeR.18,SBS17a,0.998
signeR,Noiseless,1076753,signeR.19,SBS26,0.985
signeR,Noiseless,1076753,signeR.20,SBS7d,1
signeR,Noiseless,1076753,signeR.21,SBS9,0.963
signeR,Noiseless,1076753,signeR.23,SBS22,0.992
SigProfilerExtractor,Noiseless,1076753,SBS96A,SBS7a,0.961
SigProfilerExtractor,Noiseless,1076753,SBS96B,SBS7b,0.998
SigProfilerExtractor,Noiseless,1076753,SBS96C,SBS2,1
SigProfilerExtractor,Noiseless,1076753,SBS96F,SBS4,0.969
SigProfilerExtractor,Noiseless,1076753,SBS96G,SBS1,1
SigProfilerExtractor,Noiseless,1076753,SBS96H,SBS44,0.982
SigProfilerExtractor,Noiseless,1076753,SBS96J,SBS17b,1
SigProfilerExtractor,Noiseless,1076753,SBS96K,SBS13,1
SigProfilerExtractor,Noiseless,1076753,SBS96L,SBS26,0.996
SigProfilerExtractor,Noiseless,1076753,SBS96M,SBS36,0.995
SigProfilerExtractor,Noiseless,1076753,SBS96N,SBS7c,1
SigProfilerExtractor,Noiseless,1076753,SBS96P,SBS12,0.947
SigProfilerExtractor,Noiseless,1076753,SBS96Q,SBS17a,1
SigProfilerExtractor,Noiseless,1076753,SBS96R,SBS7d,1
SigProfilerExtractor,Noiseless,1076753,SBS96U,SBS22,0.999
SigProfilerExtractor,Noiseless,1076753,SBS96V,SBS37,0.965
SigProfilerExtractor,Noiseless,1076753,SBS96X,SBS28,0.983
SigProfilerExtractor,Noiseless,1076753,SBS96Y,SBS34,0.993
SignatureAnalyzer,Noiseless,1076753,W.1,SBS7b,1
SignatureAnalyzer,Noiseless,1076753,W.2,SBS7d,1
SignatureAnalyzer,Noiseless,1076753,W.3,SBS17a,1
SignatureAnalyzer,Noiseless,1076753,W.4,SBS4,0.999
SignatureAnalyzer,Noiseless,1076753,W.7,SBS28,0.977
SignatureAnalyzer,Noiseless,1076753,W.8,SBS5,0.91
SignatureAnalyzer,Noiseless,1076753,W.9,SBS36,0.991
SignatureAnalyzer,Noiseless,1076753,W.10,SBS7a,1
SignatureAnalyzer,Noiseless,1076753,W.11,SBS17b,1
SignatureAnalyzer,Noiseless,1076753,W.12,SBS44,0.998
SignatureAnalyzer,Noiseless,1076753,W.14,SBS13,1
SignatureAnalyzer,Noiseless,1076753,W.15,SBS40,0.92
SignatureAnalyzer,Noiseless,1076753,W.16,SBS1,1
SignatureAnalyzer,Noiseless,1076753,W.17,SBS38,0.979
SignatureAnalyzer,Noiseless,1076753,W.18,SBS7c,0.999
SignatureAnalyzer,Noiseless,1076753,W.19,SBS22,0.999
SignatureAnalyzer,Noiseless,1076753,W.20,SBS2,1
SignatureAnalyzer,Noiseless,1076753,W.21,SBS34,0.986
SignatureAnalyzer,Noiseless,1076753,W.22,SBS26,0.993
signeR,Realistic,145879,signeR.5,SBS1,0.999
signeR,Realistic,145879,signeR.9,SBS2,0.991
signeR,Realistic,145879,signeR.8,SBS3,0.992
signeR,Realistic,145879,signeR.3,SBS4,0.998
signeR,Realistic,145879,signeR.1,SBS5,0.963
signeR,Realistic,145879,signeR.4,SBS7a,0.959
signeR,Realistic,145879,signeR.7,SBS7b,0.937
signeR,Realistic,145879,signeR.21,SBS7c,0.992
signeR,Realistic,145879,signeR.24,SBS7d,0.998
signeR,Realistic,145879,signeR.26,SBS9,0.924
signeR,Realistic,145879,signeR.19,SBS12,0.974
signeR,Realistic,145879,signeR.16,SBS13,1
signeR,Realistic,145879,signeR.22,SBS17a,1
signeR,Realistic,145879,signeR.11,SBS17b,1
signeR,Realistic,145879,signeR.17,SBS18,0.986
signeR,Realistic,145879,signeR.31,SBS22,0.986
signeR,Realistic,145879,signeR.33,SBS34,0.974
signeR,Realistic,145879,signeR.2,SBS40,0.992
signeR,Realistic,145879,signeR.10,SBS44,0.97
SigProfilerExtractor,Realistic,145879,SBS96A,SBS7b,0.936
SigProfilerExtractor,Realistic,145879,SBS96C,SBS2,0.996
SigProfilerExtractor,Realistic,145879,SBS96D,SBS12,0.903
SigProfilerExtractor,Realistic,145879,SBS96E,SBS4,0.913
SigProfilerExtractor,Realistic,145879,SBS96F,SBS44,0.961
SigProfilerExtractor,Realistic,145879,SBS96G,SBS1,0.998
SigProfilerExtractor,Realistic,145879,SBS96H,SBS18,0.978
SigProfilerExtractor,Realistic,145879,SBS96I,SBS7c,0.907
SigProfilerExtractor,Realistic,145879,SBS96J,SBS17b,1
SigProfilerExtractor,Realistic,145879,SBS96K,SBS13,1
SigProfilerExtractor,Realistic,145879,SBS96L,SBS17a,1
SignatureAnalyzer,Realistic,145879,W.49,SBS1,0.982
SignatureAnalyzer,Realistic,145879,W.63,SBS4,0.989
SignatureAnalyzer,Realistic,145879,W.1,SBS7a,0.999
SignatureAnalyzer,Realistic,145879,W.57,SBS7c,0.988
SignatureAnalyzer,Realistic,145879,W.62,SBS7d,0.968
SignatureAnalyzer,Realistic,145879,W.53,SBS12,0.924
SignatureAnalyzer,Realistic,145879,W.48,SBS13,0.978
SignatureAnalyzer,Realistic,145879,W.22,SBS17a,0.993
SignatureAnalyzer,Realistic,145879,W.30,SBS17b,0.995
SignatureAnalyzer,Realistic,145879,W.23,SBS22,0.959
SignatureAnalyzer,Realistic,145879,W.25,SBS28,0.974
SignatureAnalyzer,Realistic,145879,W.34,SBS44,0.989
signeR,Realistic,200437,signeR.1,SBS5,0.982
signeR,Realistic,200437,signeR.2,SBS40,0.991
signeR,Realistic,200437,signeR.3,SBS7a,0.909
signeR,Realistic,200437,signeR.5,SBS3,0.995
signeR,Realistic,200437,signeR.6,SBS4,0.968
signeR,Realistic,200437,signeR.7,SBS1,0.999
signeR,Realistic,200437,signeR.8,SBS2,0.995
signeR,Realistic,200437,signeR.9,SBS44,0.983
signeR,Realistic,200437,signeR.10,SBS17b,1
signeR,Realistic,200437,signeR.13,SBS18,0.983
signeR,Realistic,200437,signeR.14,SBS13,1
signeR,Realistic,200437,signeR.17,SBS7c,0.997
signeR,Realistic,200437,signeR.19,SBS26,0.982
signeR,Realistic,200437,signeR.22,SBS17a,1
signeR,Realistic,200437,signeR.25,SBS7d,0.998
signeR,Realistic,200437,signeR.26,SBS9,0.944
signeR,Realistic,200437,signeR.27,SBS38,0.975
signeR,Realistic,200437,signeR.29,SBS22,0.983
SigProfilerExtractor,Realistic,200437,SBS96A,SBS7b,0.904
SigProfilerExtractor,Realistic,200437,SBS96B,SBS3,0.914
SigProfilerExtractor,Realistic,200437,SBS96C,SBS2,0.998
SigProfilerExtractor,Realistic,200437,SBS96D,SBS12,0.913
SigProfilerExtractor,Realistic,200437,SBS96F,SBS4,0.914
SigProfilerExtractor,Realistic,200437,SBS96G,SBS44,0.98
SigProfilerExtractor,Realistic,200437,SBS96H,SBS18,0.98
SigProfilerExtractor,Realistic,200437,SBS96I,SBS1,0.999
SigProfilerExtractor,Realistic,200437,SBS96J,SBS17b,1
SigProfilerExtractor,Realistic,200437,SBS96L,SBS13,1
SigProfilerExtractor,Realistic,200437,SBS96M,SBS17a,1
SignatureAnalyzer,Realistic,200437,W.27,SBS1,0.96
SignatureAnalyzer,Realistic,200437,W.38,SBS2,0.956
SignatureAnalyzer,Realistic,200437,W.34,SBS4,0.993
SignatureAnalyzer,Realistic,200437,W.62,SBS7c,0.988
SignatureAnalyzer,Realistic,200437,W.22,SBS7d,0.968
SignatureAnalyzer,Realistic,200437,W.59,SBS12,0.92
SignatureAnalyzer,Realistic,200437,W.43,SBS13,0.989
SignatureAnalyzer,Realistic,200437,W.13,SBS17a,0.994
SignatureAnalyzer,Realistic,200437,W.35,SBS17b,0.995
SignatureAnalyzer,Realistic,200437,W.50,SBS22,0.956
SignatureAnalyzer,Realistic,200437,W.52,SBS28,0.97
SignatureAnalyzer,Realistic,200437,W.10,SBS44,0.957
signeR,Realistic,310111,signeR.1,SBS5,0.971
signeR,Realistic,310111,signeR.2,SBS3,0.946
signeR,Realistic,310111,signeR.3,SBS4,0.935
signeR,Realistic,310111,signeR.4,SBS7a,0.99
signeR,Realistic,310111,signeR.5,SBS18,0.979
signeR,Realistic,310111,signeR.7,SBS7b,0.911
signeR,Realistic,310111,signeR.8,SBS1,0.998
signeR,Realistic,310111,signeR.9,SBS44,0.989
signeR,Realistic,310111,signeR.11,SBS17b,1
signeR,Realistic,310111,signeR.13,SBS2,0.991
signeR,Realistic,310111,signeR.16,SBS13,1
signeR,Realistic,310111,signeR.17,SBS7c,0.997
signeR,Realistic,310111,signeR.18,SBS26,0.98
signeR,Realistic,310111,signeR.19,SBS17a,0.999
signeR,Realistic,310111,signeR.22,SBS7d,0.998
SigProfilerExtractor,Realistic,310111,SBS96A,SBS7a,0.927
SigProfilerExtractor,Realistic,310111,SBS96B,SBS7b,0.986
SigProfilerExtractor,Realistic,310111,SBS96C,SBS2,0.999
SigProfilerExtractor,Realistic,310111,SBS96E,SBS4,0.988
SigProfilerExtractor,Realistic,310111,SBS96F,SBS40,0.923
SigProfilerExtractor,Realistic,310111,SBS96G,SBS3,0.904
SigProfilerExtractor,Realistic,310111,SBS96H,SBS1,1
SigProfilerExtractor,Realistic,310111,SBS96I,SBS44,0.992
SigProfilerExtractor,Realistic,310111,SBS96J,SBS12,0.99
SigProfilerExtractor,Realistic,310111,SBS96K,SBS17b,1
SigProfilerExtractor,Realistic,310111,SBS96L,SBS13,1
SigProfilerExtractor,Realistic,310111,SBS96M,SBS36,0.978
SigProfilerExtractor,Realistic,310111,SBS96N,SBS7c,0.987
SigProfilerExtractor,Realistic,310111,SBS96O,SBS17a,1
SigProfilerExtractor,Realistic,310111,SBS96P,SBS9,0.903
SigProfilerExtractor,Realistic,310111,SBS96Q,SBS7d,0.978
SigProfilerExtractor,Realistic,310111,SBS96R,SBS22,0.984
SignatureAnalyzer,Realistic,310111,W.59,SBS1,0.952
SignatureAnalyzer,Realistic,310111,W.33,SBS4,0.99
SignatureAnalyzer,Realistic,310111,W.5,SBS7c,0.986
SignatureAnalyzer,Realistic,310111,W.49,SBS7d,0.968
SignatureAnalyzer,Realistic,310111,W.36,SBS12,0.907
SignatureAnalyzer,Realistic,310111,W.34,SBS13,0.978
SignatureAnalyzer,Realistic,310111,W.25,SBS17a,0.99
SignatureAnalyzer,Realistic,310111,W.48,SBS17b,0.995
SignatureAnalyzer,Realistic,310111,W.44,SBS22,0.954
SignatureAnalyzer,Realistic,310111,W.16,SBS28,0.97
SignatureAnalyzer,Realistic,310111,W.52,SBS44,0.973
signeR,Realistic,528401,signeR.1,SBS5,0.97
signeR,Realistic,528401,signeR.2,SBS3,0.993
signeR,Realistic,528401,signeR.3,SBS7a,0.916
signeR,Realistic,528401,signeR.5,SBS18,0.982
signeR,Realistic,528401,signeR.6,SBS1,0.999
signeR,Realistic,528401,signeR.7,SBS4,0.92
signeR,Realistic,528401,signeR.8,SBS2,0.998
signeR,Realistic,528401,signeR.10,SBS44,0.989
signeR,Realistic,528401,signeR.12,SBS17b,1
signeR,Realistic,528401,signeR.17,SBS13,1
signeR,Realistic,528401,signeR.19,SBS7c,0.996
signeR,Realistic,528401,signeR.20,SBS26,0.982
signeR,Realistic,528401,signeR.22,SBS17a,1
signeR,Realistic,528401,signeR.23,SBS7d,0.998
SigProfilerExtractor,Realistic,528401,SBS96A,SBS7b,0.907
SigProfilerExtractor,Realistic,528401,SBS96B,SBS3,0.915
SigProfilerExtractor,Realistic,528401,SBS96C,SBS2,0.998
SigProfilerExtractor,Realistic,528401,SBS96D,SBS12,0.909
SigProfilerExtractor,Realistic,528401,SBS96F,SBS4,0.919
SigProfilerExtractor,Realistic,528401,SBS96G,SBS44,0.981
SigProfilerExtractor,Realistic,528401,SBS96H,SBS1,0.999
SigProfilerExtractor,Realistic,528401,SBS96I,SBS18,0.981
SigProfilerExtractor,Realistic,528401,SBS96J,SBS17b,1
SigProfilerExtractor,Realistic,528401,SBS96L,SBS13,1
SigProfilerExtractor,Realistic,528401,SBS96M,SBS17a,1
SignatureAnalyzer,Realistic,528401,W.4,SBS1,0.935
SignatureAnalyzer,Realistic,528401,W.21,SBS2,0.956
SignatureAnalyzer,Realistic,528401,W.5,SBS4,0.991
SignatureAnalyzer,Realistic,528401,W.55,SBS7b,0.933
SignatureAnalyzer,Realistic,528401,W.11,SBS7c,0.988
SignatureAnalyzer,Realistic,528401,W.13,SBS7d,0.969
SignatureAnalyzer,Realistic,528401,W.57,SBS12,0.931
SignatureAnalyzer,Realistic,528401,W.48,SBS13,0.978
SignatureAnalyzer,Realistic,528401,W.36,SBS17a,0.994
SignatureAnalyzer,Realistic,528401,W.19,SBS17b,0.995
SignatureAnalyzer,Realistic,528401,W.43,SBS22,0.963
SignatureAnalyzer,Realistic,528401,W.1,SBS28,0.97
SignatureAnalyzer,Realistic,528401,W.44,SBS44,0.945
signeR,Realistic,1076753,signeR.1,SBS5,0.975
signeR,Realistic,1076753,signeR.2,SBS40,0.982
signeR,Realistic,1076753,signeR.3,SBS7a,0.964
signeR,Realistic,1076753,signeR.4,SBS4,0.963
signeR,Realistic,1076753,signeR.5,SBS3,0.995
signeR,Realistic,1076753,signeR.7,SBS1,0.999
signeR,Realistic,1076753,signeR.9,SBS2,0.995
signeR,Realistic,1076753,signeR.10,SBS44,0.967
signeR,Realistic,1076753,signeR.11,SBS17b,1
signeR,Realistic,1076753,signeR.13,SBS18,0.982
signeR,Realistic,1076753,signeR.15,SBS13,1
signeR,Realistic,1076753,signeR.16,SBS26,0.979
signeR,Realistic,1076753,signeR.17,SBS7c,0.997
signeR,Realistic,1076753,signeR.18,SBS17a,1
signeR,Realistic,1076753,signeR.23,SBS7d,0.995
