Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10,signeR.11
DEL,C,1,0,0.00503244786733918,6.59678784801749e-07,0.0292118254531582,0.00300715276510316,0.03467959468613,0.00371894808071911,0.11855684321083,0.340892837214271,0.01100631008175,0.00929865201176773,0.00015782750267008
DEL,C,1,1,4.65430984892397e-05,0.000654479518709737,0.0279148678756359,5.59944588780079e-06,0.0112674127565306,4.6056206515688e-06,0.206098580650957,0.105168296042116,0.00110072313511125,0.00209992524061911,8.21751859664135e-05
DEL,C,1,2,4.37798051168453e-07,1.477147532173e-07,0.0218241463103283,1.35863277902527e-06,0.00548438237061071,1.82662671308016e-06,0.172415190099433,1.45825708775397e-05,0.000345839618314527,0.00041587239980622,4.24809594977995e-05
DEL,C,1,3,0.00246827732567391,0.00192617758784751,0.0127800783515515,0.00238865281534182,0.00209520208407699,0.00244618275994691,0.0637547871208387,0.0117880098322294,0.000446915266172976,0.000610696162920815,0.000140452297286274
DEL,C,1,4,0.00394469500265819,0.000534401454602934,0.00272135873346368,0.00326546611721657,0.00194803438542501,0.00372110281963796,0.0422763112585717,0.0123964691566894,0.00245672978909917,0.000869463138995384,8.50163037379538e-05
DEL,C,1,5+,0.0145420733516073,0.00338255068838291,0.00220045091582848,0.0130242972983906,0.000989831063373066,0.0147643526782903,0.0216475378931944,1.11501512873518e-05,0.00361450350413008,0.00200848254741313,0.000106102861157918
DEL,T,1,0,0.00782955003750712,0.0013096049316427,0.0974086809387491,0.0072830847159677,0.0127530615475782,0.00793795635903246,0.0413973506867053,0.116389603579275,0.0178778903981516,0.00521744212774767,0.000440574673301737
DEL,T,1,1,4.41879829431532e-07,1.70230953710516e-07,0.134719159268336,1.39497688427904e-06,0.0012377477772864,1.7378259563869e-06,0.00790736395625494,0.0395184432395864,0.000181919838470017,0.0137909282465386,4.43555579970653e-05
DEL,T,1,2,0.00729399110073467,0.000649698216982268,0.10012182633484,0.00510893675658725,0.00953301033620874,0.00676798323358719,0.0196832468762665,0.0886546418139409,0.0121551063662597,9.57681615919561e-05,0.000101656110632148
DEL,T,1,3,0.0206227287702126,0.00187566190174589,0.0812943200053158,0.0158667882191806,0.0169499333158266,0.0199600458134078,0.0206884696241916,0.114060330519321,0.0204737411147158,9.74000535538995e-05,0.000151967534672537
DEL,T,1,4,0.0473645005811497,0.0039082092073424,0.0444865584833103,0.0392114221624936,0.0118212074264152,0.047257208166078,0.015976978213885,0.0936634809754103,0.0200326586327086,0.000119953923106022,0.000320024683069316
DEL,T,1,5+,0.81250089015575,5.60077139751565e-07,0.0182295717116192,0.703394515478298,0.00366454719207874,0.818068128921376,0.0056715930350253,1.225411208501e-05,0.135105220141864,0.000506901464204278,0.000284114093757625
INS,C,1,0,4.83216170628661e-07,1.38154169603462e-07,0.00072309976613769,1.56560598202482e-06,0.00223607190316487,1.78471973895489e-06,0.00207711993876414,5.35889424562686e-06,0.445955158068567,9.29451389427928e-05,4.63564834843128e-05
INS,C,1,1,0.000263837241807157,2.87594573284746e-07,0.00114163493823916,3.77784630506243e-06,0.00172568706266749,5.30830994902769e-06,0.00177155777301174,6.58192575538951e-06,0.0124851877850122,0.000107202121578483,0.169873160616025
INS,C,1,2,2.32316821864635e-05,2.20670610372704e-07,0.00292318926182635,4.53713077078958e-06,0.000299320528012974,8.00420728653106e-06,0.00192549462648552,5.27402650306771e-06,0.000513430147846937,4.34878319917827e-05,0.0978407590285988
INS,C,1,3,0.000580282330253271,0.00060862609552113,0.000158638957678284,3.82115527628453e-06,1.50086883220175e-06,0.000321489411462887,0.00631908625386419,3.81943103393486e-06,0.00196543059388777,0.000301011392925915,0.0385263126386426
INS,C,1,4,0.00292703548277861,0.00176236789495675,1.750275554963e-06,0.00272278503736293,0.000151417062214809,0.00287742211855095,0.00712945783708224,6.50424258649507e-06,0.0016723102119245,5.21053387406307e-05,0.012396461106225
INS,C,1,5+,0.0088115024690424,0.0246314963500457,5.65046060751783e-05,0.0115899134493117,1.62271459938471e-05,0.00935376891152813,0.00731794935082076,1.67737102478165e-05,0.000650339086294338,0.000241187699742162,0.00169520123692481
INS,T,1,0,0.00142538278693287,0.00211421434552005,0.0101740721695229,0.00117147701920938,0.00545197660193713,0.00114937538248214,0.0157573046543022,0.0113970636713013,0.0317836686251646,0.00174147710167199,0.000157273148067339
INS,T,1,1,3.86745882635181e-06,2.2236112531326e-06,0.0119717163416776,2.77558078741312e-06,0.00184356206764535,3.11517480710974e-06,0.0430390586627496,0.0106669882885587,0.00308096703283199,0.000536351571905517,0.328321680436696
INS,T,1,2,0.000797920610639416,5.48635678065919e-07,0.0250133175301931,3.62076327446258e-06,0.000433926814447593,0.000526981659964356,0.0411191614203707,0.00126553178183173,0.00219239222430072,5.254811913197e-05,0.170638461245053
INS,T,1,3,0.00111709242464226,0.00423431883689567,0.0165281650823536,0.00141737048259259,0.000791861777532473,0.00105989951152959,0.0252839160192148,0.000421577413390243,0.000809698348921778,9.2666506661878e-05,0.113023142082531
INS,T,1,4,0.00347529539635171,0.0167535668756861,0.010540282370944,0.00521035265016392,0.00104136642456582,0.00359643960163689,0.00653101313686746,2.32251615966058e-05,0.00317680250024637,0.00015610874578826,0.0504386153052321
INS,T,1,5+,0.000515911314549564,0.897760026429647,4.03717308882316e-06,0.143376270761311,0.0165680163269996,0.00715713753859475,0.0257995859314023,3.99480189670981e-05,0.134866757767946,0.00179376891234928,0.000483535357619229
DEL,repeats,2,0,0.000238409735343235,0.000561200258249615,0.0273994561755442,6.84542219483516e-06,0.00379779570062152,6.63824225631189e-06,0.00750569719370337,0.0151577372744406,0.000340330868278921,0.0722713103748812,5.36413333275931e-05
DEL,repeats,2,1,0.00354475157914974,0.0011971104701984,0.0223105797308311,0.00345580422386274,0.00467815801045295,0.00355870909487448,0.00992145710360266,0.00487645493871937,0.00645846022117495,0.230456042778972,0.00161529907862033
DEL,repeats,2,2,0.00195801081182308,0.00024665928124831,0.00398894460741313,0.00141837245504009,0.00139986474382056,0.0018515233561448,0.0115918599798451,1.11393676597988e-05,0.00308930093429649,0.0552675915071804,5.61405241562921e-05
DEL,repeats,2,3,0.000916654447653539,0.00018438402930807,1.12068644483755e-06,4.38501595381102e-06,0.00011294160491545,0.000710710130691267,0.00691368954279841,5.78820355636504e-06,0.00102374472086801,0.0135449090450396,5.17391313965408e-05
DEL,repeats,2,4,0.00100780010476395,3.91795230515804e-07,0.000655553863646914,2.03414262221331e-05,1.27499980604892e-06,0.000739275128937824,0.00330281303304122,5.18406601508361e-06,0.000322352366063417,0.00286900802678952,4.13738248263347e-05
DEL,repeats,2,5+,5.02618751875566e-07,1.47851295003626e-07,0.0212861156688441,1.27905218997365e-06,1.24709281653996e-06,1.97850592719507e-06,3.6787898807374e-05,6.01502471276454e-06,3.45776648166776e-05,0.000582497280030653,0.00388796853572633
DEL,repeats,3,0,1.81037423706947e-05,0.000105282968567238,0.0169531877585411,5.00079967579123e-06,0.00481750224982244,5.18369382184852e-06,0.00133286785235647,0.00370506253162606,0.000795754118779824,0.00496066349629448,0.00013330291578818
DEL,repeats,3,1,0.00502156951614847,0.00501021468365673,0.00464220444845401,0.00488332169242988,0.00382059976449979,0.00506152622040152,0.000404322462720149,0.00397915493056931,0.00533439301038495,0.0969452340870003,0.000189224554340253
DEL,repeats,3,2,0.00238070688725204,0.000523623928583194,0.000575142032811116,0.00208616468032975,0.000353482089016349,0.00240460031077223,7.80407365262307e-06,3.92045048925164e-05,0.00144923003211971,0.0220155881130458,0.000116384415921812
DEL,repeats,3,3,0.000559999022689664,0.000109351793504542,0.000185066915551773,2.61547506868153e-06,9.71235418868925e-07,0.000298620605211734,4.05097511819034e-06,5.62872321821994e-06,0.000732630543347324,0.00406457735111349,3.43165032641975e-05
DEL,repeats,3,4,5.08559801393342e-07,1.52581039345239e-07,0.00566497367448425,1.20387470852733e-06,1.01791360724052e-06,1.70867769099516e-06,9.30738603201167e-06,5.06099042986415e-06,3.76732935623891e-05,4.21870581108586e-05,0.000506380235571699
DEL,repeats,3,5+,4.2491737872925e-07,1.47598729614755e-07,0.00829809882248678,1.29044684278075e-06,1.28217865196367e-06,1.73211485305423e-06,9.54510233295339e-06,5.09106534926705e-06,3.81037109846514e-05,0.00013750537198642,0.00101830198137388
DEL,repeats,4,0,2.15431134408521e-05,6.54405144392677e-05,0.0105892137331297,3.403113051377e-06,0.00410887340686821,4.94736628782161e-06,0.000296763534154202,0.00121620913708931,7.78813368637948e-05,0.00735402654128013,5.45852543628867e-05
DEL,repeats,4,1,0.00217221600199302,0.000790690106480187,0.0022862455561509,0.00181242597488309,0.00239296302127363,0.00212113546226077,0.000752443530353084,0.00452532172199815,0.000703963831273142,0.0633188163329685,0.000117854881536806
DEL,repeats,4,2,0.000635531714299325,2.96844796948374e-07,6.53453318762858e-07,3.19449866414103e-06,0.000126942011993594,0.000135887484251117,6.05344704085327e-06,6.10930425391582e-06,0.000838726246490026,0.0153512384562258,3.05105994109559e-05
DEL,repeats,4,3,4.95773793752978e-06,1.75009291728104e-07,0.00366690562398649,4.48068937495566e-06,2.03712448179558e-06,7.31156559096971e-06,9.05960633834725e-06,4.57715185091198e-06,2.95816986781731e-05,0.00373300355913926,3.39269676424998e-05
DEL,repeats,4,4,5.23028472487051e-07,1.35696994422541e-07,0.0044590328098845,1.31834628096884e-06,1.30420810838075e-06,1.79447954936755e-06,1.04238384895481e-05,4.44642377346083e-06,3.38038612014577e-05,5.16698212021958e-05,7.89135715389597e-05
