MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00208651	0.00000000	0.00249578	0.03093190	0.08828954	0.00208200	0.02327933	0.37318169	0.01202673	0.00281116
1:Del:C:1	0.00000022	0.00001480	0.00285320	0.01961025	0.23064069	0.00559764	0.00147998	0.09378670	0.00059129	0.00007165
1:Del:C:2	0.00000000	0.00000000	0.00298347	0.00002505	0.20945194	0.00871862	0.00378619	0.00000000	0.00132581	0.00000000
1:Del:C:3	0.00209140	0.00173660	0.00852710	0.00514706	0.07475258	0.00606049	0.00005036	0.01010869	0.00078048	0.00062734
1:Del:C:4	0.00327698	0.00046999	0.00515591	0.00074428	0.04352634	0.00026437	0.00169113	0.01423531	0.00213409	0.00131933
1:Del:C:5	0.01416372	0.00178969	0.01739602	0.00138712	0.02587310	0.00017195	0.00098236	0.00022347	0.00260310	0.00357091
1:Del:T:0	0.00517336	0.00080807	0.10632909	0.03386697	0.02491616	0.07738537	0.00048614	0.11918375	0.00479487	0.01611308
1:Del:T:1	0.00000000	0.00000001	0.00290620	0.00825910	0.00357317	0.35939231	0.00000865	0.00560235	0.01065341	0.00000300
1:Del:T:2	0.00611393	0.00005485	0.11941963	0.00445472	0.00382394	0.07680619	0.00769448	0.09154996	0.00172531	0.00565550
1:Del:T:3	0.01741425	0.00134367	0.10342526	0.00440734	0.00385817	0.07790410	0.01904651	0.11708863	0.00512724	0.01276212
1:Del:T:4	0.03894978	0.00258638	0.12465030	0.00432793	0.00326404	0.02473697	0.01380817	0.10726883	0.00512945	0.00998718
1:Del:T:5	0.84401620	0.00025249	0.01506210	0.00194541	0.00085794	0.00236826	0.00022483	0.01040453	0.00071227	0.06395559
1:Ins:C:0	0.00000000	0.00000001	0.00000004	0.00000011	0.00000012	0.00000004	0.00000002	0.00000027	0.00000011	0.52811900
1:Ins:C:1	0.00020980	0.00000644	0.00691273	0.00196539	0.00527050	0.00352424	0.00143529	0.00000000	0.00002554	0.01426322
1:Ins:C:2	0.00000600	0.00000597	0.00512872	0.00161896	0.00383404	0.00402072	0.00002368	0.00000004	0.00004416	0.00042133
