Type,Subtype,Indel_size,Repeat_MH_size,hdp.0,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14
DEL,C,1,0,0.0256984477487615,0.00250595335798591,0.00104210206003442,0.0204654880762285,0.0348359851500361,0.0299488318999855,0.140743594351989,0.333477147149549,0.0652126568755814,0.0110660700746861,0.0481160893755565,0.00982126594917251,0.00901350138865163,0.0278770847204233,0.00424903311736655
DEL,C,1,1,0.0064185424958108,2.9165970611479e-05,0.000470118285208788,0.0280227821377448,0.0198663579997656,0.00610523773114481,0.143853551327465,0.0973894911616066,0.301449970874911,0.00284937442840083,0.0138721331199749,0.00234581820302378,0.00939197526114212,0.00117928129022421,0.00409513045284328
DEL,C,1,2,0.00216266018396972,5.72816800659445e-07,1.82012172794388e-06,0.0262321403802392,0.00267808351617661,0.00831746645706608,0.218540875991915,0.0024031232747246,0.129352424354787,0.000442004298148605,0.00719671410556722,0.00336674420771321,0.0029422701830841,2.60519733865178e-06,2.90914154453238e-05
DEL,C,1,3,0.00697214867190741,0.00157912845491484,0.00205019251375376,0.0134137355339833,0.00566925702728816,0.000901410183141094,0.0717913775972148,0.0111881379665008,0.0533992780216197,0.001163052026559,0.00411722379517637,0.00209781660418605,0.00224881188596877,0.0331849017091574,0.010475584820226
DEL,C,1,4,0.0140877526491599,0.00215217836830081,0.00129512639067225,0.00291720797146169,0.0011368945218926,0.00259636917302493,0.0433202660563428,0.013184092424747,0.0387719527502543,0.00228936717502815,0.00404829011291111,0.00263464679241921,0.0032965084570581,0.0235524173850766,0.0118624553753999
DEL,C,1,5+,0.0436085977964861,0.0103591866200483,0.00443638467991529,0.00229365648765944,0.000613363192711172,0.00183157396939739,0.0255988999428895,0.000747698964234823,0.0207361444916457,0.00447702145240415,0.00125669663323452,0.00260650524436853,0.000807929540639017,0.00361690661308319,0.0245866531855474
DEL,T,1,0,0.0313008691690884,0.00452350045244968,0.00306424080096994,0.108580764705247,0.0295686956842329,0.00296161086130073,0.02830687068489,0.105414604541317,0.0340064839285415,0.0194863025023076,0.0408411485681374,0.00882314582310253,0.0154779243579753,0.0339075047742755,0.00541812430281569
DEL,T,1,1,0.00481763727601138,1.62221164099697e-07,1.73784143926025e-06,0.0970869096798562,0.0108804315300135,0.000867886414255235,0.00753574407844738,0.0387869646410539,0.0202009432471978,0.000655853775525596,0.518396274958554,0.00295423768830927,0.010056367185008,1.95115925037071e-06,1.89804010429724e-05
DEL,T,1,2,0.0231817702331846,0.00535802899107157,0.00141297705693013,0.122443832615812,0.00907383492913633,0.00967065179656588,0.0109600784910253,0.0848614941702727,0.00835536191292661,0.00724876151210703,0.018808997288375,0.00695079342606394,0.0190791299322934,0.0501556270770505,0.00975299439786155
DEL,T,1,3,0.0779664674370532,0.0127488459689874,0.00458788645043589,0.0917530979023836,0.0102347185325204,0.0210957774728107,0.0156221373362465,0.106860375264727,0.00994781497751898,0.0145232557188051,0.0578826787643667,0.00693827525538214,0.00578519294628686,0.0219168795979792,0.0112088461867311
