Type,Subtype,Indel_size,Repeat_MH_size,ID83A,ID83B,ID83C,ID83D,ID83E,ID83F,ID83G,ID83H,ID83I,ID83J
DEL,repeats,4,3,0,0,0.0033024,2.89e-06,9.841e-05,0.00287262,0.00011267,7.5e-07,0.00387086,0
DEL,repeats,4,4,0,1.6e-07,0.00457242,8.788e-05,0.00023079,0.00336768,1.249e-05,3.23e-06,0.00015027,0
DEL,repeats,4,5+,0.0001502,2.863e-05,0.00168083,1.603e-05,8.259e-05,0.00094478,9.915e-05,0,0.0006862,7.119e-05
DEL,repeats,5+,0,0,0,0.00463691,0.29666715,0.0009427,0.02490342,0.01392356,2.688e-05,0.00245918,0.00072787
DEL,repeats,5+,1,0.0031964,1.4e-07,0.0001245,0.00014072,0,0.00063673,0.0074048,0.00018369,0.0117932,0.00026656
DEL,repeats,5+,2,0.00041679,0.00010139,0.00032924,0.00030383,2.406e-05,0.00025344,0.00042583,3.827e-05,0.00301562,2.76e-06
DEL,repeats,5+,3,0.00011669,4.86e-06,0.00031066,1.786e-05,2.719e-05,9.879e-05,0.00017792,9.939e-05,0.00099154,0.00010512
DEL,repeats,5+,4,5.647e-05,1.38e-06,0.00014006,8.05e-06,4.188e-05,2.518e-05,9.654e-05,5.415e-05,0.00017223,3.027e-05
DEL,repeats,5+,5+,1.676e-05,2.685e-05,0.00051021,4.4e-07,7.27e-06,0.00072078,0,3.537e-05,0.00016188,1.85e-06
INS,repeats,2,0,0.00019705,0.00058037,0.00524222,0.00180352,0.00221627,0.009981,0.00198673,0.00086287,0.0007947,0.0260755
INS,repeats,2,1,0.00019079,9.3e-06,0.0214163,0.00125135,0.00328983,0.01184623,7.146e-05,0.00095064,0.00021695,3.35e-06
INS,repeats,2,2,0.00092635,0.00025287,0.00870965,0.00037978,0.00139353,0.00416274,0.00037316,0.00036176,2.278e-05,0.00099659
INS,repeats,2,3,0.00044619,0.00039607,0.00195799,0.00047735,0.00086737,0.00095347,0.00029694,0.00043117,0.00028552,0.00101212
INS,repeats,2,4,0.00202334,0.0023542,0.00339612,0.00082975,0.00021992,1.093e-05,4.945e-05,9.649e-05,0.00036329,0.0035479
INS,repeats,2,5+,0.01454991,0.01403786,0.03369358,0.00772974,8.01e-06,0.0005108,2.774e-05,0.00012058,0.0017077,0.000346
INS,repeats,3,0,0,4.216e-05,0.00400234,0.00036638,0.00028591,0.00277975,0.00101083,0.00043686,0.00016497,0.00811624
INS,repeats,3,1,0.00103256,0.00031184,0.00701894,0.00046836,0.00033782,0.00575324,5.563e-05,0.00067592,0.00045697,0.00293459
INS,repeats,3,2,0.00017695,3.67e-05,0.00155083,2.118e-05,0.00016872,0.00086392,0.00082824,7.01e-06,0.00109193,0.00035393
INS,repeats,3,3,1.11e-05,0.00013751,0.00012899,4.278e-05,4.58e-06,5.798e-05,0.00031911,2.189e-05,1.459e-05,0.00031029
INS,repeats,3,4,0.00010515,9.71e-05,0.00022391,0.00010366,1.73e-05,1.08e-06,0.00015821,4.099e-05,0.00015271,0.00099601
INS,repeats,3,5+,0.0020417,0.00098658,0.00230526,0.00054735,6.09e-06,2.98e-06,0,1.117e-05,9.163e-05,0.0020199
INS,repeats,4,0,7.45e-06,1.14e-06,0.00144036,0.00065554,0.00018542,0.0031734,0.00169431,1.005e-05,0.00036099,0.00527172
INS,repeats,4,1,0.00111047,0.00065834,0.00459169,0.00093698,6.89e-06,0.00488795,0.00068361,0.00113605,0.00168753,0.00191855
INS,repeats,4,2,0,2.941e-05,0.00028965,0.00016262,0.00017403,0.00025477,0.00043226,1.716e-05,8.951e-05,8.665e-05
INS,repeats,4,3,0.00024474,5.104e-05,6.187e-05,1.509e-05,2.93e-06,5e-07,0.0004094,2.94e-06,8.293e-05,0.00087772
INS,repeats,4,4,0.00016058,0.00036335,0.00033637,0.00018365,3.5e-07,1.709e-05,5.31e-06,0.00017482,0.00020844,0.00144589
INS,repeats,4,5+,0.00216016,0.00080775,0.00259592,0.00124933,1.304e-05,0.00081918,4.861e-05,0,0.00016415,0.00015821
INS,repeats,5+,0,0,3e-08,0.0044916,0,5.306e-05,0.00396719,0.00871459,6.95e-06,4.622e-05,0.00275494
INS,repeats,5+,1,3.634e-05,0.0017331,0.0018667,0.01097911,0.00026507,0.01192714,0.00570961,0.00113,0.0023341,0.02462493
INS,repeats,5+,2,6.58e-06,0.00022978,0.00043696,4.387e-05,1.008e-05,0.00030297,0.0013266,1.74e-05,4.972e-05,0.00053082
INS,repeats,5+,3,8.774e-05,0.00022599,0.00045132,9.569e-05,8.799e-05,5.308e-05,7.093e-05,0.00014562,2.949e-05,0.00010438
INS,repeats,5+,4,3.6e-06,0.00019442,0.0003256,4.124e-05,1.157e-05,8.151e-05,2.561e-05,0.00012931,5.14e-06,1.972e-05
INS,repeats,5+,5+,5.958e-05,0.00017413,0.00083181,0.00042771,6.531e-05,0.00038439,2.92e-06,5.68e-06,8.58e-06,0
DEL,MH,2,1,1.39e-05,1.819e-05,0.01929574,5.37e-05,0.00997468,0.01623652,8.87e-06,0,0.20998699,0.00136798
DEL,MH,3,1,0,8.2e-07,0.00784726,0.01163502,0.0018707,0.01465607,0.0008906,0.00090793,0.00640476,0.00141761
DEL,MH,3,2,0.00244315,0.00135169,0.0119825,0.00354314,0.00070809,0.00376176,0.00390921,0.00027354,0.04296106,0.00318201
DEL,MH,4,1,2.548e-05,4.088e-05,0.0092219,0.0052593,0.0002418,0.00568155,0.00253247,0.0018261,0.0121219,0
DEL,MH,4,2,0.00048239,3.848e-05,0.00527032,0.00075011,0.00040685,0.00230907,0.00957355,0.00146417,0.03147039,0.00058728
DEL,MH,4,3,0.00053951,7e-07,0.00176351,0.00011379,2.18e-06,0.00055943,0.0048241,0.00133325,0.04880022,0.00142984
DEL,MH,5+,1,0.00050369,0,0.00013491,0.3357586,0.00010559,0.00794122,0.06815116,0,8.982e-05,0.0013612
DEL,MH,5+,2,1e-08,2e-08,0.00071425,0.11350601,0.00095709,0.00436015,0.2698295,7e-08,6.89e-06,0.00140616
DEL,MH,5+,3,0,1e-08,0.00312112,0.02112504,0.00056179,0.00118189,0.24254345,1.03e-05,0.00023165,4.595e-05
DEL,MH,5+,4,0.00036947,0,0.00048976,0.00021667,0.00102378,1.732e-05,0.13745226,0,0.00345908,2.49e-06
DEL,MH,5+,5+,0.00233129,0.00032283,0.0010293,0.00116271,0,0.00361451,0.11184642,0,0.0004182,0.00049303
