MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00217590	0.00000606	0.00161777	0.03003139	0.08268764	0.00381884	0.02277915	0.37301580	0.01053080	0.00313226
1:Del:C:1	0.00000000	0.00000587	0.00349323	0.01907862	0.23273599	0.00474617	0.00131233	0.09592913	0.00051093	0.00010037
1:Del:C:2	0.00000000	0.00000000	0.00437059	0.00000000	0.21049300	0.00793968	0.00389579	0.00000000	0.00113553	0.00000000
1:Del:C:3	0.00227327	0.00187351	0.00794783	0.00495199	0.07509907	0.00557348	0.00001953	0.01030956	0.00116169	0.00054468
1:Del:C:4	0.00352965	0.00055907	0.00251101	0.00079312	0.04391507	0.00030009	0.00170958	0.01425349	0.00203470	0.00124338
1:Del:C:5	0.01469501	0.00210790	0.00876960	0.00162495	0.02625386	0.00031582	0.00107374	0.00042317	0.00221555	0.00343673
1:Del:T:0	0.00577379	0.00089145	0.12395642	0.03333054	0.02351801	0.07064583	0.00023594	0.11889476	0.00484721	0.01641841
1:Del:T:1	0.00000000	0.00000001	0.00575722	0.00168823	0.00309349	0.39897731	0.00001344	0.00702988	0.00683963	0.00000000
1:Del:T:2	0.00636958	0.00006837	0.14645793	0.00375814	0.00258806	0.06610398	0.00791403	0.08948560	0.00122866	0.00582823
1:Del:T:3	0.01867664	0.00130583	0.11050295	0.00395950	0.00233311	0.07333347	0.01950949	0.11714321	0.00430121	0.01394269
1:Del:T:4	0.04321308	0.00294551	0.09473793	0.00724738	0.00199307	0.02185603	0.01430955	0.10736469	0.00295850	0.01052782
1:Del:T:5	0.83159320	0.00033019	0.01195482	0.00036931	0.00078750	0.00187904	0.00021208	0.00824133	0.00042721	0.06118584
1:Ins:C:0	0.00000001	0.00000002	0.00000004	0.00000015	0.00000012	0.00000005	0.00000001	0.00000024	0.00000007	0.53460955
1:Ins:C:1	0.00017899	0.00000526	0.00777319	0.00194222	0.00558930	0.00306315	0.00143966	0.00000000	0.00008615	0.01412256
1:Ins:C:2	0.00000560	0.00000001	0.00593596	0.00159010	0.00394046	0.00363238	0.00001890	0.00000000	0.00007603	0.00048022
1:Ins:C:3	0.00039895	0.00069666	0.00166890	0.00017718	0.00883279	0.00038381	0.00000077	0.00000447	0.00063177	0.00074343
1:Ins:C:4	0.00269609	0.00121636	0.00295832	0.00068714	0.00818872	0.00000555	0.00028821	0.00009139	0.00014020	0.00073959
1:Ins:C:5	0.00773263	0.02022606	0.02678018	0.00596066	0.00824598	0.00000059	0.00001747	0.00007681	0.00149980	0.00288349
1:Ins:T:0	0.00102541	0.00221819	0.00200144	0.00337038	0.01715361	0.02303060	0.00633963	0.01400037	0.00432625	0.03861735
1:Ins:T:1	0.00000000	0.00000001	0.00860633	0.00438078	0.06797890	0.01239720	0.00018789	0.00430020	0.00023476	0.00288261
1:Ins:T:2	0.00042538	0.00002022	0.03497047	0.00008530	0.05583723	0.01602720	0.00000000	0.00000597	0.00000611	0.00133771
1:Ins:T:3	0.00099983	0.00327415	0.02659650	0.00099376	0.03234452	0.01686484	0.00001989	0.00010663	0.00026903	0.00026282
1:Ins:T:4	0.00327958	0.01395212	0.02696491	0.00331181	0.00850855	0.01265809	0.00048039	0.00194246	0.00159731	0.00478632
