Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19,low confidence hdp.20,low confidence hdp.21,low confidence hdp.22,low confidence hdp.23,low confidence hdp.24,low confidence hdp.25,low confidence hdp.26,low confidence hdp.27,low confidence hdp.28,low confidence hdp.29,low confidence hdp.30,low confidence hdp.31,low confidence hdp.32,low confidence hdp.33,low confidence hdp.34,low confidence hdp.35,low confidence hdp.36,low confidence hdp.37,low confidence hdp.38,low confidence hdp.39,low confidence hdp.40,low confidence hdp.41,low confidence hdp.42,low confidence hdp.43,low confidence hdp.44,low confidence hdp.45,low confidence hdp.46,low confidence hdp.47,low confidence hdp.48,low confidence hdp.49,low confidence hdp.50,low confidence hdp.51,low confidence hdp.52,low confidence hdp.53,low confidence hdp.54,low confidence hdp.55,low confidence hdp.56,low confidence hdp.57,low confidence hdp.58,low confidence hdp.59,low confidence hdp.60,low confidence hdp.61,low confidence hdp.62,low confidence hdp.63,low confidence hdp.64,low confidence hdp.65,low confidence hdp.66,low confidence hdp.67,low confidence hdp.68,low confidence hdp.69,low confidence hdp.70,low confidence hdp.71,low confidence hdp.72,low confidence hdp.73,low confidence hdp.74,low confidence hdp.75,low confidence hdp.76,low confidence hdp.77,low confidence hdp.78,low confidence hdp.79,low confidence hdp.80,low confidence hdp.81,low confidence hdp.82,low confidence hdp.83,low confidence hdp.84,low confidence hdp.85,low confidence hdp.86,low confidence hdp.87
DEL,C,1,0,0.00301359011702769,0.0466325039327647,0.0152793310233956,0.0132845417489355,0.00865011281386538,0.0042123738617086,0.0555964081450219,0.0673222703004821,0.0313006457707499,0.0102279082137768,0.0491787942597357,0.118030846727981,0.0444970326416206,0.0817079864295298,0.0580152718759258,0.0132575942339429,0.0310420552181107,0.0197338594025527,0.0732416774473488,0.0535459097295726,0.00850167875410017,0.0371928683524462,0.071655448806121,0.023565738525265,0.0818917421050838,0.00143804849364196,0.00969499715197968,0.00592865273551687,0.0132872875728228,0.0851461858952372,0.0831556022756107,0.00169196663531883,0.0849951919683817,0.105524036141249,0.0316301237101648,0.0422984855509606,0.00523487771745151,0.107388713941144,0.121223966117439,0.188734173045035,0.0646544958415578,0.0863620585785493,0.072187683702371,0.0400031033898409,0.0395915837501584,0.0156856158953223,0.00661002525571603,0.0219799437981184,0.0685852343698639,0.0783635970600951,0.136139181615563,0.169071780270768,0.00564414354740871,0.0120210212695523,0.0318511243565429,0.00708958330855151,0.104518503045008,0.0137419473105327,0.128045137736475,0.0677888805561749,0.0987238524469701,0.0162880411487355,0.0907563409420828,0.0344118872378836,0.119417895537299,0.101571125265393,0.0265648542737446,0.00209800689345122,0.0156771328192324,0.00461136890951276,0.0174673422701131,0.0557518215941709,0.0250740284483484,0.057488297697175,0.0374032843833886,0.0713235294117647,0.012178148921364,0.0975172975172975,0.00746887966804979,0.0404344300772415,0.151214719542694,0.0950500263296472,0.0564164757669676,0.0262596640895761,0.0115243792641204,0.0585065922920893,0.0871170173495755
DEL,C,1,1,0.000401766437172785,0.000587616638525426,0.00048284951631861,0.000574264532137941,0.00773005210202161,0.00022892632387553,0.000966870744632971,0.000163616250831386,0.00051425494395564,0.00187386928219581,0.000597675373171684,0.00156021848929851,0.00104121011954919,0.000430853394650416,0.00214142870923845,0.000339364218249255,0.00101410149237368,0.000907636434787381,0.000176329996901949,0.00179331756751352,0.000561589043420137,0.00115127742771555,0.00195755814816659,0.00209241857054647,0.0016896772979389,0.00115510953330641,0.000588305587983858,0.0019009103822215,0.000292063238277272,0.000406908789568945,0.00228070502000025,7.1929696393338e-05,0.000671212976686193,0.00073846027613628,0.000228949318738954,0.000962399867563558,0.00128951699981241,0.00349396764949764,0.000349494382797519,0.000531500170211831,0.000976627984905909,0.000172521232188045,0.000276704015770941,0.000665595452717202,0.000461820789227422,0.000839733464059408,0.000689622625711506,0.00282201810066258,0.000490716304929703,0.00100734976221358,0.000493367667106658,0.000308243902043333,0.000219630045390209,0.000268972937184474,0.000417682651494627,0.00126387286331141,0.000964118715151126,0.00249436966427487,0.000560533982372681,0.000293897075217383,0.000404154215450938,0.00202261037291042,0.000628664830203345,0.000583252326065824,0.000342940641448104,0.000467091295116773,0.000484200332624576,0.000241437301230498,0.000379315170397213,0.0056554524361949,0.000940713659589934,0.000520455477399615,0.000306060768365559,0.000823277585679674,7.89515237644087e-05,0.000315126050420168,0.000173973556019485,0.00122100122100122,0.000276625172890733,0.000554773183117825,0.0011611289746338,0.00289626119010005,0.00184162062615101,0.000666488936283658,0.000340129249114664,0.00050709939148073,0.00129198966408269
DEL,C,1,2,2.51919914302542e-06,6.27456000857449e-05,6.88058546531107e-05,3.81298995861804e-06,0.00658138801453679,2.77505140397302e-06,2.92050553245331e-05,7.62387371498742e-05,2.14695999169068e-05,0.00382863955876598,6.1625192022541e-05,5.1615882916586e-05,4.70399011438385e-05,4.00925177197635e-05,1.40253318017215e-05,1.35937599204461e-05,5.68848363901607e-06,1.40187027390756e-05,9.19594414222822e-05,0.00040192175923087,5.31384055029014e-06,3.3493921462235e-06,1.87764890410803e-05,1.80900740969435e-05,7.85379493889599e-05,2.15572541208039e-05,3.9938849184249e-05,0.00125739164836378,5.67774568968258e-06,4.95594038577562e-05,6.36794786512099e-05,1.06979587590875e-05,2.31579504552191e-05,2.27919838313667e-06,5.06242517530357e-05,7.34575120153601e-05,1.87100595619975e-05,6.49655918601657e-06,2.03652741855697e-05,5.92996057674357e-05,1.12385268688827e-05,6.14175586589442e-05,4.63152644423464e-05,5.10425960672701e-05,2.43063573277591e-05,4.53909980572653e-06,0,0,4.46105731754276e-05,6.26891482922611e-05,7.79001579642092e-05,6.08376122453946e-05,2.09171471800199e-05,0.000179315291456316,4.51548812426623e-05,2.97381850190919e-06,8.03432262625938e-06,0,1.47508942729653e-05,0.000192553256176906,6.12354871895361e-05,0.000120552936133733,0,0,5.96418506866268e-05,6.36942675159236e-05,2.7067099339262e-05,3.3301696721448e-05,3.6826715572545e-06,5.80046403712297e-05,0,6.30855124120746e-05,7.65151920913898e-06,1.17611083668525e-05,0,0.000105042016806723,0,8.14000814000814e-05,0.000276625172890733,0.000106687150599582,0,0,0,0.000133297787256732,0,0,0
DEL,C,1,3,0.00239276110776736,0.0132088419938512,0.0221877933338004,0.00730193225949368,0.0180202448108663,0.00347613216829823,0.0213140468979575,0.00566864714113399,0.00527412327147961,0.00128531454812244,0.00945346018778998,0.0218905161074579,0.018162603369052,0.0403796592023057,0.0339645644860811,0.00232933074401527,0.0166920795363782,0.010219037756244,0.00420067157176542,0.0166980827732201,0.00211789174774546,0.00896266889309897,0.0248504649146019,0.0243182856076978,0.018645724201395,0.0241884367487709,0.00295198811470564,0.0202087372363247,0.00507045401071413,0.0219083865727403,0.00612008774052474,0.00132021256844054,0.0241368333450961,0.0229640633092935,0.00881910951485092,0.0103378140641327,0.0138360890460972,0.0271987309266928,0.0514308575948348,0.0270120685679145,0.00658128133441773,0.0197578215951037,0.00952431848275944,0.0400806881358631,0.0589880568977102,0.0205333744878382,0.0117083611795744,0.0273576768829021,0.0371183448068597,0.0226502377864246,0.0671499361651483,0.0526164229106336,0.0232459228993955,0.00293111534111286,0.0382744062133117,0.0017456314606207,0.0292127970690791,0.0239878489498769,0.0510307187373235,0.0326833816405537,0.00472737961103219,0.0313839477068153,0.0229748419765222,0.0274822941258159,0.014940283597,0.0147133757961783,0.00852613629186754,0.0175499941722031,0.00694920122853923,0.0307424593967517,0.0264041220362175,0.0134214427656689,0.0108268996809316,0.000458683226307247,0.0135599242065372,0.018172268907563,0.00974251913709116,0.0161172161172161,0.0102351313969571,0.0153842871164597,0.0904787424080028,0.0260663507109005,0.0180119480752819,0.0590509197547321,0.0202276865208779,0.0129944219066937,0.0540789959394611
DEL,C,1,4,0.00228175905034585,0.0138278314324195,0.00685907356461742,0.0308326841364874,0.00319610325183686,0.00410348906699123,0.039718875241365,0.0460959702134264,0.0401091293961182,0.00188701569378165,0.0162592618547848,0.0126522515655391,0.00565609580580482,0.0194482591941743,0.0219821419897225,0.0229409891683322,0.0614113179621887,0.0759255923051042,0.0583424623167173,0.0102883305383219,0.0101842084778131,0.00975342992980283,0.0216899014801987,0.0356093058557168,0.015465678175193,0.00212788062550768,0.0225955624134856,0.00743496703947136,0.0393395101150175,0.0143289278501157,0.0143004515364879,0.0111454431129709,0.0759996147693321,0.0161549581396727,0.0164396556638732,0.00172252542667902,0.0122442568733619,0.0124491791892767,0.0267028161232533,0.0159098645992335,0.00773547804385198,0.0346926396231584,0.0602466584724276,0.0149126048670136,0.0025521675194147,0.085630117835031,0.0721561439591037,0.00349771257546911,0.00438122787080778,0.0663964548205793,0.0165408002077338,0.0299037143390196,0.018138652796274,0.00642086678253193,0.00888986724464915,0.00826275470755469,0.0858226342937027,0.00411800136175562,0.035498027067891,0.0302207268378702,0.0932249056973497,0.00541148735533648,0.0789031513253398,0.127482294125816,0.0700046222434282,0.0719957537154989,0.00132929532310598,0.00391294936477014,0.0318035515684498,0.00481438515081207,0.0858828811493811,0.0162445194461092,0.00345848668253082,0.00511608213958083,0.0432259592610137,0.1125,0.154836464857342,0.0952380952380952,0.00221300138312586,0.00102419664575599,0.0493033226152197,0.00210637177461822,0.0215604365988411,0.00133297787256732,0.00156059302534963,0.0654792089249493,0.00452196382428941
DEL,C,1,5+,0.00784103458064163,0.230723684528818,0.00684005930033389,0.129001217501816,0.00259695606731821,0.0123434594787765,0.127065270053644,0.0101803466931819,0.196463956893685,0.0017373488541891,0.188352393760505,0.0166560295546185,0.0200448778749182,0.0106535983881679,0.217806903336729,0.147570819091204,0.0673056212819618,0.102814060699193,0.00640993019117743,0.00448745977449723,0.0286007678965722,0.0351670950843712,0.165924777018276,0.213172227153442,0.00130624910162959,0.00552943568198619,0.352223880705827,0.00554734616247647,0.29413243591642,0.0689564328497466,0.00921980882440825,0.00306186840694303,0.269408568000565,0.00264443992403432,0.187870702924577,0.11491150232855,0.152576596768182,0.0920910888469434,0.0342938078398422,0.00417403336151895,0.0051172759009646,0.0781866224276222,0.105123774575295,0.00660082852341936,0.00521371364680432,0.119435820154814,0.156760509133313,0.027115221806648,0.0101031208617824,0.09284046692607,0.010758877372168,0.0054267150122892,0.0146454892172106,0.0266076305553257,0.00320035220807369,0.0305336814683526,0.00974563334565263,0.0126027863614937,0.00160784747575322,0.00701299227760099,0.00443344927252241,0.00553204029147021,0.00757826877136032,0.118497430912373,0.0299998508953733,0.0113163481953291,0.00146763827528443,0.0173668348402351,0.0377657968196448,0.0140661252900232,0.0324760011117525,0.177333375390342,0.00532545736956073,0.00274033824947663,0.0452984367598295,0.00336134453781513,0.00400139178844816,0.00838420838420839,0.109958506224066,0.00121623351683523,0.00455519828510182,0.0681937862032649,0.135516327538966,0.00226606238336444,0.00330125447670115,0.202205882352941,0.0148578811369509
DEL,T,1,0,0.00631603849410108,0.0407979260457879,0.0439252869935302,0.028241573871201,0.0100764675576515,0.0089993837844188,0.100316120033624,0.0674532128068207,0.0250222384436977,0.0178518156711294,0.0716158147595672,0.00171286451271059,0.034002611619127,0.00384831701774913,0.0133801665388423,0.0177803181227689,0.0204027808410837,0.0338393587905021,0.103793639442208,0.412515696944328,0.0268979150633862,0.0146499367573865,0.0226758854861233,0.00348495227436452,0.00300481748817856,0.0224171490351781,0.0164085275148558,0.591320624136502,0.00442932296743518,0.0632537104995249,0.0029302357022426,0.04476476385171,0.0550152033782671,0.0292717448346242,0.0156013910267374,0.0454057915392915,0.00840377096326772,0.00205645628051906,0.00546906153531831,0.00312091628872319,0.00810822251833659,0.00735216483092574,0.0616028644209701,0.00259296388021732,0.00203478934200955,0.0624943261252428,0.0662996798506883,0.00316384001144706,0.0188491411290701,0.134902723735409,0.00457014260056694,0.083667940200683,0.0736736785592269,0.247241303208364,0.00415424907432493,0.0101570770932708,0.0119711407131265,0.00411145445974965,0.00307556145591327,0.228358027443906,0.0400725028168324,0.00744749249892842,0.0379142043960817,0.0818497430912373,0.0309839414317026,0.0374097664543524,0.0237378461205328,0.0710574953793896,0.0618799301765473,0.111136890951276,0.0698479892245526,0.0829574488218781,0.0239645581630233,0.0154423352856773,0.00323701247434075,0.0452731092436975,0.0100904662491301,0.00463980463980464,0.113692946058091,0.0344599496436649,0.00098249374776706,0.00157977883096367,0.0225935408525356,0.00453212476672887,0.045177167323583,0.0260522312373225,0.00230712440014766
DEL,T,1,1,1.33886640787143e-06,2.34458648007232e-06,7.5331936886017e-06,1.24275228280884e-06,0.0139774945678191,1.500583351778e-06,2.25739558064024e-06,4.95056734739443e-07,2.46610269315822e-06,0.0198763630553474,1.44607851316432e-06,1.71237526263556e-06,3.16614719237375e-06,9.31727524473376e-06,1.36832505382649e-06,1.43933928569429e-06,1.55140462882256e-06,1.4913513552208e-06,1.33921516634392e-06,0.000132307577458255,2.70353291155112e-06,2.43592156088982e-06,8.73325071678155e-07,2.81401152619121e-06,6.89059367280498e-05,7.48515768083467e-06,0,0.000493756232650168,2.04398844828573e-06,7.82516903017203e-07,1.46952643041254e-05,2.81525230502302e-06,3.67586515162209e-07,2.27919838313667e-06,5.92896642152671e-06,5.32300811705508e-07,5.90843986168342e-06,1.18119257927574e-06,2.62777731426706e-06,1.09814084754511e-06,1.49847024918436e-06,2.76033971500873e-06,0,0,0,3.02606653715102e-06,1.52234575212253e-06,3.9746733812149e-06,7.04377471190961e-06,0,4.32778655356718e-06,0,1.045857359001e-05,0,5.64436015533279e-06,2.97381850190919e-06,0,0,0,0,0,9.37633947706815e-05,0,0,0,0,0,1.6650848360724e-05,3.6826715572545e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEL,T,1,2,0.0063343528489329,0.00775507333159412,0.0445577529877069,0.0221749373808193,0.535394101359587,0.00902358326045826,0.00334320285492819,0.0101999014342041,0.0215401014409583,0.0115516507342271,0.00248358422795537,0.0262759091550676,0.0326470483140492,0.17327308538464,0.0019399428450625,0.0501552167493034,0.0277794512836968,0.0147315686868711,0.0320322411587247,0.00271547138823642,0.0162220364967621,0.00407012043805177,0.00105366669897969,0.00173262709684059,0.270249454309437,0.00804953856996961,0.0295858119457098,0.00504030042459969,0.0168912934268057,0.00739243718280351,0.00189666877951911,0.017221602162902,0.0275461982732256,0.104272756228907,0.10450578644319,0.00216859350688824,0.0132821728090643,0.00174639322845918,0.124608543298215,0.0482215608974007,0.0307017823179761,0.0559023999083567,0.0287760300692948,0.0689279217292415,0.121679360951143,0.00276279874841888,0.00513791691341354,0.00578314976966768,0.0821257172910582,0.00143104193687851,0.0698721139073421,0.00578362900412885,0.0146664063643907,0.00440701812463792,0.0733145940576176,0.00469565941451461,0.0690067970369418,0.00276279264651967,0.0503374267064941,0.011056610657316,0.00760544750894038,0.165706708101157,0.0597002983300376,0.0226635189557006,0.0278229233453114,0.00464968152866242,0.02282057219848,0.00644387831560018,0.016800347644195,0.0254640371229698,0.0101768114082911,0.0130902438255055,0.0368420649920042,0.00042339990120669,0.0435812411179536,0.00724789915966387,0.0160055671537926,0.127553927553928,0.00525587828492393,0.0336064524388683,0.0610039299749911,0.00118483412322275,0.000494093338723442,0.010930418555052,0.0444168784137973,0.0168610547667343,0.108342561830934
DEL,T,1,3,0.0146245244712819,0.0164698082388769,0.0262931421873389,0.0743469209654174,0.0579153891665675,0.0237957420330715,0.181981214518327,0.00965187362884755,0.241668054453868,0.00632140144792555,0.0914942774223762,0.118039408604294,0.0197701015292943,0.169082287916228,0.0225879679073042,0.167233473146487,0.058298166007018,0.141961735503468,0.0069893639531489,0.250190296288989,0.0902338602581128,0.00642565658743223,0.0571783390929122,0.139705220232582,0.347308889754947,0.00302639895351508,0.136290688891263,0.0734342279385268,0.0897799214926748,0.0663876906961088,0.00805006578579987,0.0116562706437173,0.0041640200437575,0.0248016670056974,0.20811721110541,0.137363950566288,0.0107720706078258,0.204472703820686,0.00889371232013686,0.0125231982254044,0.0221972144187303,0.0727025174988286,0.00597941939659524,0.0108965734084408,0.0171776499572035,0.0796067323928319,0.0899736786419458,0.235936611908916,0.00619382589667252,0.10215953307393,0.00605890117499405,0.00328117522043495,0.0134880737399162,0.00486909983723689,0.00753522080736928,0.132244221870651,0.0624829270644192,0.00886450531608443,0.00792860567171885,0.00746903946328313,0.0379047665703228,0.178887162451779,0.164401568232995,0.017997500347174,0.00439858648813873,0.0107006369426752,0.0302098903180986,0.00907471235659457,0.12600629000302,0.185266821345708,0.0259551450623223,0.0974198025423462,0.0336896390778389,0.0766941876602451,0.0488907310911101,0.0148109243697479,0.00591510090466249,0.0114774114774115,0.0107883817427386,0.0372978278496138,0.0014290818149339,0.00421274354923644,0.0994025962359071,0.0335910423886963,0.0482783457713931,0.00709939148073022,0.0111664820967147
