Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16,W.17
DEL,C,1,0,0,9.10046478041419e-201,0,1.96108618751561e-45,6.05372119674949e-251,1.81024008317743e-14,0.0212641417822087,5.44946786772375e-74,7.81965654385922e-99,2.44457105357657e-59,0,2.6032420859969e-238,0.00312065213252354,0.65652009705895,0.0872039899836354,4.92608036852236e-139,1.34639404438733e-127
DEL,C,1,1,0.99144656302115,4.37274509075896e-245,0,3.35977206056353e-124,2.17387600775921e-272,4.54579480425105e-87,5.899345359985e-109,0,2.50181970431559e-267,6.77710523152783e-20,0,0,3.96874832561123e-06,6.70327314553138e-14,0.22386070107936,1.10055147598493e-212,8.27988417409549e-25
DEL,C,1,2,0,0,0,0,0,0,0.00455387140216288,0,0,0.0204577327137043,0,0,0,0,0.246960725425035,0,1.65736136036402e-148
DEL,C,1,3,5.74504699328364e-288,0.00351393009316814,0,4.13677859012838e-159,1.81090099379028e-158,0.0047866343748497,0,0.0221855962449685,4.94637812837674e-17,0.018481679615623,0,0.00153220833344048,0.00165310205736052,0.0151888102290741,0.0768706521865826,1.28271353772652e-223,0.00302015026093427
DEL,C,1,4,0,0,0,0.00693453690889587,0,0,0.0017683633598147,0.0253326562705968,0.000691040331614226,0,0.00187020386048569,0.000244941709520172,0.00273335864438714,0.0169892171413187,0.0505129623901462,1.6318287288026e-57,0
DEL,C,1,5+,0,0,0,1.28776556743999e-232,0,0,0.000853412514767539,0.130806338458485,0.00178132961697022,0,0.00519751795848946,0.000572787015381589,0.0107645053061515,0,0.0284461753760671,4.91598254834844e-39,0
DEL,T,1,0,0,5.83415749138863e-147,0,0.0290904202333111,0,0.0374954695408606,0,0.0459340974384137,1.5136305959889e-228,0.191593388932982,0.0231220378863028,4.54193875060813e-104,0.00588693597251179,0.174258197242494,0.0265142560536888,5.94978475699455e-09,0.0404824197129687
DEL,T,1,1,0,0,0,0,0,0,0,0,0,9.22380218168018e-16,0,0,0,0,4.14676510647869e-53,0,0.77602516304609
DEL,T,1,2,0,7.9773305801048e-308,0,0.0549594329647264,0.972981356965985,2.35489539740624e-124,2.59085175506958e-06,4.50030851709399e-41,2.65781567469445e-271,0.110259223202165,8.32958073880617e-205,2.2854942482618e-135,0.00320334837549893,5.27677475047987e-48,0.0125580016431302,1.73601058238375e-23,2.34528480786838e-10
DEL,T,1,3,2.52866262949944e-280,0,0,0.128703570771033,3.63251807463969e-132,2.0779026240044e-196,0.00544249131165511,1.60583217003026e-105,0,0.0656353815549605,1.6293411768221e-282,0.0010392158877753,0.00877053563866349,0.0802935027646852,6.72487537593592e-160,0.981294356450817,4.22279364432702e-13
