"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.922666150679019
"SBS96B","SBS2",0.995707486256804
"SBS96C","SBS7b",0.980373801201805
"SBS96E","SBS4",0.988177285095867
"SBS96F","SBS40",0.901062265550086
"SBS96G","SBS3",0.931013015695402
"SBS96H","SBS44",0.994343463295878
"SBS96I","SBS1",0.999709647890554
"SBS96J","SBS17b",0.999475529113241
"SBS96K","SBS18",0.988704439891913
"SBS96L","SBS7c",0.994376993026878
"SBS96M","SBS17a",0.999735731729616
"SBS96N","SBS7d",0.961674430235252
"SBS96O","SBS13",0.999012329492854
"SBS96Q","SBS28",0.970489270904964
