num.sigs,25
likelihood,4607.51
evidence,-60640.7
relevance,0.00775193798449612,0.00775193798449612,3.33558727634601,1.73193192962382,0.00775193798449612,2.64093116666285,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,1.18261448711179,0.00775193798449612,4.10093733992948,0.924235673617331,0.00775193798449612,7.50320830348466,3.75168957102518,25.8534358008656,4.45752796793762,1.06777604299591,0.00775193798449612,0.00775193798449612,0.656434330594712,5.75041717272517,1.81597982501934,0.00775193798449612,0.48329188918954,9.49657494563765,3.01579652204252,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,3.54043698930408,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.937226797438635,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,9.94914027759145,4.89977986829517,1.31739417996907,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,4.76719091988287,0.00775193798449612,0.534451724937635,0.00775193798449612,0.00775193798449612,0.00775193798449612,0.00775193798449612,3.15098929895602,0.00775193798449612
error,2454818
