# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",1,0.329896907216495,0.134020618556701,0.958762886597938,0.309278350515464,0.927835051546392,0.927835051546392,0.412371134020619,0.0412371134020619,0.56701030927835
"size",4.45180273908521,1.80569087978399,2.79919389981494,1.1151609056769,1.29002028188091,0.930468862714338,0.87197573289798,2.84555164523402,2.40457763160953,2.89849718761907
"mu",1695.54468250265,1199.2167548804,7201.07716871272,6355.37177966894,1014.47177270028,3919.418094918,8610.58458460039,3116.59810322539,5793.1092370183,9396.25847097899
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",1,0.416666666666667,0.2,0.966666666666667,0.383333333333333,0.883333333333333,0.933333333333333,0.45,0.05,0.55
"size",3.69529481297,2.20599520376508,1.68110244723193,1.00796225429171,1.90274839049816,0.909864501526828,0.895466183477314,3.04853392247619,13.7597621128165,3.32118599454448
"mu",1799.87349283233,1480.39186664011,7566.12279959135,5638.73769079776,1217.31983435423,3533.90500308878,6530.35374262946,2897.2155576209,7171.66877073349,8409.56107127837
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS13","SBS17a","SBS17b","SBS18","SBS28","SBS40"
"prob",0,-0.0867697594501718,-0.065979381443299,-0.00790378006872849,-0.0740549828178694,0.0445017182130585,-0.00549828178694156,-0.0376288659793815,-0.00876288659793815,0.0170103092783505
"size",0.756507926115209,-0.400304323981084,1.11809145258301,0.107198651385191,-0.612728108617248,0.0206043611875097,-0.0234904505793341,-0.202982277242169,-11.355184481207,-0.422688806925406
"mu",-104.328810329688,-281.175111759709,-365.045630878631,716.634088871184,-202.84806165395,385.513091829217,2080.23084197093,219.382545604496,-1378.55953371518,986.697399700626
