# Original paramaters
"","SBS1","SBS2","SBS5","SBS7a","SBS7b","SBS7c","SBS7d","SBS13","SBS17a","SBS17b","SBS38","SBS40"
"prob",0.660377358490566,0.141509433962264,0.858490566037736,0.830188679245283,0.830188679245283,0.773584905660377,0.830188679245283,0.122641509433962,0.00943396226415094,0.00943396226415094,0.141509433962264,0.245283018867925
"size",1.03511550165299,0.987672393050735,1.03529072294525,0.792453107823627,0.896753661865613,0.651061835240793,1.17125267958058,2.7485598659148,0.744301782515192,0.690909213359328,1.01568732607335,2.65405283523322
"mu",392.854652005888,441.773481165246,4997.89321269182,95299.1918632366,25757.841137218,5994.67675449589,3893.77903750308,333.321999682635,922,5155,1169.06223515702,4389.34630106811
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS5","SBS7a","SBS7b","SBS7c","SBS7d","SBS13","SBS17a","SBS17b","SBS38","SBS40"
"prob",0.7,0.1,0.85,0.866666666666667,0.85,0.783333333333333,0.883333333333333,0.05,NA,NA,0.0833333333333333,0.183333333333333
"size",0.743611584343699,2.10421544439106,1.19200804985553,0.878431805854536,0.961164986953613,0.593592694492147,1.34633378413761,3.89819321197997,NA,NA,5.45861964670146,4.24952463201586
"mu",502.543897141928,474.786586548269,4769.644056449,83210.2384509681,22504.3358256131,6726.38945062291,3893.8186413092,357.957250194582,NA,NA,604.019352972272,5552.89741154548
# Some signatures not represented in the synthetic data:
# SBS17a SBS17b 
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS5","SBS7a","SBS7b","SBS7c","SBS7d","SBS13","SBS17a","SBS17b","SBS38","SBS40"
"prob",-0.039622641509434,0.0415094339622641,0.0084905660377359,-0.0364779874213836,-0.0198113207547169,-0.00974842767295592,-0.0531446540880502,0.0726415094339623,NA,NA,0.0581761006289308,0.0619496855345912
"size",0.291503917309294,-1.11654305134032,-0.156717326910274,-0.0859786980309092,-0.0644113250879994,0.0574691407486465,-0.175081104557033,-1.14963334606518,NA,NA,-4.44293232062811,-1.59547179678263
"mu",-109.68924513604,-33.0131053830237,228.249156242822,12088.9534122685,3253.50531160491,-731.712696127028,-0.0396038061135187,-24.6352505119473,NA,NA,565.042882184744,-1163.55111047737
