Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14,hdp.15,hdp.16,hdp.17,hdp.18
INS,T,1,4,0.000953638568972057,0.00119493747505832,0.0118524958091083,0.00349978020053057,0.0019742638606891,0.0113873992981158,0.00971965226787744,0.00516800833765474,0.000539733970502851,0.00575139414434013,0.00387230542206785,0.0153108344173057,0.00363356779123255,0.0428239523563047,0.102770489113969,0.0111944368922639,0.0111534704191079,0.00981145601137814
INS,T,1,5+,0.0147255025084485,0.00448760080456168,0.0276779663152869,0.0156628554310782,0.0167679965778285,0.000864317615189232,0.0011603714312234,0.00545855696276311,0.0105302578479942,0.0305697347169682,0.00457067269461382,0.903674895343414,0.120972061082905,0.011810745036709,0.0120006245678214,0.000998156940880701,0.00163331055557997,0.0156753241680396
DEL,repeats,2,0,0.00104469092798289,0.0882851506946174,0.0230186428978667,0.000412085976921781,0.00720864376346394,0.0251451999584865,0.0193476325968119,0.0144299206246939,0.00943669071000987,0.0100951814953313,0.014479624929457,0.000386186394943359,0.000678821346739057,0.0128730085254376,0.00621278393200455,0.0313702396524237,0.0226372445085018,0.00706044928093774
DEL,repeats,2,1,0.00141741800291952,0.190467015381484,0.00547654367332219,0.00307110414937746,0.00922456880110392,0.0236434573808329,0.0250870489993941,0.0188780581082927,0.010112315874148,0.00978781448562841,0.00395603432003332,0.000888350625242449,0.00646345083141729,0.00636075822657982,0.0105463584900706,0.0279984037614526,0.0157023847488191,0.0118212564535364
DEL,repeats,2,2,0.00221519423836383,0.045977097846378,0.00292273413315217,0.00161222680709183,0.000294277486261878,0.0041368528879714,0.00605628245240689,0.0103788221894751,0.000789651114221939,0.0119488411579829,0.000467623257958774,0.000614731529343872,0.00241567326375317,0.00178576950483449,0.00251902433019195,0.00481181211659473,0.00377287600055373,0.0123370936016297
DEL,repeats,2,3,0.000591501409785439,0.0119749525271111,0.000102339255011328,0.0011420862962812,0.000106790467648411,0.000471370113150584,0.00042995948388566,0.00112423697242824,0.000120693303677256,0.0066204052549613,0.000149155171721416,0.000153168361771816,0.00025804102771508,0.000431997182687605,0.000764192047263859,0.000260286166138161,0.000262472733854453,0.00646865396381661
DEL,repeats,2,4,0.000175969229159916,0.00313145637984739,0.000221440974205545,0.000978100618373126,0.000420849393444504,0.000774007981229726,0.000836791400951515,0.0013587583029338,0.00019481121561668,0.00298413092019082,0.000221844295362427,3.88618198803389e-05,0.000433032244666405,0.000368984026030048,0.000596332386410963,0.000740562068987706,0.00104492517291343,0.00266954163482966
DEL,repeats,2,5+,0.000175008622317925,0.00203817382710494,0.00127289461118958,1.03085849755264e-05,0.000518238548792802,0.0222998859250232,0.0226488960473304,0.013203214853877,0.000746747780008329,9.42115004182397e-05,0.000194217578395614,9.61614433421029e-06,4.12477647452907e-05,0.0118693567041631,0.00025002477659418,0.0206085020545736,0.0276693896019209,0.000816961099607482
DEL,repeats,3,0,0.00104180136062755,0.00507094819897635,0.00514583589461347,8.09221970411405e-05,0.0130531535954812,0.0157398823709979,0.0123929416107402,0.00651943957059624,0.0115082992990903,0.00116083109197008,0.00211853936159089,5.86991193962577e-05,0.00136324324384247,0.00648197883229524,0.000778027410395553,0.01932482768388,0.0172888654052258,0.0016669718930209
DEL,repeats,3,1,0.00422410590423942,0.101014058403036,0.000962117322191134,0.00433495889928557,0.00170346034934116,0.00559898741404376,0.00581467475515261,0.0137194702891995,0.00214193747237993,0.000254580022084995,0.00402922662943432,0.00423502758388846,0.00399961283453069,0.000852586423970349,0.054234199944715,0.00620158125974636,0.00566673965494595,0.000730363255586321
DEL,repeats,3,2,0.0005413097022914,0.014091064919343,0.000820027367128874,0.00188013885691264,0.000518555051825349,0.000447759885169107,0.00141731171252198,0.00260672910395388,0.000207322947454047,7.24620908715798e-05,0.000969438897680292,0.000707558226070823,0.00154201050196728,0.000395684896759141,0.00753702583175238,0.00120550823817637,0.000472804961412864,0.000179141867262636
DEL,repeats,3,3,0.000146267885351899,0.00370097034852734,0.000152967511066109,0.000500477315176744,0.000382898335375159,0.000217416821850248,0.000926470471656612,0.00103399832094407,0.000242556318511262,0.000125598219152596,0.00029832853087994,0.000226089809600408,0.000192670480060239,0.000469050535675833,0.00522708489745878,0.000564222996225607,0.000328418519705508,0.000107836522467455
DEL,repeats,3,4,3.60537438921528e-05,0.000736171261292387,0.000911699599478363,1.03534388261577e-05,9.04905614722183e-05,0.00420953164049808,0.00485261945175004,0.00516982633246486,3.22882054661145e-05,5.71050361137753e-05,3.14642661965675e-05,8.66093282336538e-06,5.25181506331416e-05,0.00301576117142312,0.000168847901076589,0.00652721874038014,0.00547779928854647,0.000150134924581868
DEL,repeats,3,5+,0.000171600017394731,0.000713070913381061,0.000593182703811739,1.07571234818395e-05,8.86149879460113e-05,0.00692318742521305,0.00921230919555145,0.00485470723204395,6.12385565956493e-05,0.000136298353594343,7.62174864399319e-05,7.00401326693398e-06,9.59253028385021e-05,0.00371541830215114,0.00015741254991672,0.0088093541529991,0.0103178889191803,0.000256368988353835
DEL,repeats,4,0,0.00234231583492556,0.00644874668895013,0.00438946979994951,3.15966125186301e-05,0.00547097178077132,0.00969018635293909,0.00994216961108904,0.00382847670710677,0.00737309464235319,0.000111088343945121,0.00126070464048335,7.51062818178292e-05,0.000433909856682263,0.00544147576723066,0.000935863491836712,0.0111992082376545,0.0113760561254387,0.0013687274865738
DEL,repeats,4,1,0.00251988091093588,0.0571780882821644,0.000689436542699255,0.00184413291586021,0.00160161084570085,0.00303747221158843,0.00225680929617292,0.00538589226111011,0.00131479293804435,0.00142286115967646,0.0036619919618318,0.000812502127093348,0.000333238520442217,0.00178763340077268,0.00914813975072064,0.00301664891182854,0.00188649547437992,0.00135628199518244
DEL,repeats,4,2,0.000544714433799909,0.0138345104467139,0.000177810445423286,0.000426415807114775,0.000288211178138052,8.36954937704193e-05,0.000234283354948232,0.00143654644450623,9.80552152543202e-05,3.01339198841707e-05,0.000493267544280832,2.86132236018756e-05,0.000652296678312424,0.000248684139994933,0.000213177533967934,0.000123766084162738,0.000350028782456071,4.81795068699357e-05
DEL,repeats,4,3,0.000172827889850018,0.00397680858984763,0.00052311520251137,7.55689874766645e-06,0.000138200463045109,0.00381044097419712,0.00359106031959165,0.00143280027338235,6.77095658163779e-05,5.25867451786806e-05,0.000101910272594277,7.343760179136e-06,5.3846116183452e-05,0.00206270401941075,0.000195671564291097,0.00332427752859806,0.00476414335085033,0.000118785301168609
DEL,repeats,4,4,5.45686660885957e-05,0.000398973139317194,0.000698188714488527,8.38181956579881e-06,0.00043672143441003,0.0044009577582152,0.00342007810778646,0.00350988688932108,6.13638827910152e-05,0.000130691565297612,3.49259417260935e-05,1.13919753099124e-05,2.3834094746439e-05,0.000989504177406244,0.000256942458160027,0.00499453427028406,0.00532321694095627,0.000162718699210905
DEL,repeats,4,5+,0.000126374027527436,0.000701125689997349,0.000358287646512033,7.26573875204668e-05,5.0980432909214e-05,0.000760011805318763,0.000941097094996705,0.00177017603753928,3.72511228026062e-05,6.98384014763146e-05,5.84665478226776e-05,4.55352332673225e-05,0.000124817214202645,0.000337679556899387,0.000383296029617842,0.00178992354376684,0.00215976184478905,0.000193555861213932
DEL,repeats,5+,0,0.0140934115861743,0.00603636865209135,0.0122141820652842,1.90004811609069e-05,0.33860980227827,0.0182363824183437,0.0190830370541272,0.00760500283524554,0.195306901607052,0.00136538131079194,0.00215148287267223,1.78262591394614e-05,0.00500506751653998,0.0343169067286037,0.000327248691217001,0.0205328964528523,0.0274550226923277,0.00186923146390068
DEL,repeats,5+,1,0.00788794561471686,0.0149562767327939,0.00311858026820765,0.00341289244135546,0.000728976817963967,0.000266336886592442,0.000172482378301604,0.00279332148037444,0.000461568022453107,0.000146962547085469,0.000577814876916156,8.44323345577747e-05,0.000362511500181666,0.000253130542353521,0.00176429115364058,0.000118316593442582,0.000516634712406428,6.26260380536273e-05
DEL,repeats,5+,2,0.000389084505153282,0.00282599612717645,0.000354858960656441,0.000492194954149302,0.000414249719099163,0.000233286662861215,0.000202309218053951,0.000618779324462878,0.000235613247287988,6.07350721264024e-05,0.000143426129032446,0.000112649622335046,4.87998470922728e-05,0.000906145361471515,0.0017805265287441,0.000401282615490856,0.000159961923636619,4.79680148593636e-05
DEL,repeats,5+,3,0.000171472194710111,0.000929062514228475,0.000104675172567915,8.45300067658329e-05,9.86141393076024e-05,0.000184161825976944,0.000192102202872428,0.000653431407358813,2.53952647209872e-05,4.47054081498508e-05,0.000137096900918917,1.67769638683144e-05,6.87308778734519e-05,0.000251109450372345,0.000909604537321457,0.000143712071681433,0.000282887535261368,6.00149251538722e-05
DEL,repeats,5+,4,8.15857335195976e-05,0.000129509254869821,3.18206108352228e-05,6.56699376590761e-05,2.84208000893054e-05,2.59087952762917e-05,7.29198577377404e-05,0.00048661661084229,9.77544323854419e-06,1.83196159732018e-05,5.46714359461745e-05,8.34209341345271e-06,3.5924355017525e-05,0.000114438719289704,0.000277271971333128,3.67141191207826e-05,6.81642862291716e-05,6.78401295450385e-05
DEL,repeats,5+,5+,2.37052978749436e-06,0.0001571493233272,0.00016768479421233,5.53047978284059e-05,5.66423204914514e-05,0.000568708550886883,0.000178755133308692,0.000854898286771273,2.75258100422084e-05,2.91378421098431e-05,6.83302012141642e-05,1.41883537411137e-05,2.93884550046934e-05,0.000180977558625534,0.000297601484506229,0.000816471771753628,0.000580166585928963,0.000109455249779141
INS,repeats,2,0,0.00214035599322628,0.00098365968433542,0.0101973829281982,0.00018270143462584,0.0023035090708802,0.00595271593157111,0.00559193679922094,0.0070645074691215,0.00194897690691482,0.0023134419750912,0.00142923549520366,0.000668863666208799,0.0269808303669277,0.00347214619735025,0.00172659684796545,0.00608271424341296,0.00660600443679385,0.0021908538718241
INS,repeats,2,1,0.000290703645557581,0.000772944336866013,0.00286752427055937,0.000274581622392952,0.00172776661000735,0.0204595372525346,0.0172780352548834,0.00674547692532124,0.00145352903631446,0.00275931000521924,0.00170533897793781,4.25323932510138e-05,8.47357496363222e-05,0.00275991338318379,0.000268377809319896,0.019361870232129,0.0190050536174183,0.00164782373175603
INS,repeats,2,2,0.000489731312339971,0.000134598027163331,0.000632251676850448,0.00083475941275997,0.000311280732510398,0.00724862667131247,0.00791176044200082,0.00379211681090436,0.000632512952932264,0.000887926319490365,0.000612710506247069,0.000230023033468592,0.000985546746281165,0.00178296243263841,0.00059929710708204,0.00707793052719188,0.00767073518562175,0.00148664241677582
INS,repeats,2,3,0.000379718588443868,0.0002919616145871,0.000683681964684315,0.000495326923023819,0.000463735554354681,0.00139474401411482,0.000708196246427526,0.00285573930218859,0.000356168692150342,0.000845937020323088,0.000364039741150575,0.000389238890277604,0.000946931817583446,0.00029195796496967,0.00464430551982989,0.00122379687500171,0.00116328734075521,0.000796552120587278
INS,repeats,2,4,0.000126304306063098,0.000215683596208597,0.000167233651336594,0.00188985069065803,0.000158468379462683,0.000136286099159343,0.000328580585259955,0.00152144129306368,0.000158119883153375,0.000499666498784775,0.000184323612608948,0.00233297409670884,0.00345712158593914,0.000207947908285451,0.0339803577373139,6.51384437643637e-05,0.000122868137521689,0.000295795979709326
INS,repeats,2,5+,0.000345702260676261,0.000215549681148241,0.00164697225835236,0.0142536800556269,0.002463372408153,0.000514392740200961,0.00135361346648282,0.00518558228748591,0.00196398680757982,0.000218675012415545,0.000531691536410667,0.015283574954477,0.000519061317273465,0.000604890373388435,0.249077336574008,0.00100912282455084,0.00103256824075552,0.00128054345247334
INS,repeats,3,0,0.00106454992507518,0.000232704200379783,0.000635459803966791,5.92558370187987e-05,0.000452681392884598,0.0040969632746948,0.00284224191764342,0.0046880577077829,0.000561590858974673,0.000131107453440501,0.000506611060638952,5.39740238788635e-05,0.0086033229716608,0.00149846005142152,0.000365931237115818,0.00399790391664751,0.00375965695684993,0.000582928921293297
INS,repeats,3,1,0.000184579830005668,0.000512385803932282,0.00387687123914141,0.0010599413442685,0.000538934330421042,0.00620186731613974,0.00494522531787462,0.00465087145030316,0.000564991376408935,0.00036784536075339,0.000818998480403255,0.00035958421171794,0.0030386738672731,0.00378337190587379,0.00272796654891549,0.00626343541222849,0.00329862269174375,0.000770977855924256
INS,repeats,3,2,0.000790157228758026,0.00100913032881504,0.000372674091549381,0.000146363965112223,0.000109457298755987,0.00188837797841273,0.000629055109984045,0.00160253487974543,9.70150078327828e-05,7.05777581747846e-05,8.02732849149808e-05,4.5527392953964e-05,0.000335686596065397,0.000264763049534068,0.0012351591024407,0.00146983894820839,0.000677677149180575,0.000392277008070682
INS,repeats,3,3,0.000298202576388608,2.67026630348902e-05,0.000116795877829346,8.94951330139771e-05,2.16570130604214e-05,2.08765198847495e-05,4.09383670861235e-05,0.000145604857065116,7.26766606927151e-05,2.71251488751191e-05,4.10793579475802e-05,0.000112886138454694,0.000221169775522551,2.40285379984268e-05,0.0018169502398459,1.66495321946728e-05,2.41621129264281e-05,2.57206822088024e-05
INS,repeats,3,4,0.000114161151024218,0.000150748183442206,7.8498860378007e-06,0.00010107522714653,5.56400608883845e-05,4.58638405216947e-05,5.36530135190151e-05,0.000289226447064646,0.000133927749907901,3.5175921814015e-05,5.85696099662887e-05,7.97921757684309e-05,0.00101018916788431,3.73228319190518e-05,0.0010960995852497,2.25703795340386e-05,4.78529382077641e-05,5.00178605002928e-05
INS,repeats,3,5+,3.73319707383507e-05,5.51730048664733e-05,6.25083517824871e-05,0.00191513461124216,0.000584856575976767,7.40353679679371e-05,0.000100562631561476,0.00121100490654763,4.09566006455928e-05,3.45854633395424e-05,9.36592386263528e-05,0.00105327815033313,0.00207544848976367,0.000358586630615775,0.00476698848474256,6.37669480529852e-05,6.25088344880666e-05,0.000122445739813125
INS,repeats,4,0,0.00161376526673958,0.000595855061051876,0.00130741205388198,5.41854017300419e-05,0.000993555769671811,0.00183387787279893,0.00247257589015063,0.00142321448256535,0.000509981531722974,5.6961272311295e-05,0.000126790686557806,2.16889201874198e-05,0.00522054436148599,0.00136527008986202,0.000245224752650531,0.00260489305635989,0.00324414873686347,0.00030864005219753
INS,repeats,4,1,0.000720094903927638,0.00142290108230152,0.00448850067387211,0.00131558294069053,0.00118438365362883,0.00356777062792522,0.00270508698958104,0.00342802203211383,0.000505916785453272,0.000142259416975757,0.00140129352932698,0.000575093518441041,0.00199821863236823,0.00237956632890402,0.0127886755576287,0.00405857815707639,0.00288269410271907,0.000382914419448818
INS,repeats,4,2,0.000402939709483131,9.11291985719298e-05,0.000137748958057959,9.4485611438565e-06,0.000125610675750444,0.000187965468516025,0.000231496280918119,0.000312089109070709,0.000171350151844174,8.5929678511072e-05,8.52020803712061e-05,3.07954441533271e-05,9.87082567308915e-05,0.00017044542374585,0.000752050810229924,0.000328380472056538,0.000562246160594851,0.000178068138593578
INS,repeats,4,3,0.000406038441231489,9.8561484421661e-05,6.19569549343657e-06,0.000284519675558915,2.49744337349001e-05,2.44600323710969e-05,2.43262292654745e-05,0.000110732411161893,2.01399195953083e-05,1.39604921051389e-05,2.3789167737058e-05,3.8045120572161e-05,0.000746443662066163,6.99971522813985e-05,0.000496802478167656,1.47367366238145e-05,3.59787885155661e-05,2.97064931772759e-05
INS,repeats,4,4,2.87097496485428e-05,0.000267401592517898,0.00010624915993437,0.000144675120127583,0.000115869415748707,5.17919940348237e-05,5.29470528148176e-05,0.000685990041685519,9.89074333828086e-05,4.47259458359195e-05,0.000112289236703819,0.000376592464830331,0.00131584064745965,9.28804048238256e-05,0.00271511942600749,3.08753790634727e-05,4.37607820698914e-05,2.73312752123896e-05
INS,repeats,4,5+,0.000110771913174451,0.000107158831296485,0.000732605903208539,0.00212076611437769,0.000752374597703399,0.000743205131757794,0.000499930484931909,0.00240537240604506,0.000903660354146345,6.50479862008109e-05,0.000106517756661597,0.000811279038209421,0.000238860586157989,0.000453622866886189,0.00563776929899039,0.000825047421212802,0.000399939293553384,0.000220008631151638
INS,repeats,5+,0,0.00898462551460783,0.000229369715376931,0.00254888707012588,1.78635335557741e-05,0.000120722462247767,0.0044399105389418,0.00479317903120807,0.00629615675346233,0.000416713777131633,7.53938455578741e-05,0.000145408559677201,1.46038903491146e-05,0.00275873872926769,0.00368492226981295,0.000217271672037517,0.00458896991208451,0.00312583254830414,0.000398353336220579
INS,repeats,5+,1,0.00538023109930797,0.00227023523519502,0.0146655420710732,0.000153897461850864,0.0115704248055055,0.00431350469563767,0.0052554215097961,0.00374567530711855,0.00935057072609423,0.000810360613630735,0.00187821663012689,0.00168064695809203,0.0252538631326185,0.00200359830725013,0.0121155427881193,0.00391081241846975,0.00360345383955343,0.000754245584164767
INS,repeats,5+,2,0.00127841664351753,8.47280586869361e-05,0.000257953470948419,5.37485642282413e-05,0.000240337163881619,0.00018130525459497,0.000322499027943587,0.000963206704853005,5.03101123597383e-05,3.87854201405735e-05,6.64083953597688e-05,0.000171573497380914,0.000529581113937227,0.000327259704907546,0.00281436697990117,0.000252479892321956,0.000388467462582606,7.61615267302393e-05
INS,repeats,5+,3,6.6045593801579e-05,3.78042215383627e-05,3.87782365187907e-05,9.37347969823453e-05,6.47424536577579e-05,0.000200461688486273,0.000115417221378967,0.000534049748160892,7.46359268802694e-05,5.078456322616e-05,0.000166778798278916,0.000212759970172051,0.000115163482028215,0.000223061184989134,0.00296486184825204,0.000100307729578316,0.000192365822941853,0.00019485735050976
INS,repeats,5+,4,3.39194924004708e-05,6.09313524617606e-06,4.22369985660975e-05,4.70750913212698e-05,4.38415311750886e-05,9.40979185879306e-05,0.000189344543871656,0.000549805703181937,5.14380481180319e-05,4.11934638321182e-05,9.84000972324638e-05,0.00016992833829452,3.6293875866307e-05,0.00024987433860607,0.0020350689749323,9.86169277700537e-05,0.000209021818008643,3.19434279044804e-05
INS,repeats,5+,5+,2.9410837706609e-05,4.49820687734184e-05,0.00024876018168065,7.26905403665856e-05,0.000228239714637584,0.000335186400062279,0.000609479407957233,0.000706043075348668,0.000341041820369672,5.53079885827717e-05,6.38864040808147e-05,0.000161456879710652,8.94933305643905e-06,0.000550433172784523,0.0025259420117578,0.000610796071213993,0.000646284794089198,0.000165573841353628
DEL,MH,2,1,0.00085611373402184,0.20077151144572,0.010344455505688,0.000122546570426997,0.00344324235225077,0.0311781251381092,0.0259715957004816,0.0144602756289477,0.0031096228021989,0.0100539726282346,0.00469522632640736,0.000989785986037042,0.00288756293517431,0.0128482164638018,0.00553936880814559,0.0302410455714026,0.0291850966478195,0.00625495755574974
DEL,MH,3,1,0.00110171533898206,0.00621505151712372,0.00274013154784885,5.84660192142039e-05,0.00937077561863902,0.0134937162673411,0.010030179378879,0.00899510777596597,0.0101060036114414,0.000560375898803591,0.00234053521892921,3.80751751067019e-05,0.00138889030025324,0.00316449108466011,0.00108000538732099,0.0143940725256907,0.0189089224326402,0.00173218464104998
DEL,MH,3,2,0.00388699487733548,0.0417035334827825,0.00131564290501485,0.00227855806056381,0.00389737145345091,0.0075772910786496,0.00859225508454593,0.00813018297236312,0.00361731921962637,0.000544834004871169,0.00123410854495265,0.00171475624135822,0.00352379700409124,0.00542982080347254,0.02355738809803,0.00962683858123142,0.00984158953230138,0.00094612577791032
DEL,MH,4,1,0.00248257992751501,0.012107488262345,0.0014224334364001,6.38777338012425e-05,0.00379488894374551,0.00945583999424263,0.00693225467244137,0.00193263866466188,0.00605465471202369,0.000163171915815121,0.00259942126120128,0.000115249992932284,5.51856292602867e-05,0.00235479672384583,0.00177855004829671,0.00941589280958797,0.0111213423954974,0.0010083206976347
DEL,MH,4,2,0.00932908440917006,0.0292229980368052,0.000856610041652418,0.000547415894778701,0.00186493550761304,0.0050740949822578,0.00685495197533173,0.00324445964704347,0.00219656298340011,0.00043859255483824,0.00221284728547409,0.00016094333918567,0.000753683961196985,0.00298429950624948,0.00123233555894444,0.0069207346151906,0.00404271691442047,0.000509972311954034
