Signature,NumberOfPostSamples
hdp.1,5600
hdp.2,5000
hdp.3,4550
hdp.4,4288
hdp.5,4200
hdp.6,4197
hdp.7,4056
hdp.8,4013
hdp.9,4000
hdp.10,4000
hdp.11,4000
hdp.12,4000
hdp.13,4000
hdp.14,3998
hdp.15,3932
hdp.16,3877
hdp.17,3802
hdp.18,3800
