Data_set,Noise_level,Approach,Run,cpu_time
SBS_set1,Realistic,SigProfilerExtractor,seed.310111,791179.9600000002
SBS_set1,Realistic,SigProfilerExtractor,seed.528401,782587.6000000001
SBS_set1,Moderate,SigProfilerExtractor_old,seed.1076753,674398.06
SBS_set1,Moderate,SigProfilerExtractor_old,seed.145879,672820.0199999999
SBS_set1,Moderate,SigProfilerExtractor_old,seed.200437,680567.6699999999
SBS_set1,Moderate,SigProfilerExtractor_old,seed.310111,671289.88
SBS_set1,Moderate,SigProfilerExtractor_old,seed.528401,673874.87
SBS_set1,Noiseless,SigProfilerExtractor_old,seed.1076753,942478.37
SBS_set1,Noiseless,SigProfilerExtractor_old,seed.145879,986251.59
SBS_set1,Noiseless,SigProfilerExtractor_old,seed.200437,937621.67
SBS_set1,Noiseless,SigProfilerExtractor_old,seed.310111,963624.0900000001
SBS_set1,Noiseless,SigProfilerExtractor_old,seed.528401,993836.06
SBS_set1,Realistic,SigProfilerExtractor_old,seed.1076753,673146.93
SBS_set1,Realistic,SigProfilerExtractor_old,seed.145879,647702.6900000001
SBS_set1,Realistic,SigProfilerExtractor_old,seed.200437,650540.22
SBS_set1,Realistic,SigProfilerExtractor_old,seed.310111,672238.73
SBS_set1,Realistic,SigProfilerExtractor_old,seed.528401,674590.0299999999
