Signature,NumberOfPostSamples
low confidence hdp.1,3400
low confidence hdp.2,2198
low confidence hdp.3,2000
low confidence hdp.4,1400
low confidence hdp.5,1311
low confidence hdp.6,405
low confidence hdp.7,376
low confidence hdp.8,314
low confidence hdp.9,200
low confidence hdp.10,199
low confidence hdp.11,181
low confidence hdp.12,32
low confidence hdp.13,8
low confidence hdp.14,6
