"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID10","ID11","ID12","ID13","ID14"
"hdp.0",0.107565401848256,0.236405307945176,0.275306072916487,0.382938139114371,0.475537681659304,0.566722121143618,0.375928985667569,0.260106548460408,0.246799433868759,0.171159661911818,0.251686271675042,0.210862837747569,0.177390609142879
"hdp.1",0.0410933060001765,0.999351117071002,0.040005291236239,0.00836050802779476,0.16469635505805,0.0299102667961638,0.0326354242488879,0.0332306432008975,0.00548300946048319,0.0198276611162574,0.0194087388053529,0.0213738327805647,0.0962171522677998
"hdp.2",0.999448660467142,0.0382640754437108,0.0858403351716726,0.00689201528482442,0.0182780302350825,0.0399735564496476,0.0525696068168533,0.0189232658961453,0.00365655303441415,0.0607586603022411,0.0073456872050488,0.0246488745185123,0.454252031892942
"hdp.3",0.0102152181196379,0.164643644317632,0.36407289829355,0.211860395523786,0.999954345705051,0.129592992353768,0.195311647340001,0.546749481328292,0.141503169277142,0.130223951326491,0.279449312763867,0.603647892755624,0.0716199961696034
"hdp.4",0.0542636934923777,0.0285308300404843,0.118442992626061,0.0495140663235927,0.196700666835564,0.474477645651333,0.999973899665905,0.142690475348206,0.0606675064417687,0.0207001934473442,0.0498532363689626,0.104551424995617,0.061287653064205
"hdp.5",0.0844292697044334,0.0365511646154236,0.999979478542099,0.0643089458032791,0.368617471310778,0.0757408248865328,0.116991970269823,0.574894573586654,0.174259922953988,0.183622137151374,0.143868525525785,0.15852196038188,0.0738469306744239
"hdp.6",0.0311651094487797,0.0256904873372741,0.0744898832347313,0.028771132617326,0.128995633237391,0.99996214607065,0.475314349766767,0.109608264505793,0.0699292719311148,0.0108816104364802,0.0394971659680781,0.0520113234329471,0.0398331317414469
"hdp.7",0.0403663990003257,0.0336253533607486,0.571509924272508,0.0536282277148061,0.546950478533966,0.110974859043812,0.140831843790867,0.999703551621839,0.126485443810908,0.0302591448625806,0.256067416701004,0.306959155171829,0.0693508750670375
"hdp.8",0.279257604958338,0.092184914933922,0.0612216847937623,0.0209433098555351,0.078035396990248,0.0393709704433423,0.0549310209688767,0.0602298241125006,0.0694175704989058,0.0370476536920824,0.0233930574705539,0.0374083561849666,0.982744798294197
"hdp.9",0.0289396553437559,0.0195304865086957,0.15706824561081,0.0385785105113535,0.605084443426629,0.0512423404043126,0.098561773791891,0.304785804331859,0.0644028236699066,0.0228857194980369,0.0623571143347259,0.999961193762269,0.0422622458848048
"hdp.10",0.0224600682341369,0.0165306213633818,0.0636882741933459,0.999798719363936,0.210777272184826,0.029156348584932,0.0485922392733129,0.0523990392677138,0.0886993826543963,0.00807997233303537,0.0343845566881883,0.037346870947091,0.028624118632549
"hdp.11",0.0251548106844831,0.0119675575355177,0.180489696296787,0.00760351793689673,0.132128120073744,0.00909710780495532,0.0186600618895973,0.0296896536347108,0.11605962085358,0.999345891816436,0.0213404474663536,0.0210115861138706,0.0293746763628027
"hdp.12",0.0570237760233814,0.0472530202975577,0.165080051630311,0.0602183216269379,0.324798881362502,0.0617435799773842,0.0756545826974963,0.265008999075486,0.0814031854679008,0.0378108669590131,0.996158480330679,0.10043120190562,0.0497550654815564
"hdp.13",0.0532515907140194,0.0183677711702722,0.183503594924299,0.0839926324051483,0.149615050373839,0.0764432902232456,0.0621171703131514,0.128909644068012,0.997559930295918,0.113475409275048,0.0764855586736762,0.0692030665693129,0.088826795283223
