"ex.sig","ref.sig","sim"
"hdp.1","SBS5",0.999425259267326
"hdp.2","SBS40",0.999188356795378
"hdp.3","SBS13",0.999593924746711
"hdp.4","SBS17a",0.99840543094432
"hdp.5","SBS12",0.999286846634446
"hdp.6","SBS7a",0.999993324841989
"hdp.7","SBS3",0.999289752895964
"hdp.8","SBS7b",0.999891623463642
"hdp.9","SBS7d",0.999673975806067
"hdp.10","SBS41",0.998997484668347
"hdp.11","SBS7c",0.999980353638817
"hdp.12","SBS2",0.999901044998942
"hdp.13","SBS22",0.998273567790628
"hdp.14","SBS4",0.999965747808373
"hdp.15","SBS28",0.994476519490518
"hdp.16","SBS18",0.998301229236161
"hdp.17","SBS17b",0.999496014707658
"hdp.18","SBS1",0.999907705984101
"hdp.19","SBS44",0.998700701204276
"hdp.20","SBS16",0.999190570440081
"hdp.21","SBS29",0.996897264687324
