"ex.sig","ref.sig","sim"
"W.1","SBS5",0.93924799079894
"W.2","SBS35",0.929036637447276
"W.3","SBS41",0.921191216082593
"W.4","SBS7b",0.999616356551769
"W.5","SBS2",0.999514537590502
"W.6","SBS28",0.97866968602809
"W.7","SBS1",0.999993559411208
"W.8","SBS13",0.999969847642165
"W.9","SBS12",0.992035049523953
"W.10","SBS4",0.999698346690913
"W.12","SBS16",0.975313571131299
"W.13","SBS22",0.99807227536596
"W.14","SBS7c",0.99933108597303
"W.15","SBS17a",0.999881347958592
"W.16","SBS40",0.926074475272481
"W.17","SBS3",0.913384640653747
"W.18","SBS7d",0.999673403048333
"W.19","SBS44",0.956194572091259
"W.20","SBS7a",0.999997781375643
"W.21","SBS17b",0.999907627194373
"W.22","SBS18",0.99017417251702
