Type,Subtype,Indel_size,Repeat_MH_size,hdp.1,hdp.2,hdp.3,hdp.4,hdp.5,hdp.6,hdp.7,hdp.8,hdp.9,hdp.10,hdp.11,hdp.12,hdp.13,hdp.14
DEL,C,1,0,0.00453675167877686,0.116537893280379,0.0192642354577398,0.0294379351639869,0.0395464522074223,0.000223162323767633,0.0506863467747552,0.324119378674936,0.0379979114668201,0.00821790108468738,0.00272456508896431,0.0126671633905789,0.0479555339953324,0.0102076110782296
DEL,C,1,1,0.000128234555662629,0.218088308889219,0.0264494841052902,0.005586372029071,0.0228308449290749,0.000731010005660535,0.0144716141331078,0.0945325148489698,0.0212556552489256,0.00261001149780554,0.00123155203394376,0.00162314337523026,0.0115061908787904,0.0234190951361284
DEL,C,1,2,3.89437986904871e-06,0.190103101572464,0.0277595166852768,0.00788413576958677,0.00262636323692583,1.07307464664956e-05,0.00623763911994021,0.0026167563607124,0.00319127600737205,0.00146993177506885,0.000194791829723666,0.000870556831295847,0.00198357312734331,0.0172940790216972
DEL,C,1,3,0.00241552975105351,0.0605243119627222,0.013241384916794,0.000884534953265504,0.00575138866805833,0.00167010599249968,0.00561036626119691,0.00935525099547545,0.00584135710436737,0.0013913490942989,0.000409298673921958,0.000801967164040731,0.00563328592417293,0.007363503362119
DEL,C,1,4,0.00332980171197211,0.0425848155620259,0.00221989783908581,0.00291047486183175,0.00133754250632145,0.000776603145306722,0.00327956199863966,0.0113928360243909,0.000693752403134794,0.00164289223163779,0.00024880847381269,0.00280494306058466,0.00305135999239148,0.00401701357044514
DEL,C,1,5+,0.0137482530452215,0.0229433106369886,0.00215625592313401,0.00165987770810166,0.000280958022817069,0.00317117568361031,0.00136076721525697,0.00107826247084306,0.000984869386542026,0.00239771208941219,0.00073720428492114,0.0054193717766269,0.0346238691433064,0.00640756772504684
DEL,T,1,0,0.00727776097966355,0.0368676116079884,0.0660524297311446,0.00388171563492214,0.0334857833558153,0.00104118715306194,0.0474934386440092,0.0973865247971569,0.0379820953216842,0.00398298257648662,0.000662374574918396,0.023896589410459,0.0241852335390063,0.0326168344780794
DEL,T,1,1,4.75966027163056e-06,0.011562917987005,0.114009513199941,0.000249479772196993,0.00818416072133805,9.61862214005645e-06,0.532899337177659,0.0448257335196512,0.0108102332484475,0.000783029635633344,0.00102718968769982,0.00063429258764666,0.0039116417176732,0.00120314275843513
DEL,T,1,2,0.00586454052603189,0.0142911643112148,0.159258709729427,0.0120437095557801,0.00989753006002602,0.000788523191987079,0.0209038597509774,0.0788064039236518,0.00745465488420267,0.000921995524453277,0.000720384133331395,0.0122641674321906,0.020944972848323,0.00278628985218853
DEL,T,1,3,0.0163758364464783,0.0154545943399408,0.0804081777061337,0.0210535667431853,0.00660998131346029,0.0027020340179399,0.0594912161424933,0.116873203551647,0.0105993150637214,0.00133577464163078,0.00152571751890536,0.0231652242900414,0.0162359648402303,0.00705480091552442
DEL,T,1,4,0.0389279560243733,0.0135745907728551,0.0546270055937001,0.0176611045069557,0.00252726131920474,0.00421878228741063,0.0167137610825653,0.08862643480411,0.000533327618586952,0.00118711982488798,0.00119338226857802,0.0206415495264259,0.0368600303723297,0.0103777958154985
DEL,T,1,5+,0.774650139011623,0.00745387526267446,0.0291806462698019,0.00424109661219263,0.0089780257918699,0.000596809712532398,0.00860303685141975,0.00198545894985578,0.00873521209970582,0.00558177471235757,0.00642736923158797,0.0722728929835416,0.00585391452887996,0.00289436635400754
INS,C,1,0,3.72441407568442e-06,0.00232741126153769,0.000313966454900781,0.00217035731665526,0.00333798017824873,8.37259435082543e-06,0.00201499905512272,6.45972805546044e-05,0.00261186610944627,0.00016627104932982,0.000317187131610761,0.571651617515758,0.00135109931405965,0.000409015418982361
INS,C,1,1,0.000200042940158036,0.00151475544680339,0.00145987536192498,0.00160987721399648,0.00219230894167167,2.23387914823174e-05,0.00166051568465644,0.000249440509847437,0.00183830912181931,0.000102376497622291,0.166166477200802,0.016058116078541,0.00252163518990735,0.00198153873561934
INS,C,1,2,7.8592182851648e-06,0.00172386472614784,0.0028707490757355,0.000263261412294503,0.0016651091700817,1.30974736807681e-05,0.0017106018148082,0.000696236650355417,0.00101302851387252,0.000147071736381935,0.0938665404572997,0.00118934257859378,0.00399995491703809,0.00115084108647734
