Signature,NumberOfPostSamples
low confidence hdp.1,2400
low confidence hdp.2,2400
low confidence hdp.3,1400
low confidence hdp.4,1197
low confidence hdp.5,590
low confidence hdp.6,400
low confidence hdp.7,394
low confidence hdp.8,302
low confidence hdp.9,200
low confidence hdp.10,146
low confidence hdp.11,143
low confidence hdp.12,85
low confidence hdp.13,23
low confidence hdp.14,13
low confidence hdp.15,2
