Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15
DEL,C,1,0,0.0160558441524333,0.00813413814060335,0.00384196369275218,0.00835042439208353,0.172472626507523,0.0177644960255891,0.0471202619392333,0.00988921385907397,0.0162531852291768,0.111922746420051,0.00705818206483457,0.0176769999693374,0.0178842379979364,0.0174843860922557,0.0212835199166884
DEL,C,1,1,0.0212673359790838,0.00757752396062625,0.000423236855045238,0.00851529560582053,0.14286497126024,0.0220377501966969,0.020084753072372,0.0135528472627655,0.0173105028764607,0.00852457440224021,0.0105618370317807,0.00901174378315396,0.00797102915292642,0.0271199419314185,0.00162718042176517
DEL,C,1,2,0.025045052920637,0.00209670982480887,2.2216787903005e-05,0.00737138163405528,0.067705425231451,0.0246944442361359,0.00334173294497921,0.0303412841873625,0.0186268565171117,0.00490226124160973,0.0317950818389101,0.0206696716033484,0.0139189544599324,0.0299276535666712,0.00019526165061182
DEL,C,1,3,0.00961419050378772,0.00376391926598671,0.00373555796058417,0.00701669450190665,0.0902549287731686,0.0115650149792735,0.0127872757335366,0.00374643530785467,0.0113209145182929,0.028789818103153,0.021945454640321,0.0139330941649036,0.0121689696332113,0.00547184710733914,0.00963290809684978
DEL,C,1,4,0.00257185903843775,0.00326851509181539,0.00279723920384351,0.00239506065327082,0.0524496660128187,0.00347170010869067,0.00340118484717206,0.00121138717983264,0.00324708533280832,0.00861230793267353,0.00217576190799188,0.00272284058504277,0.00304477128811022,0.00181065494659764,0.00794064045821401
DEL,C,1,5+,0.00151084498806294,0.00152681566850981,0.011991119071537,0.00199793800281477,0.0229198716395786,0.00209004757912969,0.00194875538417381,0.000676449454349486,0.00620132509631887,0.00665693185027612,0.00158094930005165,0.0037960322570754,0.00414736288413684,0.000941221514090405,0.0346263993751627
DEL,T,1,0,0.0796015353740204,0.0235984797632623,0.00851205463184237,0.0752240779868885,0.0240890542210009,0.0730592407053397,0.116413890498368,0.175279702025419,0.0651877652365501,0.187361564300866,0.0201101446855581,0.0130561432557569,0.0207570454591434,0.129912498305004,0.0298750325436084
DEL,T,1,1,0.101535394864269,0.00737504248256793,2.45652855671705e-05,0.0346537298606565,0.0354136856142937,0.0853047416855195,0.00753089915154339,0.00951239502402659,0.061241436401541,0.182502568909881,0.0533035579185733,0.196311286910128,0.281272127698315,0.00462634303535962,0.000260348867482427
DEL,T,1,2,0.150409804509365,0.0160858674110373,0.00466744183372501,0.168608565185015,0.0106918002132288,0.0935031600232952,0.0947660884400649,0.188011079549707,0.0601146212926221,0.0078719811553184,0.130826163406502,0.0104436880998375,0.00536122519168909,0.137075353556302,0.0130174433741213
DEL,T,1,3,0.168040129897151,0.0106458090646218,0.0145475809008597,0.332945091391346,0.0155949194933373,0.0841756235256427,0.19100848456614,0.0169526373108187,0.0498194346663242,0.0668685739695817,0.00405411751201365,0.00413025480636556,0.00423840255720326,0.0137274764894033,0.065022129653736
DEL,T,1,4,0.0309096552466179,0.0208449453624376,0.0430127722951526,0.0434634910630798,0.00833820140111489,0.0366682765265651,0.14221016832198,0.0396202433346806,0.0393611766005633,0.0218624746864728,0.288129314348028,0.243507190384203,0.193246879362318,0.0472684634957605,0.222272845613122
DEL,T,1,5+,0.019481123004468,0.012656733295259,0.398075116829304,0.0111381058408247,0.0067662792171343,0.0180532503102272,0.00858933793484559,0.0293675431505516,0.162971376778866,0.00436263993798561,0.0215149981477327,0.0208628461043142,0.0113496125756135,0.138383491931817,0.386032283259568
INS,C,1,0,0.000695037885974267,0.000965316899540719,2.14089047065321e-05,0.000878599731217117,0.00236555299522108,0.000590921920918744,0.0010728144481767,0.000637153635424619,0.000472992552160236,0.00175947792540246,0.000897436566365956,0.000941342409468617,0.00117340023063384,0.00126027965446003,0.000130174433741213
INS,C,1,1,0.00101431342408825,0.00233468089476206,0.000288855818701692,0.00140273373298981,0.000965644100906846,0.00108474199939961,0.00169779038721219,0.00142119878444933,0.00078615801810315,0.00305384795658993,0.00170486859337254,0.00236408794039187,0.00463290780715774,0.00366119216074149,0.00143191877115335
INS,C,1,2,0.00186915061888908,0.000739938910582485,2.82383359139252e-05,0.00103860008546144,0.000822299692851547,0.00248371205500046,0.000748509194821447,0.00356726508585201,0.00184654926319884,0.00398406374501992,0.0026036095733524,0.0042007788305277,0.00385401282647838,0.00136397355008016,0.000715959385576673
INS,C,1,3,0.000973563714474226,0.000176990029256398,0.00102874531080168,0.00153734657715109,0.00583120820399718,0.000428144907182312,0.000605970822760722,0.000465702234996482,0.000445330171853392,0.00339036012811499,0.000341756366842849,0.000459939288013982,0.00063727771146493,0.000303105233351147,0.0029289247591773
INS,C,1,4,0.000342797812947452,0.00106522200876738,0.00212443219902274,0.00101262216816716,0.00466900771182336,0.000328221235724541,0.00112714958829558,0.000472953249202856,0.000791109925688943,0.00171861573314585,0.0009770057968141,0.000916812314107871,0.000586700115316919,0.000821574711451794,0.00481645404842489
INS,C,1,5+,0.000208876133013889,0.00344817638067678,0.0219468140055232,0.000855721451781812,0.0124705403438869,0.00453866071974576,0.00167196292150546,0.000839480322150866,0.00732011469984012,0.00239764922211606,0.00095091752453602,0.00116517952963542,0.00118351574986344,0.00105289186321978,0.0295495964592554
INS,T,1,0,0.00387940362101711,0.00913967657762493,0.00164310290575671,0.00333897418223066,0.0251429265405927,0.00444148156692377,0.00882958209698555,0.00315933706082244,0.00481786457010868,0.00300577478922921,0.00665772708536604,0.00367031551835158,0.00486556474943859,0.00776906571800046,0.00156209320489456
