# Original paramaters
"","ID1","ID2","ID3","ID5","ID6","ID8","ID14"
"prob",0.967213114754098,1,0.0163934426229508,0.590163934426229,0.163934426229508,0.19672131147541,0.114754098360656
"size",0.400112217896226,0.238686699294908,1.02074259212394,2.37528850881231,0.830069326163515,0.857421122726538,0.525308799615062
"mu",1587.59732670426,7687.38338364478,50,276.668385010154,543.475683163095,160.746418909512,579.723951451029
# Parameters derived from synthetic exposures
"","ID1","ID2","ID3","ID5","ID6","ID8","ID14"
"prob",0.983606557377049,1,0.0163934426229508,0.60655737704918,0.180327868852459,0.0983606557377049,0.131147540983607
"size",0.373995139671569,0.240888832462041,1.02074259212394,2.74775261544181,1.02296453126492,1.19657705770783,0.420285274141195
"mu",1594.60480073082,7016.13953762298,123,287.67979878848,471.925119702259,92.1541502517893,313.93479206747
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID3","ID5","ID6","ID8","ID14"
"prob",-0.0163934426229508,0,0,-0.0163934426229508,-0.0163934426229508,0.0983606557377049,-0.0163934426229508
"size",0.0261170782246569,-0.0022021331671328,0,-0.372464106629504,-0.192895205101409,-0.339155934981293,0.105023525473867
"mu",-7.00747402655861,671.243846021805,-73,-11.0114137783259,71.5505634608363,68.5922686577231,265.789159383559
