# Original paramaters
"","ID1","ID2","ID5","ID14"
"prob",1,1,0.216666666666667,0.166666666666667
"size",0.582115085137618,0.305869203762701,0.799117046085463,1.22358240010674
"mu",3883.28747024099,11339.9852381382,965.826650798328,1017.08441804983
# Parameters derived from synthetic exposures
"","ID1","ID2","ID5","ID14"
"prob",1,1,0.2,0.133333333333333
"size",0.625346737798164,0.349751594270428,6.37047059747153,0.595157451643292
"mu",3427.33287352026,9227.45146533689,445.621417029654,1332.92888131586
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID5","ID14"
"prob",0,0,0.0166666666666667,0.0333333333333333
"size",-0.043231652660546,-0.0438823905077267,-5.57135355138607,0.628424948463444
"mu",455.954596720735,2112.53377280127,520.205233768674,-315.844463266033
