Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12
DEL,C,1,0,0.0199408411809908,0.00869917827680439,0.00878214232829937,0.0217356309706022,0.0191367152637167,0.00270900531208536,0.0244781406397568,0.177055540803915,0.00643742806888016,0.0255552578838634,0.0194307608100712,0.016056784508304
DEL,C,1,1,0.00827971947913179,0.00222255271268221,0.0079996209900547,0.000677767808448127,0.0214744250477622,0.000395361863725791,0.000319172036343754,0.135539660558485,0.00480879894030531,0.0141525716258198,0.00155081189563948,0.0162864953024143
DEL,C,1,2,0.0225118199106445,0.000877695975708899,0.00192199115233409,4.72810119456026e-05,0.0242567184768299,8.76717372894474e-06,2.94318476136658e-05,0.0575213683571545,0.0150061887906886,0.0397058975059119,6.08161527701758e-05,0.0104977832908368
DEL,C,1,3,0.0157746732142351,0.00434522425250149,0.00377896705251702,0.0051384563959114,0.0122366473326333,0.00294844162117097,0.00829324061647294,0.0942641108634674,0.0112288549651473,0.0139464912235509,0.00346652070790002,0.00620219144097581
DEL,C,1,4,0.0082419917467333,0.00707402508307243,0.00319982806287031,0.0300124470012843,0.00337603967576907,0.0026028745644838,0.0247750752801258,0.0523867945320475,0.00161994310655578,0.00287804161793724,0.019369944657301,0.00300921140284382
DEL,C,1,5+,0.0239278385565283,0.00309356372800265,0.00154476035779637,0.118038695659823,0.00254914190181545,0.00913186760800541,0.096522071269546,0.0228054511030759,0.00217910577403314,0.00234223257203798,0.155780575320805,0.00305515356166586
DEL,T,1,0,0.0230885049236859,0.0432845679891537,0.0234400571320893,0.0540589099417674,0.0742499021970048,0.00688810469868457,0.0481472324906668,0.0191166216219266,0.0772784521508762,0.021487101942823,0.0475886395426625,0.00799393563503549
DEL,T,1,1,0.00907959077118954,0.00116916024864592,0.00761608691852969,4.15633081754367e-05,0.0881302577557872,6.52401013814052e-06,3.13939707879102e-05,0.0340287749761362,0.00725608564417711,0.139428848165112,6.08161527701758e-05,0.0084303861438449
DEL,T,1,2,0.0233822319437386,0.127829812548205,0.0152187539570219,0.0624155539135483,0.0861525865754431,0.00404831096288499,0.0379409217793056,0.00785042187602253,0.337556187704936,0.0164297600708917,0.0764154959557259,0.0190659959111479
DEL,T,1,3,0.0331495949400317,0.549483610403969,0.0112555685512635,0.211861376471209,0.0827875919763311,0.00915596021237382,0.154859263445122,0.00953424014550717,0.0176119953964083,0.015663398574954,0.134221249163778,0.182620081317621
DEL,T,1,4,0.431400863950617,0.0337463092137079,0.0225373668680547,0.043597491247515,0.0446957332405444,0.0322408875503119,0.233709145325307,0.00913857858207232,0.0190321599965256,0.221353536082102,0.00738916256157635,0.350400845335722
DEL,T,1,5+,0.0151346027197503,0.0101347931818752,0.0129427118029421,0.0123759698105241,0.0220726820110845,0.369321850892841,0.0127204445386264,0.00736449531712726,0.00896288897092354,0.0274048294942272,0.00830140485312899,0.00452530264397124
INS,C,1,0,0.00082516766435559,0.000695707759957072,0.000900097787209197,3.07876356855087e-05,0.000563947711216816,1.03425252583645e-05,1.83131496262809e-05,0.00245671229311451,0.00125187292349786,0.000515845006929454,3.04080763850879e-05,0.00163094663818253
INS,C,1,1,0.0024371970578729,0.00169585648066407,0.00230898185962633,0.00175379567565666,0.00115723052812845,0.000141182319131151,0.00176656489787803,0.00122271458434098,0.001566741221689,0.00157393907232907,0.00261509456911756,0.0018147152734707
INS,C,1,2,0.00203108186946841,0.000797633744232944,0.000681109744779807,6.68531517742475e-05,0.00256117562869078,1.34589815448253e-05,5.29773257045984e-05,0.000906410996081747,0.00607261514407939,0.00422014023771374,6.08161527701758e-05,0.00307812464107688
INS,C,1,3,0.00135407867142875,0.00317315407992177,0.000190165800076219,0.00538981545011523,0.000400125280519845,0.00101635858726858,0.00388958217241046,0.00558401828167041,0.00102060758724023,0.000738669441882751,0.00538222952016056,0.000987756414673926
INS,C,1,4,0.00419189799115003,0.0019557048232933,0.00102097837330416,0.0228085800742422,0.000277702577712348,0.00264308027525638,0.0149140982474316,0.00432068444937224,0.00152331111159367,0.00051069299687273,0.0281274706562063,0.00165391771759355
INS,C,1,5+,0.0194380215750591,0.00169554189429285,0.00365940812127424,0.0343090814728805,0.00504844965356692,0.0238377570117527,0.0468326099639231,0.01312377813165,0.00677292566936657,0.000931869819009887,0.0393176427659186,0.0018147152734707
INS,T,1,0,0.00627733092338408,0.00467805663325419,0.00924345070458691,0.00570209004063968,0.00480349611433431,0.00255265167279045,0.0055567328294601,0.026409657150981,0.00695641788451934,0.00538385050927619,0.00650732834640881,0.00659269979096318
INS,T,1,1,0.0115229312337633,0.00135004741209847,0.00193434354191402,3.98040147076934e-05,0.0113829633168288,2.23802657494742e-05,3.59722581944804e-05,0.0272269314640456,0.00643959957438492,0.0154463701513145,6.08161527701758e-05,0.023430500999242
INS,T,1,2,0.013812758854164,0.00368868249576154,0.00146602022833418,0.00378929821783572,0.0239181521200561,0.000717812349057351,0.0037221476615416,0.0883265546829104,0.0594851360448199,0.0382942467503697,0.00498692452715441,0.00555900121746721
INS,T,1,3,0.00622782230902974,0.00365116807099334,0.00085155238783128,0.00398875811474112,0.0190309914810019,0.00402813961395394,0.0028790887376746,0.0250372531158348,0.00804977090616925,0.0123796361650498,0.00662896065194916,0.0139893873613121
INS,T,1,4,0.00695657465725584,0.00728275314037811,0.00158664665003449,0.0112570591650393,0.0142566296527868,0.0132760866569369,0.0106307833580561,0.00806216851120677,0.021268810666435,0.00600788772739684,0.0158426077966308,0.00346863299106425
INS,T,1,5+,0.00583066926395362,0.00460216267119692,0.0376527775822124,0.0106701148818634,0.157664499231286,0.443438219096603,0.00679941083981488,0.0698809028605729,0.0124362120257975,0.0045672569152855,0.00735875448519127,0.00486986883513656
DEL,repeats,2,0,0.0104629409591344,0.00227304382526331,0.0015461836784064,0.00134827853134181,0.0215959363386498,0.000711528066325861,0.000930700425649921,0.0116750249545102,0.00395105426592256,0.024840416488493,0.0020069330414158,0.0199848390875887
