Data_set,Noise_level,Approach,Run,PPV,TPR,aver_Sim_TP_only,Composite,N_Sigs,FN,FP,FP.sigs,FN.sigs
sens_SBS35_100_728,Realistic,mSigHdp_ds_3k,seed.1076753,0.9545454545454546,0.9130434782608695,0.9938450917881372,2.8614340245944616,22,2,1,,
sens_SBS35_100_728,Realistic,mSigHdp_ds_3k,seed.145879,1,0.9130434782608695,0.9938795462348394,2.906923024495709,21,2,0,,
sens_SBS35_100_728,Realistic,mSigHdp_ds_3k,seed.200437,1,0.8695652173913043,0.993201272707718,2.8627664900990224,20,3,0,,
sens_SBS35_100_728,Realistic,mSigHdp_ds_3k,seed.310111,1,0.8695652173913043,0.9930876661165149,2.862652883507819,20,3,0,,
sens_SBS35_100_728,Realistic,mSigHdp_ds_3k,seed.528401,0.9523809523809523,0.8695652173913043,0.9930814328937203,2.8150276026659773,21,3,1,,
sens_SBS35_100_728,Realistic,SigProfilerExtractor,seed.1076753,0.8823529411764706,0.6521739130434783,0.9814019922014693,2.515928846421418,17,8,2,,
sens_SBS35_100_728,Realistic,SigProfilerExtractor,seed.145879,0.9375,0.6521739130434783,0.9777172345866101,2.5673911476300884,16,8,1,,
sens_SBS35_100_728,Realistic,SigProfilerExtractor,seed.200437,0.9375,0.6521739130434783,0.9761647074917624,2.565838620535241,16,8,1,,
sens_SBS35_100_728,Realistic,SigProfilerExtractor,seed.310111,0.9411764705882353,0.6956521739130435,0.9772535379014815,2.6140821824027602,17,7,1,,
sens_SBS35_100_728,Realistic,SigProfilerExtractor,seed.528401,0.8947368421052632,0.7391304347826086,0.9764711047140993,2.610338381601971,19,6,2,,
