"ex.sig","ref.sig","sim"
"hdp.1","SBS40",0.999562482686551
"hdp.2","SBS28",0.999042518111043
"hdp.3","SBS2",0.999940682541092
"hdp.4","SBS12",0.999623677233609
"hdp.5","SBS41",0.999216382908243
"hdp.6","SBS29",0.99873177467248
"hdp.7","SBS18",0.998971077796957
"hdp.8","SBS17a",0.99866182807612
"hdp.9","SBS3",0.999866563298437
"hdp.10","SBS13",0.99982039730083
"hdp.11","SBS7c",0.999998065476868
"hdp.12","SBS4",0.999969150480151
"hdp.13","SBS7b",0.999965712090521
"hdp.14","SBS7d",0.999891278329803
"hdp.15","SBS22",0.998685907698325
"hdp.16","SBS7a",0.999999155289991
"hdp.17","SBS17b",0.999575189529381
"hdp.18","SBS16",0.999486306528521
"hdp.19","SBS5",0.999986888568369
"hdp.20","SBS44",0.999459729057597
"hdp.21","SBS1",0.999954607929931
"hdp.22","SBS35",0.998278263173931
