Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10
DEL,C,1,0,0.357645365071931,0.0296520692466471,0.0343752238547487,0.00483973165513446,0.106758991655099,0.00608685781251711,0.0167501321617449,0.00858924365342226,1.61054709709623e-30,5.24886719328663e-22
DEL,C,1,1,0.101904925527708,0.00134097295689662,0.020920444753825,2.74660701909362e-05,0.225809026200677,0,0.0141901207763812,0.000768946816716897,0.000701220005572595,0
DEL,C,1,2,0,0.00657143478141922,3.99739295293349e-60,0,0.200061405101278,0,0.0141823917685883,0,0,0
DEL,C,1,3,0.0100060968706975,2.59107206589092e-98,0.00454520581940784,0.00248095962195314,0.0720620254555216,0,0.0100631992771111,0.000241219582042818,0.00189895456837132,1.62357354315349e-228
DEL,C,1,4,0.0133772535068641,0.0020223553662578,0.000352826395151881,0.00389237741553801,0.0461130562850565,0.00189049942940328,0.000735944157707635,0.000724723144013662,0.000575798407457696,0
DEL,C,1,5+,1.76008676437673e-261,0.000923569111551884,0.0003962348364671,0.0146283106615061,0.0244459764135603,0.000195718071775298,0.001292002523599,0.0019625568881399,0.00337723552580616,3.51992816402494e-203
DEL,T,1,0,0.109502772998037,0.00140574202462057,0.0343518821555261,0.00791668322486475,0.037622065778208,0.0228449339896253,0.110500313948463,0.00111108559302364,0.00134562695037814,0.000417852384392242
DEL,T,1,1,0.0458516512948466,0,0.00907857628665181,0,0.00325485755976533,0,0.167473291902975,0,0,0
DEL,T,1,2,0.088932850179938,0.0127837449205273,0.00737167779712364,0.00705539009044083,0.0168367814919697,0.0130998219333139,0.123191938776764,0,0.000961809349774621,8.57465221623847e-52
DEL,T,1,3,0.118107589009591,0.0243488044930114,0.00777561314971826,0.0202514968633067,0.0157261746092736,0.0197713385865659,0.0991919034398239,0,0.00237852600130648,5.00538526052737e-66
DEL,T,1,4,0.0975781208139685,0.0195071441210714,2.71175400340718e-54,0.0471249753306866,0.0124244569371611,0.0105288530623323,0.0547693587908542,2.32694768216352e-260,0.00454964333806514,0.000835539704260145
DEL,T,1,5+,1.64112659041021e-67,7.33528418111329e-13,0.0121152189688031,0.814956050922423,0.00940958482309563,7.62060707277781e-189,0.0142390583943091,4.0082136496058e-73,2.45001055761188e-22,1.06575941957838e-95
INS,C,1,0,0,0,0,0,0,0.69455405856775,0,0,0,0
INS,C,1,1,0,0.00184973845615351,6.58805749701889e-50,0.000208137444117866,0,0.0177530950216025,1.28370366954608e-245,1.88732678070566e-86,0,0.175191855889973
INS,C,1,2,0,0,0,1.90539032951935e-05,0.00111792557955921,0,0.00269308929569429,0,0,0.100338368204671
INS,C,1,3,0,0,0,0.000480398764427374,0.00582430009718513,0.00184920457202363,0,0.0001804411745926,0.000588611003865822,0.0366212465836997
INS,C,1,4,0,0.000109711824694366,0,0.00293859957574067,0.00722198962743876,0.00108261346816302,0,0,0.00168812344868976,0.0110843449262752
INS,C,1,5+,3.17049608084859e-121,0,8.77346810725164e-184,0.00905040895157331,0.00713467347651722,0,1.32289709246231e-85,7.31809891572095e-05,0.0243612673862716,0.000958950651422455
INS,T,1,0,0.0137140697390718,0.00612292956693272,0.00398853771630478,0.00134236080313343,0.0158592573245809,0.0481724982120355,0.0111065402022481,0.000807057027639002,0.00219116951954218,5.49442416484319e-05
INS,T,1,1,0.0107350069284607,9.66101476775984e-61,0.0022985575553199,0,0.0447575779062817,0.0012192869306317,0.00875135414502697,5.16599816136846e-206,0,0.32748988479078
INS,T,1,2,0.000168639631652178,5.33797686584817e-71,0,0.000671634931266138,0.0467667715469893,0.00108826925576822,0.0264261766081412,0,7.41828473363144e-05,0.172613774686677
INS,T,1,3,0.000941313751191018,0.000541659039449098,2.78720118420049e-34,0.00108285089962243,0.0279814816492417,0,0.0178302461045457,0,0.00429610615090664,0.113548672265743
INS,T,1,4,0.000838770162697153,0.00107076478510071,2.56956933237999e-26,0.0034833752006084,0.00626485269436753,4.73082957002772e-183,0.0126010153576731,2.3170321352935e-212,0.0168526635821497,0.0502323065399838
INS,T,1,5+,2.71758358864493e-32,2.57440259878583e-13,1.40746983444257e-05,0.00316280252384328,2.3436805087027e-13,1.51546801813625e-136,2.18515158608596e-08,9.27794864065109e-82,0.899964084315408,1.58858938563054e-131
DEL,repeats,2,0,0.0126432762003804,0.00101365025965843,0.00963343657736892,0.000106809074391801,0.00727780429247186,0,0.0294028762941471,0.0748516709853893,0.000192869730091379,0
DEL,repeats,2,1,7.01458502777069e-77,0.00117844121313683,0.0119985630128708,0.00330597327036204,0.0112212347377545,0.00524633079322502,0.0171568580594786,0.23963812309428,0.000145161275793654,0.00210572060064084
DEL,repeats,2,2,0,0.00227142041188003,9.44747071800806e-239,0.00184706664503646,0.0132467246784302,0.00297728817056203,0.00283577206039228,0.0567085769973039,2.85545657878553e-12,0
DEL,repeats,2,3,0,0.000162837355212137,0,0.00078008238608421,0.00654702882514944,0.000553076365360781,0,0.0120706515886047,0.000102736787685132,0
DEL,repeats,2,4,0,0,0,0.000866794104576895,0.00377573239114862,0,0.000438471023609853,0.00280551149094323,0,0
DEL,repeats,2,5+,0,0,0,0,1.11253692925502e-308,0,0.0273303524835872,0,0,0.00423432178526204
DEL,repeats,3,0,0.00174399775735904,7.6794968990809e-05,0.0121895734420193,1.18137582801913e-05,0.000788104410990209,0.00118422996651147,0.0185939430919043,0.00449834192738689,7.65833878540447e-05,0
DEL,repeats,3,1,0.00317006522348885,0.00556198855001123,0.00168024051335621,0.00487163868411585,0.000284862328736242,0.0033426796111242,0.00282052485593944,0.100588272468015,0.00470460200726602,2.07753709281434e-38
DEL,repeats,3,2,2.40316352624297e-146,0.000749531151364713,0,0.0023563752338093,0,0.00103125506253729,0.000198356764548846,0.0225455868345889,0.000404040991223368,3.92988619728903e-281
DEL,repeats,3,3,0,0,0,0.000454005750687404,0,0.000543535572739411,3.1937855408846e-05,0.00472784738541161,0.000110904412926719,0
DEL,repeats,3,4,0,0,0,0,0,0,0.00727827872979075,0,0,0.000601547983773543
DEL,repeats,3,5+,0,0,0,0,0,0,0.0106702364859943,0,0,0.00112815917284316
DEL,repeats,4,0,0.000272566106565255,0.00209203116934827,0.00743372881851076,8.27630316473269e-06,0.000210912753279383,0,0.0116652935589272,0.00754396155695824,3.04293044181033e-05,0
DEL,repeats,4,1,0.00370493406288752,0.00284812888337255,0.0021025854405919,0.00207231385748409,0.000666773718985032,0,0.000498810628675293,0.0663916735191232,0.000490401534655578,0.000124262013090434
DEL,repeats,4,2,0,0.000293297551919981,0,0.000481049304065004,0,0.00044959037998951,0,0.0116741024697724,0,0
DEL,repeats,4,3,0,1.44766415290344e-05,0,6.86579390897964e-07,0,0,0.00462862690942462,0.00330855815704853,0,0
DEL,repeats,4,4,0,0,0,0,0,0,0.00574658004408809,0,0,4.2713084951565e-05
DEL,repeats,4,5+,0,0,0,0.000203008873248498,0,0,0.00143538409113381,8.23800185192951e-05,0,0
DEL,repeats,5+,0,1.24017975088284e-232,2.16679215325024e-26,0.257504440833012,5.87173753965737e-198,0.000485791970773049,7.55915468452028e-67,0.0141409168681764,0.00142065203537267,0,0.000826090784316444
DEL,repeats,5+,1,0,0.00888388770343538,0,0.00299220326638159,0,0.000526667735900579,0.000135141531002863,0.0137557368268851,6.81542406931325e-247,0
DEL,repeats,5+,2,0,0.000270101968882906,0,0.000411146134840363,0,0,5.89677640529053e-269,0.00224672073225478,0,0
DEL,repeats,5+,3,0,0,0,0.000144191534852035,0,0,0,0.00050780804930299,0,0
DEL,repeats,5+,4,0,0,0,7.44485300740235e-05,0,0,0,3.04912262214268e-05,0,0
DEL,repeats,5+,5+,0,0,0,2.56957919288133e-05,0,3.97107107015636e-05,0.000122232858424721,3.03199843923919e-05,1.97200245101017e-06,0
INS,repeats,2,0,7.71665396231668e-05,0.00211745476629869,0.00184027111439388,0.00035004564679473,0.00255394388418025,0.0373953289346083,0.00822542793416289,1.19243365497213e-69,0.000292452519558827,0
INS,repeats,2,1,0.000866786613287633,1.23380942973439e-169,0.00129270224928067,0.000263818253936702,0.0033438435470739,0,0.0203717302012485,0,0,0
INS,repeats,2,2,0,0.000772747504614558,0,0.0010692493362156,0.00138539901293097,0.00218793174743918,0.00812732538525093,0,7.34469529938091e-05,0
INS,repeats,2,3,0,0.000362869888620014,0,0.000428301402316762,0.00103853117851716,0.00125198861649254,0.00116702458407828,0,0.000290534836729957,0
INS,repeats,2,4,0,0,0,0.00200276373441187,0,0.0030349469004852,0,0,0.0027832198565596,0
INS,repeats,2,5+,9.47227865525976e-121,0.000355282833237264,0.00122921851995466,0.0136814210160306,0,0,0.00102602012984146,2.8474723971697e-14,0.018086151882107,1.11998168912429e-262
INS,repeats,3,0,0,0.00146697048729949,0,5.48695292294777e-05,4.24476671404976e-05,0.0107282636253488,0.00464258035811357,0,0,0
INS,repeats,3,1,0,0.000170784789492686,1.28699439493545e-88,0.00125873439545799,0.000311560541598641,0.00477895768554535,0.00766787483191201,0,0.000131411056835416,0
INS,repeats,3,2,0,0.00071615909097052,0,0.000208565483930031,1.11264520979183e-308,0.000280568961608219,0.000763182049183522,0.000324949925975708,0,0
INS,repeats,3,3,0,7.3739750182374e-06,0,1.91716234038703e-05,0,0.000277398184613318,0,0,6.81262166471071e-05,0
INS,repeats,3,4,0,0,0,0.000151523873786911,0,0.000646879150577837,0,0,6.12177592922234e-16,0
INS,repeats,3,5+,0,0,0,0.00200262368598985,0,0.00295751403320454,0,0,0.000752612320947359,0
INS,repeats,4,0,0,0.00172385150431903,0,1.31414490408673e-05,0,0.00970135080999833,0.00307426851438223,0,0,0
INS,repeats,4,1,0,0.000485124299075439,0.000896930453181758,0.0012087932305865,0.00019455084699906,0.00263782834996019,0.00445332613572411,0.00117337483921824,0.000715256705795699,4.36018331232504e-251
