MutationsType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00000000	0.00277797	0.00203382	0.03554742	0.09272151	0.02632718	0.31524683	0.01010951	0.01019847	0.00467831
1:Del:C:1	0.00000228	0.01244316	0.00000000	0.02055118	0.23266804	0.00121281	0.08543106	0.00274298	0.00022598	0.00012333
1:Del:C:2	0.00000000	0.01441153	0.00000000	0.00000000	0.21001140	0.00348221	0.00204906	0.00344408	0.00161711	0.00000000
1:Del:C:3	0.00141197	0.00953909	0.00261905	0.00570627	0.07484014	0.00000282	0.01103847	0.00735895	0.00076447	0.00054242
1:Del:C:4	0.00045935	0.00001573	0.00360537	0.00138931	0.04591933	0.00177647	0.01327372	0.00267538	0.00197345	0.00144245
1:Del:C:5	0.00158063	0.00016345	0.01421843	0.00469879	0.02682749	0.00102490	0.00531205	0.00993545	0.00201113	0.00342554
1:Del:T:0	0.00065378	0.12877539	0.00774310	0.03560520	0.02431094	0.00109128	0.10065356	0.03388265	0.00452730	0.01705776
1:Del:T:1	0.00000003	0.07210035	0.00000001	0.00056595	0.00138007	0.00000001	0.00917633	0.42489795	0.00698572	0.00000001
1:Del:T:2	0.00003754	0.15137129	0.00710847	0.00464768	0.00330009	0.00919915	0.07617649	0.01786388	0.00224680	0.00758808
1:Del:T:3	0.00134416	0.10808499	0.01939250	0.00376598	0.00347874	0.02144035	0.10130326	0.04988680	0.00453897	0.01625008
1:Del:T:4	0.00274394	0.05948856	0.04355370	0.00314488	0.00359280	0.01609143	0.10052098	0.03255356	0.00268862	0.01227181
1:Del:T:5	0.00013179	0.00405472	0.83745893	0.00134604	0.00117627	0.00005745	0.00268943	0.00224838	0.00028678	0.06161799
1:Ins:C:0	0.00000001	0.00000004	0.00000001	0.00000015	0.00000012	0.00000001	0.00000022	0.00000006	0.00000009	0.53731939
1:Ins:C:1	0.00001954	0.00931748	0.00016896	0.00199120	0.00474050	0.00146210	0.00074374	0.00026858	0.00002875	0.01332024
1:Ins:C:2	0.00000001	0.00780464	0.00000525	0.00150522	0.00376553	0.00001930	0.00052564	0.00054369	0.00005165	0.00038187
1:Ins:C:3	0.00059487	0.00139926	0.00018537	0.00012749	0.00842142	0.00000000	0.00089028	0.00160344	0.00064953	0.00051513
1:Ins:C:4	0.00099999	0.00005799	0.00228328	0.00053936	0.00849249	0.00029768	0.00191006	0.00378443	0.00000000	0.00082378
1:Ins:C:5	0.01658703	0.00000000	0.00565618	0.00603319	0.00811774	0.00001084	0.02380265	0.05193944	0.00046285	0.00381006
1:Ins:T:0	0.00210332	0.00328619	0.00071647	0.00380188	0.01792352	0.00657078	0.01312825	0.02963177	0.00418667	0.03827822
1:Ins:T:1	0.00000000	0.02397144	0.00000000	0.00338153	0.06025446	0.00010448	0.00779281	0.00074656	0.00044783	0.00221196
1:Ins:T:2	0.00000052	0.04034910	0.00050483	0.00006016	0.05460190	0.00000000	0.00195716	0.00303781	0.00000000	0.00123874
1:Ins:T:3	0.00275253	0.02801118	0.00071965	0.00063530	0.03095715	0.00004756	0.00410558	0.01557672	0.00035945	0.00044565
1:Ins:T:4	0.01248869	0.01565710	0.00200177	0.00236001	0.00812637	0.00045557	0.01517431	0.03527431	0.00068222	0.00421450
1:Ins:T:5	0.93107474	0.00049913	0.00438850	0.00249778	0.00266563	0.00486973	0.02544806	0.04634655	0.00101972	0.15980481
2:Del:R:0	0.00001925	0.02473080	0.00013658	0.00711662	0.00866841	0.00016444	0.01118414	0.01898111	0.09333621	0.00023562
2:Del:R:1	0.00013727	0.01736221	0.00260192	0.00744429	0.01174316	0.00032326	0.00101547	0.00487310	0.20095349	0.00522726
2:Del:R:2	0.00043274	0.00201631	0.00148640	0.00018123	0.01325266	0.00157255	0.00035397	0.00173380	0.04680421	0.00215092
2:Del:R:3	0.00008404	0.00000000	0.00111057	0.00000000	0.00636879	0.00033981	0.00006780	0.00001880	0.01044573	0.00009594
2:Del:R:4	0.00000262	0.00054718	0.00101632	0.00027084	0.00327996	0.00010444	0.00014941	0.00002492	0.00336515	0.00038629
2:Del:R:5	0.00000000	0.02925257	0.00000001	0.00000350	0.00029262	0.00000024	0.00018195	0.00133606	0.00142729	0.00000000
3:Del:R:0	0.00000472	0.02067547	0.00004247	0.01348683	0.00130690	0.00073370	0.00142595	0.00420886	0.00506337	0.00124412
3:Del:R:1	0.00268043	0.00086780	0.00337803	0.00128649	0.00002164	0.00396597	0.00691813	0.01324972	0.10687412	0.00386195
3:Del:R:2	0.00055246	0.00025809	0.00189081	0.00013517	0.00000511	0.00056400	0.00099843	0.00164627	0.01444898	0.00150258
3:Del:R:3	0.00019185	0.00043799	0.00042638	0.00034594	0.00004093	0.00012422	0.00071008	0.00113788	0.00383635	0.00014366
3:Del:R:4	0.00000001	0.00720872	0.00000002	0.00000000	0.00003461	0.00000001	0.00005596	0.00079406	0.00058660	0.00000925
3:Del:R:5	0.00000001	0.01115233	0.00000001	0.00000001	0.00016594	0.00003720	0.00005621	0.00056237	0.00048296	0.00006948
4:Del:R:0	0.00003740	0.01270193	0.00000000	0.00698285	0.00024532	0.00236550	0.00068422	0.00415862	0.00621804	0.00025989
4:Del:R:1	0.00033603	0.00013048	0.00161816	0.00067632	0.00116103	0.00244783	0.00296887	0.00198878	0.05816476	0.00010360
4:Del:R:2	0.00000000	0.00000000	0.00038674	0.00000144	0.00000000	0.00053163	0.00000210	0.00002124	0.01118563	0.00044702
4:Del:R:3	0.00000000	0.00460267	0.00000001	0.00000160	0.00006784	0.00012136	0.00003660	0.00040582	0.00382057	0.00000000
4:Del:R:4	0.00000322	0.00586963	0.00000000	0.00006535	0.00015405	0.00001823	0.00000000	0.00069241	0.00022224	0.00000000
4:Del:R:5	0.00005679	0.00181758	0.00006566	0.00002378	0.00004789	0.00010939	0.00002045	0.00027537	0.00074673	0.00011428
