Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11
DEL,C,1,0,3.73225194126881e-169,0.0411417057250653,0.372033920661209,1.64086893372405e-28,0.125541507299464,0.0267209384813986,0.0210499015608295,0.0068880031850863,0.00794584539590337,2.58135592620671e-71,0.00481759840426648
DEL,C,1,1,2.03144429471435e-264,0.025101793289104,0.106226634138083,0.000727610490526399,0.225956069983055,0.000994700639004599,0.0266568141381511,5.05542945981557e-52,0,3.72624882064868e-276,1.98379678810882e-05
DEL,C,1,2,1.1125369292536e-308,0.00313829938170574,2.46614615655675e-226,0,0.193049107056487,0.00713648205455869,0.0257224815917298,0,0.000383845061195443,0.00462731049387973,0
DEL,C,1,3,0,0.0056330921020562,0.0105903301368034,0.00186419694841027,0.0696448829382357,6.47073665331904e-06,0.0139102476259843,0.00011098733842019,0,0.00337110644146369,0.00248108493156308
DEL,C,1,4,0,0.00101806609190361,0.0134750787104283,0.000693104600457384,0.0477379220541349,0.00214571317040371,0.00250750321592179,0.00059738729929057,0.00208832194733598,0.00283531980732607,0.00385518897908963
DEL,C,1,5+,3.16257579477483e-287,0.000964879881083978,0,0.00346928100848551,0.0244794575298832,0.000861768185146601,0.00236709995470465,0.00208882448938847,0.000880723301123543,0.00080964653634351,0.0145947909052379
DEL,T,1,0,4.44803757103161e-263,0.0347143725001642,0.11297426935248,0.00134348929198833,0.0360900756619314,1.99349227889426e-05,0.105828576320301,0.0033081944960026,0.0229081354575322,0.0341662055695393,0.00789304761941727
DEL,T,1,1,2.72289823437309e-256,1.53779834941068e-31,2.33396577152715e-33,0,0.0020536414064268,4.06987458906925e-297,0.113903780489438,0,0,0.708690288203409,0
DEL,T,1,2,1.19032272293382e-260,0.00861791080226131,0.0935761803574223,0.00101832318427365,0.0144182488209656,0.0112392410921671,0.119336196208496,0,0.0129573962374961,1.26742757912338e-126,0.00700987026274436
DEL,T,1,3,1.89654922589008e-261,0.0084970056795336,0.121466712854498,0.00229858321925397,0.016626184650332,0.0229108163097433,0.0934682501746012,0,0.0202626024980302,0.0473900368939925,0.0202273627877075
DEL,T,1,4,1.33790169495332e-227,4.22556627426054e-22,0.104740080802511,0.00428227136956853,0.0134991245004428,0.0186610232281594,0.0552321671167138,4.95173674191612e-159,0.012243753648805,1.05425326676531e-09,0.0471131185852416
DEL,T,1,5+,2.83305820908018e-205,0.0099786468968115,1.77594606758725e-65,6.88947916540418e-14,0.00874838173195108,5.357135608806e-10,0.0317336676460838,1.98391555317868e-169,1.09881804776887e-99,4.08452631592053e-98,0.814334409880909
INS,C,1,0,0,0,0,0,0,0,0,0,0.692547456046166,0,0
INS,C,1,1,0.192719943918082,3.17327916204327e-36,0,0,0.000581406491142871,0.00203266832919943,0.000262171694809065,0.000241332474366062,0.0180604147869727,0.00119471196853824,0.000213208642541956
INS,C,1,2,0.105010661938015,9.0746718840362e-05,0,0,0.00126580557345394,0,0.00314539338729471,0,1.32424644784061e-107,4.94964092144301e-198,1.91105963707046e-05
INS,C,1,3,0.0375457093732636,0,0,0.00067571836702437,0.00681308527809112,0,0.000122380034647149,0.000219555963977706,0.00193411953003056,0,0.000461552908439093
INS,C,1,4,0.0131518377509127,0,0,0.00162780728339144,0.00792257008538211,4.6534067639538e-05,0,0,0.00155702030242541,0,0.00295323930519391
INS,C,1,5+,0.00158229657983546,1.24075801633007e-07,6.55723424660927e-279,0.0239515894605207,0.00748390603618218,0,0.000405745963994733,0.000148083850861819,0,0.000803152986535304,0.00909519884588501
INS,T,1,0,2.6197697200933e-202,0.00358600051475014,0.00991524535809851,0.00229113803791388,0.0190695821692422,0.00648386403403181,0.00651594120367243,0.000139967520740331,0.0480666959902364,0.0559090342532975,0.00132862821509494
INS,T,1,1,0.333980799708568,0.00245209161492018,0.0116480903164071,0,0.0445834383287126,8.30047740337281e-66,0.0125308463006237,0.000274324879549893,0.00197648541196381,6.12137043052376e-33,0
INS,T,1,2,0.162858190459316,1.11253800657924e-308,0.00157676203749046,8.31669085075941e-05,0.0429260415247678,5.29604277457793e-93,0.0304831210882998,0,0.00140186594603467,1.6454736754766e-208,0.000666095405535638
INS,T,1,3,0.106125504241617,5.46811539892654e-66,0.000905917510526267,0.00422462025402897,0.0264460704361829,0.000651043939576177,0.019465833757268,0,0,0.00959399908099851,0.00108557981134242
INS,T,1,4,0.0466215991900276,2.3143920086205e-21,0.000377950221769642,0.0167516078390933,0.00606191007158428,0.000944724398471353,0.0118503144247405,7.62224390060349e-168,9.93867438753696e-44,0.0146494264551747,0.00349594535737772
INS,T,1,5+,3.18112468274368e-236,0.011999533410971,3.32695653924203e-29,0.898176884372673,7.64999779163598e-09,2.30538447428462e-13,0.000872750748196133,6.91394092973592e-127,3.14939283093502e-66,1.77099963746816e-111,0.0031703541939546
DEL,repeats,2,0,7.42293679956838e-287,0.00879664965467897,0.0118233299173577,0.000541654652467078,0.00664521956223753,0.000947516026328719,0.0290264385481973,0.0731543608491576,0,0.0249868102374582,0.000136250826557468
DEL,repeats,2,1,7.86769928503042e-245,0.0110930847899092,0.00219345228278858,0.000866208416030865,0.00902921751512555,0.0010398739076875,0.0248063276268038,0.236780642993719,0.00720010821732355,0.00193044508326084,0.00346698994678487
DEL,repeats,2,2,3.51296844183652e-251,4.08700354729017e-278,0,0.000303386889922004,0.012989459287915,0.00251050372781858,0.00466177294166849,0.0567863452473554,0.00337032454196972,0.0035461372763181,0.00184189792765348
DEL,repeats,2,3,0,0,0,0.000262213736120355,0.00780327624002683,6.29409727511366e-05,0,0.0137737379913059,0.000543752070034209,0,0.00076363786050291
DEL,repeats,2,4,0,0,0,0,0.00370469982078542,0,0.000658591247759352,0.00333595021011532,0,0,0.000881479350578911
