Type,Subtype,Indel_size,Repeat_MH_size,signeR.1,signeR.2,signeR.3,signeR.4,signeR.5,signeR.6,signeR.7,signeR.8,signeR.9,signeR.10,signeR.11,signeR.12
DEL,C,1,0,0.00489601908736838,1.67930981041805e-06,0.0245046109430929,0.00380339251683366,0.00415059797937673,0.0431975834472307,0.114576421273369,0.0330882861247177,0.00880753526874182,0.352103623172128,0.0131759975848974,0.0125264597553212
DEL,C,1,1,1.54792710328976e-05,0.000625593523092784,0.0228912543842865,1.93720874492578e-05,1.99799020967068e-05,0.0227670866583931,0.203194424175096,0.00542514897081774,0.000663198687925775,0.104260766928022,0.0021255758726864,0.00265936542453748
DEL,C,1,2,7.80090383554527e-07,3.87173621953662e-07,0.0206490862769396,4.49226335415583e-06,4.32953414439149e-06,0.000598056054241538,0.173589110730047,0.00736407948785427,0.000295151642749352,5.82966526765875e-05,0.000444728962606492,0.000527132976347505
DEL,C,1,3,0.00245167361830391,0.00194193786162476,0.0117040591855212,0.00241766861256452,0.00243913805445766,0.00457449545893766,0.0635776368152436,0.000856151577490026,0.000304528034173766,0.0109483641801448,0.000294740917018126,0.0045014893095976
DEL,C,1,4,0.00386062080565379,0.000683893734976908,0.00243776800666721,0.00378127159203386,0.00360848423934465,3.19734008952996e-05,0.0419231214107604,0.00239641200231763,0.00181059282009387,0.0134394950762585,0.00120326391867656,0.00848301399815626
DEL,C,1,5+,0.01453757537571,0.00359781824756277,0.00180419685178921,0.014694792327817,0.0141514039199386,1.17145509706259e-05,0.0218377607184035,0.00112309833830785,0.00246562023978884,1.58358325702263e-05,0.00202849017325862,0.00440663154754805
DEL,T,1,0,0.00792720825132948,0.00117522120116888,0.0968629587826154,0.00755832117415819,0.00759696883840954,0.0337865832274594,0.039920155375981,0.00485438206725862,0.0174485587571954,0.110662741907259,0.00491578793482995,0.00401492229465587
DEL,T,1,1,7.42582466320967e-07,5.21209271215764e-07,0.147906521707102,3.99774245100596e-06,4.61068633741423e-06,0.00782077078537895,0.00611323867027092,3.44393126038542e-05,0.000132130155572859,0.0335171532281405,0.0412473669294281,0.000513813996629808
DEL,T,1,2,0.0070414237586469,0.000853817691578319,0.106178891241922,0.00683936718953196,0.00672440685208826,0.00696487226286654,0.0202813516781089,0.0124016702605467,0.0104867232104833,0.0913355824672363,8.65338788591815e-05,0.00584370269586235
DEL,T,1,3,0.0203104502682534,0.00201853459510784,0.0870700515609301,0.0199791998698978,0.0196263249728238,0.00852288851141607,0.0209509164037665,0.0232281610178,0.0167294976740555,0.119378644560944,0.000516779878235879,0.00349710963100581
DEL,T,1,4,0.0471734721030365,0.00416015233846327,0.0485621046922916,0.0472988942857399,0.0451305246975058,4.90666455367464e-06,0.0170091371334403,0.0188644652712456,0.013728606551124,0.100013128737709,0.000145729090625916,0.00633125186596603
DEL,T,1,5+,0.816228107066711,1.37425125602793e-06,0.0221100037421145,0.825822091416683,0.768590268846727,0.000289939145186134,0.00755743483804324,0.00641898194552997,0.0498200306987753,3.57887141961877e-05,0.00016182178206149,0.606828147648912
INS,C,1,0,7.70097702143043e-07,3.89001752187143e-07,0.000549487618031101,4.19828080124369e-06,4.41754124599065e-06,0.00275910263557305,0.001967853234479,0.00182577800036248,0.443293728848703,8.27322104554984e-06,0.000161658832264812,0.000545190593409594
