Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14
DEL,C,1,0,0.011602139985438,0.00568969797168898,0.0466967162556261,0.0135283340600779,0.201708532976209,0.0176868447149638,0.0746900229475812,0.0202846156450714,0.0153601446677505,0.0108300171976662,0.0328869800824158,0.317822150720797,0.312947670970391,0.00544196188730525
DEL,C,1,1,0.000450783371375078,0.0012341992453389,0.000822616419852001,0.00728087620421019,0.121554592599985,0.0237354367861331,0.000732669035014192,0.0315128357307448,0.0139568650532552,0.00187018352533773,0.0115415999631343,0.00308129081101543,0.00284000182490077,0.0343456688683121
DEL,C,1,2,2.19657966703729e-05,0.000172976043728344,3.33091247373189e-05,0.00701219052909823,0.115318521925291,0.0207223731357849,0.000171513159457104,0.0244401377111011,0.0303626980218962,0.00359663534095334,0.00178268429375805,0.0408163780322387,0.00409462110497742,0.0300603609013052
DEL,C,1,3,0.00551317269444737,0.0149102315026399,0.0206507651284394,0.00126315285511548,0.0605036716673424,0.0132054510116829,0.0524425672793351,0.0147917638667279,0.00937543557665327,0.00128857149064825,0.00634368856890342,0.0609949212958582,0.132510607235732,0.0106879878646146
DEL,C,1,4,0.0132526031084187,0.00418966185914652,0.00901666110523245,0.00127981673243137,0.0501918720019349,0.00262350907761868,0.00595106685582956,0.00307506664843544,0.00216654686089607,0.00163787297125199,0.00123840969537482,0.0517863789785811,0.0183060358593002,0.00186455140157381
DEL,C,1,5+,0.031656145157737,0.0062911690570742,0.22180367720841,0.00111493205162149,0.0271079570953719,0.00304431898318005,0.00392985023822738,0.00163499616388231,0.00274630128848519,0.00172812311456587,0.00171665201155874,0.0298955868900035,0.0104133400246362,0.00337515406250988
DEL,T,1,0,0.0332426086709336,0.0486794037728199,0.0450214457230786,0.011050317480397,0.0410601501660792,0.106572798233094,0.0121176246043103,0.0832038338902223,0.245084869352872,0.0183007235053156,0.0287512986348833,0.0526948676697896,0.00739084812263333,0.0180324242328477
DEL,T,1,1,2.91531345514875e-05,0.00014778830402755,7.58377393572885e-05,0.00217822156084915,0.0112895639853744,0.096295508325858,4.83755065135421e-05,0.06741592734237,0.0289422235910446,0.022509054262063,0.00731309866927624,0.00954291662723573,0.00153976002554861,0.00379230793540435
DEL,T,1,2,0.020386439738452,0.0113262892632859,0.0267326544219945,0.0131294328235253,0.00915299763514284,0.0802772231397807,0.101939505989327,0.0840432935390636,0.111492863086047,0.0118612086499748,0.00671375033765444,0.00918709188984575,0.110896938728957,0.136763265177132
DEL,T,1,3,0.0764470695366057,0.00890007264993837,0.0223688616785063,0.0126733172218231,0.0136350497576969,0.0635831725836384,0.0206809688118712,0.156881625678376,0.00946232265753343,0.00634759341307658,0.0108282639897585,0.018152108766285,0.00429992244171723,0.205081692633442
DEL,T,1,4,0.477177658394391,0.0142228793288772,0.00445717725391248,0.015047068488639,0.0165016587089226,0.0446127308277033,0.0088676701212642,0.051170898159652,0.0429318044453318,0.00760441022366994,0.0011456835118609,0.0260319863726696,0.0216136685067749,0.00908257750529343
DEL,T,1,5+,0.0172439579522968,0.0147524287960807,0.0110845034650412,0.0178048112070405,0.0069951257292615,0.0183782814855858,0.00909107700589038,0.0318017354468501,0.026370152963869,0.0165826281844512,0.00904773394066798,0.00609318318034131,0.00565719239016379,0.0215782321524508
INS,C,1,0,1.71204003460259e-05,8.95226892980025e-05,2.49818435529892e-05,0.000927760079788502,0.00310525497959338,0.000323895048907453,2.46275305887123e-05,0.000438962968549023,0.00132400085943648,0.000392755253310425,0.00304132515644499,0.00437210182644081,0.00605638943382454,0.00137787188319692
INS,C,1,1,0.00102274202916153,0.000806311137168789,0.00182248496777045,0.00210047399702547,0.00214448154269363,0.00131224290338484,0.00185410123146449,0.000816737701824452,0.0010488837977354,0.000195541977180084,0.00163956751758707,0.00310400302829564,0.00273735115653086,0.00128306418481181
INS,C,1,2,6.8320088173292e-05,0.000321067814499277,0.000137697542440881,0.000636683931750537,0.00123765639125903,0.00299151729683822,0.000416908910680344,0.00283523381397855,0.00135671666046842,3.67685769056568e-05,0.00107393779815215,0.000937509857733195,0.000764177197864866,0.00230066681414531
