Signature,NumberOfPostSamples
low confidence hdp.1,2198
low confidence hdp.2,1757
low confidence hdp.3,1368
low confidence hdp.4,1200
low confidence hdp.5,1005
low confidence hdp.6,800
low confidence hdp.7,644
low confidence hdp.8,409
low confidence hdp.9,400
low confidence hdp.10,200
low confidence hdp.11,200
low confidence hdp.12,65
low confidence hdp.13,24
low confidence hdp.14,21
