Signature,NumberOfPostSamples
low confidence hdp.1,3400
low confidence hdp.2,2925
low confidence hdp.3,2800
low confidence hdp.4,1400
low confidence hdp.5,1305
low confidence hdp.6,1000
low confidence hdp.7,800
low confidence hdp.8,800
low confidence hdp.9,568
low confidence hdp.10,400
low confidence hdp.11,199
low confidence hdp.12,141
low confidence hdp.13,69
low confidence hdp.14,40
low confidence hdp.15,19
low confidence hdp.16,9
low confidence hdp.17,4
