"ex.sig","gt.sig","sim"
"SBS96B","SBS3",0.923631525341669
"SBS96C","SBS40",0.922132832556674
"SBS96D","SBS4",0.98337056238519
"SBS96E","SBS1",0.999428492446198
"SBS96F","SBS7a",0.925267733073785
"SBS96G","SBS12",0.960667889341055
"SBS96H","SBS2",0.998231519517408
"SBS96I","SBS17b",0.99957475787352
"SBS96J","SBS7b",0.981545767002678
"SBS96K","SBS18",0.987899831460682
"SBS96L","SBS44",0.994201762297186
"SBS96M","SBS17a",0.999697383727709
"SBS96N","SBS13",0.998461598164383
"SBS96O","SBS7c",0.996332643131711
"SBS96P","SBS7d",0.961381735382458
"SBS96Q","SBS22",0.984071158283218
"SBS96R","SBS28",0.937333348840936
