# Original paramaters
"","SBS1","SBS5","SBS17a","SBS17b","SBS18","SBS28","SBS37","SBS40","SBS44"
"prob",1,0.94,0.08,0.08,0.68,0.1,0.14,0.6,0.18
"size",1.52117746687128,0.653303679590491,5.92113644535765,3.71437498200524,3.81452166372508,5.96894128013035,0.921218828157892,3.31865050353726,1.47973448127549
"mu",4794.08479617331,9179.00632789503,1095.39518398199,3339.24853989426,3907.45343776242,529.119406001262,5385.38874425138,7745.55529124503,37303.8744810246
# Parameters derived from synthetic exposures
"","SBS1","SBS5","SBS17a","SBS17b","SBS18","SBS28","SBS37","SBS40","SBS44"
"prob",1,0.933333333333333,0.05,0.05,0.683333333333333,0.133333333333333,0.116666666666667,0.6,0.183333333333333
"size",1.22094512005155,0.612693950867238,7.85838372165115,4.85337277074381,5.04950118603149,4.72178677018579,16.5596184006272,4.26344672559962,1.44768551784026
"mu",5483.08895392033,10565.2538086973,908.039602806695,3392.44563866618,4141.67509397824,430.849892831789,2313.16038961965,7795.47207259468,44299.7018168426
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS5","SBS17a","SBS17b","SBS18","SBS28","SBS37","SBS40","SBS44"
"prob",0,0.0066666666666666,0.03,0.03,-0.0033333333333333,-0.0333333333333333,0.0233333333333333,0,-0.00333333333333333
"size",0.300232346819729,0.040609728723253,-1.9372472762935,-1.13899778873857,-1.23497952230641,1.24715450994456,-15.6383995724693,-0.944796222062355,0.0320489634352292
"mu",-689.004157747017,-1386.24748080224,187.355581175294,-53.1970987719183,-234.221656215817,98.2695131694729,3072.22835463173,-49.9167813496506,-6995.82733581804
