# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS8","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS37","SBS40","SBS41"
"prob",1,0.893939393939394,0.409090909090909,1,0.0101010101010101,0.0202020202020202,0.893939393939394,0.0202020202020202,0.0202020202020202,0.419191919191919,0.00505050505050505,0.00505050505050505,0.0606060606060606
"size",5.66532467930711,0.518462976870216,2.38750878409505,3.27758638511243,16.0049897410025,1.1457738243806,0.477541459771404,0.917913329560626,0.946085825222416,2.77220048101647,1.07410850825768,1.49482911557932,6.69839849951604
"mu",416.53328672555,1240.70794877397,4760.33143004476,2023.80468418767,3026.4415243103,2874.49256136976,1284.26601298583,804.504267915753,1670.17535920336,696.014047492146,830,4190,554.472074030771
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS8","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS37","SBS40","SBS41"
"prob",1,0.933333333333333,0.5,1,0.0166666666666667,0.05,0.816666666666667,0.0333333333333333,0.0333333333333333,0.433333333333333,NA,NA,0.05
"size",5.12790625660834,0.521450122768136,1.78524512294247,3.70383033968196,1.86177710185383,1.32460962303552,0.49739484031551,4.25116600747316,0.868506447421588,1.97921192073439,NA,NA,7.40074771231944
"mu",407.46850414455,837.299855115892,4838.863868841,2213.78086038734,2468,5438.07260515761,1151.60160699422,622.935119069143,181.042034373842,846.267208477762,NA,NA,722.007833560051
# Some signatures not represented in the synthetic data:
# SBS37 SBS40 
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS8","SBS9","SBS13","SBS17a","SBS17b","SBS18","SBS37","SBS40","SBS41"
"prob",0,-0.0393939393939394,-0.0909090909090909,0,-0.00656565656565656,-0.0297979797979798,0.0772727272727273,-0.0131313131313131,-0.0131313131313131,-0.0141414141414142,NA,NA,0.0106060606060606
"size",0.537418422698771,-0.00298714589791926,0.602263661152582,-0.426243954569536,14.1432126391487,-0.178835798654918,-0.0198533805441065,-3.33325267791254,0.0775793778008276,0.792988560282077,NA,NA,-0.702349212803407
"mu",9.06478258099946,403.408093658077,-78.5324387962428,-189.976176199668,558.441524310302,-2563.58004378785,132.664405991613,181.56914884661,1489.13332482952,-150.253160985616,NA,NA,-167.53575952928
