# Original paramaters
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS7a","SBS7b","SBS7d","SBS13","SBS16","SBS17a","SBS17b","SBS18","SBS40"
"prob",0.964285714285714,0.946428571428571,0.0714285714285714,0.0892857142857143,1,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.946428571428571,0.0535714285714286,0.0357142857142857,0.0357142857142857,0.321428571428571,0.392857142857143
"size",3.92957735161072,0.656325687380311,2.24259054007881,1.22329004456018,1.11738296565503,0.758039284751697,0.879368420600208,1.12922895844111,0.581841852175754,7.67158871400965,217230228.074628,3.25379181456525,2.21672384355947,2.38173132704879
"mu",742.405750798559,2499.87206538837,6571.50226253725,22424.1397643574,4972.90262736163,539,1464,155,2830.72633792806,1129.35395494441,22.0000539083402,157.470228254098,1110.97013507827,5677.88687676457
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS7a","SBS7b","SBS7d","SBS13","SBS16","SBS17a","SBS17b","SBS18","SBS40"
"prob",0.95,0.966666666666667,0.0333333333333333,0.0666666666666667,1,NA,0.0166666666666667,0.0166666666666667,0.983333333333333,0.0333333333333333,0.0166666666666667,0.0166666666666667,0.216666666666667,0.383333333333333
"size",3.8924092432651,0.812690063791515,3.24437852658103,1.42815764536424,1.27681874152326,NA,0.879368420600208,1.12922895844111,0.623640764804125,59.4399821217829,0.549475670777559,0.560829752773609,2.53036966338305,3.18418250216718
"mu",748.513279743121,2023.98866389536,4596.13207635118,12971.3562601157,4016.9903494841,NA,3020,64,2338.64570991747,1030.00704825735,21,87,1166.66075884606,6357.15538690177
# Some signatures not represented in the synthetic data:
# SBS7a 
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS7a","SBS7b","SBS7d","SBS13","SBS16","SBS17a","SBS17b","SBS18","SBS40"
"prob",0.0142857142857143,-0.0202380952380953,0.0380952380952381,0.0226190476190476,0,NA,0.00119047619047619,0.00119047619047619,-0.0369047619047619,0.0202380952380952,0.019047619047619,0.019047619047619,0.104761904761905,0.00952380952380949
"size",0.0371681083456226,-0.156364376411204,-1.00178798650222,-0.204867600804069,-0.159435775868233,NA,0,0,-0.0417989126283711,-51.7683934077732,217230227.525152,2.69296206179164,-0.313645819823583,-0.802451175118392
"mu",-6.10752894456255,475.883401493014,1975.37018618606,9452.78350424173,955.912277877528,NA,-1556,91,492.08062801059,99.3469066870648,1.00005390834021,70.4702282540984,-55.6906237677936,-679.268510137205
