# Original paramaters
"","SBS1","SBS2","SBS3","SBS5","SBS6","SBS8","SBS9","SBS13","SBS26","SBS30","SBS36","SBS39"
"prob",0.963855421686747,0.337349397590361,0.566265060240964,0.963855421686747,0.0120481927710843,0.072289156626506,0.0240963855421687,0.27710843373494,0.0120481927710843,0.313253012048193,0.373493975903614,0.0240963855421687
"size",1.12698973133741,0.712839429947915,2.25672806054719,1.9505046709582,1.02556593947049,1.90669365444123,1.06659914496836,0.617093339933229,0.697469350387714,1.76327753154317,0.442198705157471,0.9362454951349
"mu",164.716636598538,305.285042650522,753.772500760803,1387.30485157354,4768,1659.59268386814,967.075614835674,269.747548453546,607,273.403533861412,1609.35687663464,1483.891528123
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS6","SBS8","SBS9","SBS13","SBS26","SBS30","SBS36","SBS39"
"prob",0.983333333333333,0.383333333333333,0.75,0.983333333333333,0.05,0.0833333333333333,0.0333333333333333,0.25,NA,0.266666666666667,0.333333333333333,NA
"size",1.42503980483708,0.896647007643671,3.64178277017234,2.50652579205708,1.02516620763262,4.29833087158229,1.26286932823066,0.522257641260529,NA,1.75768698044005,0.47296492902035,NA
"mu",161.901596489869,313.611136968603,856.133166587732,1563.64113439053,1141.09327463539,1028.86441458948,613.577416828077,138.465167740502,NA,350.96403983253,1807.20940654674,NA
# Some signatures not represented in the synthetic data:
# SBS26 SBS39 
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS3","SBS5","SBS6","SBS8","SBS9","SBS13","SBS26","SBS30","SBS36","SBS39"
"prob",-0.0194779116465863,-0.0459839357429719,-0.183734939759036,-0.0194779116465863,-0.0379518072289157,-0.0110441767068273,-0.00923694779116466,0.0271084337349398,NA,0.0465863453815261,0.0401606425702811,NA
"size",-0.298050073499669,-0.183807577695755,-1.38505470962515,-0.556021121098879,0.000399731837874118,-2.39163721714106,-0.1962701832623,0.0948356986726999,NA,0.00559055110312023,-0.0307662238628797,NA
"mu",2.81504010866888,-8.32609431808027,-102.360665826929,-176.336282816995,3626.90672536461,630.728269278654,353.498198007597,131.282380713044,NA,-77.5605059711183,-197.852529912102,NA
