# Original paramaters
"","SBS1","SBS2","SBS5","SBS13","SBS26","SBS40","SBS44"
"prob",1,0.404255319148936,1,0.404255319148936,0.0851063829787234,0.74468085106383,0.170212765957447
"size",1.47206267212483,0.682077748034386,0.742699705772764,0.62568622369562,0.943110710828161,2.92412787642841,6.13871788693399
"mu",1650.6623769632,2029.27200167958,4871.41945097485,3149.24621216635,27098.78119426,4170.46315000468,17462.5136500985
# Parameters derived from synthetic exposures
"","SBS1","SBS2","SBS5","SBS13","SBS26","SBS40","SBS44"
"prob",1,0.366666666666667,1,0.416666666666667,0.1,0.7,0.15
"size",1.48080552313792,0.861006876332342,0.59925400819854,0.452279443555252,1.15768193477749,2.9743055512071,6.36377828526021
"mu",1665.42729951107,1845.22933065728,4924.74746625508,4058.06979919604,20864.2940142346,3494.64051589119,18114.714772191
# Difference between original parameters and parameters derived from synthetic exposures
"","SBS1","SBS2","SBS5","SBS13","SBS26","SBS40","SBS44"
"prob",0,0.0375886524822695,0,-0.0124113475177305,-0.0148936170212766,0.0446808510638298,0.0202127659574468
"size",-0.00874285101309691,-0.178929128297956,0.143445697574224,0.173406780140368,-0.214571223949331,-0.0501776747786868,-0.22506039832622
"mu",-14.764922547874,184.042671022299,-53.3280152802336,-908.823587029685,6234.48718002543,675.822634113486,-652.20112209252
