"ex.sig","ref.sig","sim"
"SBS96A","SBS7a",0.988135753332743
"SBS96B","SBS7b",0.998956646850639
"SBS96C","SBS4",0.986972808837432
"SBS96E","SBS2",0.999907596855049
"SBS96F","SBS3",0.950379863338282
"SBS96G","SBS40",0.930600728261015
"SBS96H","SBS17b",0.99962042868089
"SBS96I","SBS1",0.999997024466849
"SBS96J","SBS44",0.998407987252168
"SBS96K","SBS7c",0.999959296003019
"SBS96L","SBS18",0.99441262340815
"SBS96M","SBS12",0.99492091103024
"SBS96O","SBS16",0.977799690996827
"SBS96P","SBS17a",0.999990504955931
"SBS96Q","SBS7d",0.999057493904991
"SBS96R","SBS13",0.999981504998736
"SBS96S","SBS22",0.994103745053952
"SBS96T","SBS41",0.983282584487787
"SBS96U","SBS28",0.992544000816918
