Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11
DEL,C,1,0,0.376335835309091,3.68243023582795e-56,3.98193428844942e-93,0.00155741949376783,0.00603330006746715,0.0364552269183801,0.00483638271899043,0.0217355177780001,0.110699983659224,0.0247176050954965,2.72116000181962e-49
DEL,C,1,1,0.107665447798885,0.000682969105178926,1.43737765318572e-122,0,3.43647947418267e-32,0.021529851400332,3.11699594579812e-05,0.0271722824530814,0.233881007452443,0.000498098651800507,0
DEL,C,1,2,0,0,0.0053533419813789,3.74866536184497e-181,0,7.73528932647349e-46,0,0.0259962189724558,0.206030699876778,0.00738030373888082,0
DEL,C,1,3,0.0105904479461522,0.00188201435041317,0.00373197802236238,0,0.000228584809389344,0.00467246616610265,0.00248338770151925,0.0141717336061584,0.0737223464976165,6.30941885599548e-105,6.66796403213339e-277
DEL,C,1,4,0.013744223501391,0.000618083123740791,0.00262502793177433,0.0018274957501716,0.000586387530877348,0.000398417994601155,0.00388852692204837,0.00234994680612818,0.0499208899869498,0.00206284051803097,0
DEL,C,1,5+,1.61964513042664e-260,0.00338227430381335,0.000284250884037136,0.000232888646463144,0.00198266318797876,0.000426430999475123,0.0146281672719938,0.00298159586721875,0.0254929756708918,0.00101956899332175,4.14409828174743e-218
DEL,T,1,0,0.114522711536489,0.00124455322874001,0.0340590749639732,0.0211916304014123,0.00273016336301679,0.0343024110981833,0.00792487130157008,0.10885260369387,0.0326586834568702,3.21283245858332e-66,0.000226029988232687
DEL,T,1,1,1.92086023738891e-08,0,0.712751926035269,0,0,4.2974244508485e-29,0,0.0880233828806324,5.97572098343916e-10,0,0
DEL,T,1,2,0.0953227771600408,0.000856705869566482,2.2235691260907e-20,0.0116647231595031,1.84691397609178e-299,0.00775118185825044,0.00706828552392398,0.124197967400702,0.010981299875773,0.0108902747638465,9.32772510356094e-179
DEL,T,1,3,0.123180677339161,0.00225364389533604,0.0480757826001261,0.0181862032734198,0,0.00763942122427365,0.0202651670750637,0.094975334864883,0.0112680843980587,0.0223204110924591,2.11408049190377e-128
DEL,T,1,4,0.105126738632308,0.00432962610350526,2.83318724627218e-16,0.00914978548604437,4.16445625423589e-197,2.77415541096681e-26,0.0471484846572208,0.057198917848282,0.00865831174744547,0.0178169392230081,0.000238144700930463
DEL,T,1,5+,8.82967085040698e-75,1.47636339295479e-30,1.76443945098533e-70,5.5297160786056e-206,1.04463857885915e-126,0.0111138536933259,0.814945361742874,0.0316303886108899,0.00857425990568263,5.42002802083166e-16,2.54930220539354e-118
INS,C,1,0,0,0,0,0.702486603299891,0,0,0,0,0,0,0
INS,C,1,1,0,0,5.95869367311811e-193,0.0179465188888321,8.36899020022579e-279,2.05263101510021e-123,0.000208704922905015,0,0,0.00190737872599681,0.177694336330499
INS,C,1,2,0,0,8.61130557154584e-212,0,0,0,1.90350107120598e-05,0.00298731769924811,0.000854811918130175,0,0.100070817819485
INS,C,1,3,0,0.000606602514009977,0,0.00193451234309923,0.00021425511042912,0,0.000478388059782737,0,0.0067202938409455,0,0.0376295350380736
INS,C,1,4,0,0.00173600560255385,0,0.00111317269322662,0,0,0.00293109640533471,0,0.00825663093124563,0.000158031416801722,0.0118877805798298
INS,C,1,5+,4.40136450516095e-99,0.0244027029436171,0.00015435565098788,0,7.69880343474011e-05,9.34720162546624e-146,0.00904696908476147,0.000352851678324591,0.0076940065521209,0,0.00145990423754249
INS,T,1,0,0.010373622044297,0.00231268706723593,0.0555606915387245,0.0489236271535814,4.7291754403002e-66,0.00331382900426342,0.00132523919607381,0.00445735852106269,0.0192875246942845,0.00634784260334321,0.000379444978099936
INS,T,1,1,0.0113398018689638,0,1.05010157638736e-150,0.0010482178600633,1.24551377002114e-292,0.00238976726102907,0,0.012134224985558,0.0450914330940871,1.07460868569031e-96,0.327815417850955
INS,T,1,2,0.000481264451959871,6.65091246145023e-05,2.59076975568258e-59,0.00104380779699216,0,0,0.000672207961812282,0.0305890434043423,0.0450820313602633,0.000101628306585261,0.169507957019397
INS,T,1,3,0.000402876218834049,0.00426388327589385,0.00976817792036506,0,0,6.69271563306469e-44,0.00108798397804367,0.0189529783290798,0.0276128787284738,0.00057768947329514,0.112526768652544
INS,T,1,4,1.90878766187937e-12,0.0168476818593566,0.0148273889772085,1.04963930707876e-198,5.25779215115481e-242,5.82483083850967e-41,0.00348566787836217,0.0113060005112395,0.0061180916539396,0.00102646026933419,0.0503487273880818
INS,T,1,5+,1.88385320682758e-35,0.900448888580005,2.69076814993212e-76,6.48883602516271e-152,2.00342817854883e-113,7.22878606569664e-05,0.00316295478528401,8.8280841991262e-10,7.41762634364613e-17,9.58433005427303e-20,4.41875107241352e-142
DEL,repeats,2,0,0.0120026168688244,0.000175188377607372,0.0255161287442138,0,0.0745161483191775,0.00937640886307368,0.000106471849563918,0.0291731480700374,0.00640954439435194,0.000817754180934104,0
DEL,repeats,2,1,1.24791525343637e-07,0.000103635714126653,0.00299857720914895,0.00561395215972887,0.237070446444212,0.0119347726826044,0.0033051587571248,0.0255694877772994,0.0101214794795298,0.00124605297183275,0.00203927188755827
DEL,repeats,2,2,0,7.04382991431258e-17,0.00378788748020279,0.00310332188134595,0.0577050330712662,1.2755789131433e-289,0.00184170281547276,0.0046829547342501,0.0139737644582862,0.00231967573771563,0
DEL,repeats,2,3,0,0.000101772925749283,0,0.00067923457290422,0.0141686259297088,0,0.000779231749683055,0,0.00812489394613409,0.000199065667273671,0
DEL,repeats,2,4,0,0,0,0,0.00275277324280688,0,0.000865059966740186,0.000838814769362863,0.00378329371141523,0,0
DEL,repeats,2,5+,0,0,0,0,1.20837602665734e-179,0,0,0.0268082040321578,0,0,0.00392803247313193
DEL,repeats,3,0,0.00188088794007932,7.13393352529115e-05,0.00115565308610572,0.00114006965208722,0.00476558554194273,0.0122245108770468,1.19243387791598e-05,0.0184632261391215,0.000327450984386676,1.26153825166451e-24,0
DEL,repeats,3,1,0.00375140931116858,0.00468894586752782,4.72691917159923e-06,0.00344535887683223,0.100536962404017,0.00156092558576013,0.00487017444673256,0.006133992886049,1.809443830454e-23,0.00560040416020378,9.11720193799552e-08
DEL,repeats,3,2,4.84422543310921e-191,0.000420915609238537,0.00068175064384487,0.00103627490359386,0.0237996501852176,0,0.00234939555289777,0.000675544066101729,0,0.000758653787159546,1.32872079046615e-11
DEL,repeats,3,3,0,0.00010870585573003,0,0.000563633843390885,0.00448408406554061,0,0.000454495917849905,0.000216871068289402,0,0,0
DEL,repeats,3,4,0,0,0,0,0,0,0,0.00713637576146034,0,0,0.000542247653897369
DEL,repeats,3,5+,0,0,0,0,0,0,0,0.0104637126151169,0,0,0.001028965851276
DEL,repeats,4,0,0.000321467845475656,2.70211254171092e-05,0.00111057648907147,0,0.00755828134321587,0.00743799197717456,8.43532040866303e-06,0.0116804356950869,2.53790965043576e-35,0.00205835946946993,0
DEL,repeats,4,1,0.00382657210501342,0.000497579689486817,0,0,0.0660016510022154,0.00196940473657717,0.00206773026857632,0.00280335871634095,0.000522382195418839,0.00290061093963995,0.000161677014711779
DEL,repeats,4,2,0,0,0,0.00043538022039791,0.0152531172318942,0,0.000472521375240705,0,0,0.000293643602723483,0
DEL,repeats,4,3,0,0,0,0,0.00332843096358938,0,5.13784648991707e-07,0.00463887132024835,0,0,0
DEL,repeats,4,4,0,0,0,0,0,0,0,0.00563176790845826,0,0,1.86463767708144e-05
DEL,repeats,4,5+,0,0,0,0,0.00017739265241868,0,0.00020214288815482,0.00140804935844569,0,0,0
DEL,repeats,5+,0,2.08771531947982e-254,0,0.00630638544945255,3.26562416829176e-70,0.00146794494228449,0.260413693236616,0,0.0124802441829376,0.000229190256075402,1.06232865097829e-59,0.000829511810785704
