Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16
DEL,C,1,0,1.37254665526434e-71,1.97773944247403e-61,2.12790200514119e-79,3.63894000900413e-110,9.00826534545692e-172,2.4740838356406e-184,0.00336472753468223,0.0258214075535429,5.78965876646335e-15,0.0811810971856058,0.733742683879874,0,0.0153320568926291,0,0.00959468343842991,0.00183633139632387
DEL,C,1,1,1.03131596473771e-172,0.0140605846017178,0,9.03743064002909e-163,0,0,0,0,0.0164248499504521,0.257528225893186,0.169189701895669,0,1.73381774722227e-120,0.000497630863951401,0,0
DEL,C,1,2,2.37337424850239e-51,0.0174021441913099,0,0,0,0,0,0,0,0.242258585060443,0,0,0.00580642282778797,0,0,0
DEL,C,1,3,0.00378204266554152,0.0191594887617843,4.08051072804345e-167,1.64952998302748e-47,0.000167422191278871,1.80493596552916e-91,0.00170727978049997,0.0285549762084309,0.00492922651581786,0.0767968843442795,0.0153585526487508,0,0,0.00140387784264198,1.8521302748175e-143,0
DEL,C,1,4,0,0,2.36328058480857e-10,0,0.000424275752473035,0,0.002655268294365,0.0052779287239697,0,0.0444267875820732,0.0195346892637217,0,0.00176948236249424,0.000287696473700403,0.0715276817032398,0.00117444887839742
DEL,C,1,5+,0,0,0,0,0,0,0.00962171064436563,5.51331076702594e-184,0,0.000960601888342046,1.09102926190076e-244,0,0,0.000819783408452,0.39009176166738,0
DEL,T,1,0,0.000124787460552063,0.100185444016319,0.0140559192715043,1.29061089404654e-14,4.35636948664568e-126,0.988905599449448,0.00605626409664448,0.0169859337955705,0.00187957804026211,0.0336325407828156,3.62812229350623e-67,0,1.69927800394512e-121,1.32945474397174e-208,0.0352950056319538,5.87754203903621e-166
DEL,T,1,1,0.765961597691611,1.68670915894566e-27,0,0,0,0,0,0,0,1.11276042339714e-62,0,0,0,0,0,0
DEL,T,1,2,2.0821230282177e-204,0.143264661279017,0.0132083819633794,0.380618573220711,0,1.98444815141797e-274,0.00338180392065613,0.0186209285678754,0.00177196242927301,0.0239387478849465,2.1325425626902e-159,0,3.17886624358736e-113,1.19650561541419e-31,2.85749798259792e-186,0.000390087799007587
DEL,T,1,3,0.0307045617333224,4.21148342122103e-70,0.0219063571712565,0.567204429036429,6.0814798207972e-190,2.24122004996192e-150,0.00966852120027513,4.02698959100976e-52,9.4598453854093e-154,1.09281631414324e-227,1.5199206617859e-175,1.11258034774005e-308,3.75987317023522e-09,0.000145104456436453,0.347034427303354,0
DEL,T,1,4,7.27978345636272e-123,1.79966562327952e-78,0.903497756158296,8.59937132139589e-99,8.50149846272054e-267,2.27087127435621e-266,0.0284153238738415,4.87640053241768e-172,1.64327003955998e-210,7.06784428060278e-81,4.37195362009077e-156,0,3.82200590405146e-91,5.06310066319762e-63,1.76098257306923e-205,0
DEL,T,1,5+,5.82711729701189e-122,0.00133224355524271,6.3004106516807e-118,1.44642990476105e-125,1.04828491218057e-270,4.46246624249583e-284,0.882772055624228,7.46096950041306e-75,2.99104985296597e-108,1.24720177810945e-56,4.13734322351649e-254,4.78758116984315e-248,6.0892552287327e-127,3.02911801733078e-73,9.74718121695532e-159,0
INS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760706146472673
INS,C,1,1,0,0,0,0,0,0,0.000195438579879901,1.56330852968124e-39,0,0,0,0.168013206617105,0.00121637127756915,0,0.00224775978626548,0.0230809476691795
INS,C,1,2,0.000810405603989314,0.00445755171173548,0,0,0,0,1.43320871217353e-05,0,9.59815250123702e-05,0.00089693822159635,0,0.100784404349179,0,0,9.94770745261387e-05,0.000238774535581145
INS,C,1,3,0,0,0,0,0.000230719559999282,0,0.000294924769838315,0.00716427586977407,0,0.0067254221797884,0,0.0379033136670257,0,0.000634028422860213,0.000363941707146767,0.00180820777466112
