Type,Subtype,Indel_size,Repeat_MH_size,low confidence hdp.1,low confidence hdp.2,low confidence hdp.3,low confidence hdp.4,low confidence hdp.5,low confidence hdp.6,low confidence hdp.7,low confidence hdp.8,low confidence hdp.9,low confidence hdp.10,low confidence hdp.11,low confidence hdp.12,low confidence hdp.13,low confidence hdp.14,low confidence hdp.15,low confidence hdp.16,low confidence hdp.17,low confidence hdp.18,low confidence hdp.19,low confidence hdp.20,low confidence hdp.21
DEL,C,1,0,0.105639326774916,0.00247753427903312,0.0199059951751735,0.008604006980284,0.0193751430265376,0.0164864333130938,0.0134412639212415,0.207712550726777,0.0171748880878656,0.0168859672291404,0.0287736730837356,0.0250347765428649,0.00213983773072204,0.0211561449423155,0.0451650370220744,0.00877801812235999,0.00876136734147058,0.00675050081645708,0.311385562521116,0.0718679184202007,0
DEL,C,1,1,0.313102370579438,0.000388349647271469,0.0280405481184498,0.000667469552767669,0.0307633187044495,0.0296829577718002,0.00729929457683562,0.116441491954642,0.0238829500772115,0.0156414103289687,0.0107842512347631,0.0347275905464914,0.0032920042026777,0.00793217914893887,0.00169171627140684,0.0836519791524731,0.00029860960909581,0.0205713516152383,0.00844626299786028,0.00291356426027841,0
DEL,C,1,2,0.147065010818367,1.00633346282265e-05,0.0261664973141167,6.54990894739192e-05,0.0252747629580675,0.0150263905048456,0.00700044204707308,0.109724458353262,0.0208035191013841,0.0305164820179789,0.00156584053482772,0.0128372355809926,0.000320590670811479,0.0360062370810122,0.000107310360499688,0.00602943180269792,1.45269539560124e-05,0.00141406999646483,0.0834866173655167,0.000971188086759469,0
DEL,C,1,3,0.0535311735364699,0.0025702773050431,0.0156677418328702,0.00444850293539632,0.0143618476114023,0.0125972683453018,0.00124399053673528,0.0597554398915023,0.013609814055692,0.0117871180804494,0.00527402325146118,0.0143170233726924,0.0232925221876043,0.0191585018311376,0.0106615999343513,0.00748569287368851,0.00453402374027098,0.00109422083059778,0.0562145726190923,0.010359339592101,0
DEL,C,1,4,0.0378138281865413,0.00207540833409581,0.00279365592156389,0.0156073071693773,0.00298781142310081,0.00489148685732506,0.00127354780436577,0.0499117535641456,0.00253361688164845,0.00253375216903641,0.00146719032329423,0.00975578912157104,0.00227213388090407,0.0016629395100464,0.0125742493009046,0.00398768565199619,0.0092423709280141,0.00324899415854418,0.0604752430646796,0.0365814179346067,0
DEL,C,1,5+,0.0217552761115809,0.0078787345132832,0.00238651104782261,0.0328030088540238,0.00160203196339841,0.00187320006919875,0.00102840769828682,0.0272584919048829,0.00293706615923412,0.0029778969409214,0.00135354574275417,0.00364618284098859,0.00975981598935471,0.00246182749858777,0.259097709239422,0.00195232661125494,0.0271508769437871,0.00230628082756763,0.0418183865760727,0.375202330851408,0
DEL,T,1,0,0.0293418611582214,0.00574478184281952,0.146762150122873,0.0415413971160989,0.0861691571734044,0.0611124208369657,0.0107975862748088,0.0412418908003808,0.111342223701754,0.23268008555734,0.0276675054829313,0.200150222427097,0.00853695157470918,0.00550081771771073,0.0885310474122422,0.0983870418313122,0.026474566531835,0.0634984765079205,0.0497766432673899,0.0838459048235675,0
DEL,T,1,1,0.014263665338962,8.99435175957724e-06,0.0989470713578911,9.00681806144325e-05,0.0697677281872351,0.00661208501948759,0.00211129955048258,0.011309443347535,0.0980368624002076,0.0270588975288465,0.00594095425901157,0.0031477360572579,0.000256892524427539,0.127645628859829,0.000492365183469155,0.00469239678430304,4.51949678631496e-05,0.00308065249229837,0.0101355155974323,0.000971188086759469,0
DEL,T,1,2,0.0182008975919698,0.00563826251914369,0.0910930744969723,0.0185685204498861,0.0860223136472956,0.013373210245486,0.0124184898535997,0.00946695060867859,0.0776427885180455,0.112905756999216,0.0065193663854383,0.0870043322801786,0.00594842690077719,0.140014852207838,0.0110971537504971,0.100492659081619,0.0149062688648638,0.0579937040216824,0.00114493787304328,0.00226610553577209,0
DEL,T,1,3,0.0155821330900103,0.0119294128969309,0.0788244152912234,0.0875191512737798,0.148103860757742,0.292030907080321,0.0109580675751681,0.0154666505555723,0.0604081244190903,0.0120942692380699,0.00750748951363883,0.23863541333094,0.00573423313381581,0.00397370609130934,0.0380004923651835,0.174319134078212,0.0566260665205363,0.0687675706614144,0.0136641765832051,0.00323729362253156,0
