Type,Subtype,Indel_size,Repeat_MH_size,W.1,W.2,W.3,W.4,W.5,W.6,W.7,W.8,W.9,W.10,W.11,W.12,W.13,W.14,W.15,W.16,W.17
DEL,C,1,0,0,0.0306991709127564,0,0,0.0959911320010826,0.00674699997106746,0.00215569829458684,0.618689152789803,0,0.0204509214099786,0.00896815392855049,0.0246677121175169,0.000848416327192294,7.68298221593627e-41,1.11451784738014e-308,1.95387627215952e-207,8.974092868883e-13
DEL,C,1,1,0.00408155737022227,0,0.000331223611313313,1.11253693151299e-308,0.247548650168334,0.0206276152339585,0,0.144453281268142,6.05476197049243e-56,0.000555910136965354,0,0,0,0,2.63959930708533e-196,9.05751754302747e-30,0.0257996084573304
DEL,C,1,2,0,0,0,0,0.22270052250794,0,0,0,0,0.00525086169392619,0,0,0,0.00190767726114484,0,0,0.0287074949782285
DEL,C,1,3,0.0152352620558634,0.0160194477230751,0.00161978183576841,0,0.0788009163679283,0.0054076407063371,0.00172036608929904,0.0129374878394217,0.0015524371375375,0,0.000128428862453198,0.00628226672849563,1.01081543963862e-163,0.00218567712983608,8.00038442540708e-160,2.89845581182786e-200,0.015745885995888
DEL,C,1,4,0,0.0101463998388089,0.000294777841438589,4.32082867807979e-225,0.0494487716885402,0,0.00187920793593089,0.0195783591325284,0,0.00157764215397094,0.00177391394922762,0.0397121156335712,0.0018986045326642,0.00139406586075985,7.36990535364049e-38,0.0012429535875123,3.93987481929234e-207
DEL,C,1,5+,0,4.03316846270493e-40,0.00110745855108912,0,0.0285674318409068,0,0.00878540457773552,0,0,1.96252329000168e-45,0.00167505761551059,0.152061664873087,0.00477660209516443,0,0,0,0
DEL,T,1,0,0,9.77804532796585e-20,2.13555277068501e-46,0,0.0314385074745478,0.00860277543858418,0.00328040257693715,6.52314687081299e-18,1.11255485912309e-308,3.27504788050928e-104,1.52722565670672e-49,0.0582783113486813,0.00949266857062485,1.706258547317e-54,0.988216665469517,6.47565203133769e-80,0.106092380133063
DEL,T,1,1,0,0,0,0,2.23208272405692e-79,0,0,0,0,0,0,0,0,0.792804373341883,0,0,0.082295786731439
DEL,T,1,2,0,2.42858383292995e-203,6.5227683701904e-257,0,1.33119431418767e-75,1.35610836641867e-78,0.00442069990294046,0.139104844469323,0,0.00843243912071163,0,0.0725075260263565,0.00617653352809659,0,0,4.75422260263561e-306,0.205172904940725
DEL,T,1,3,0,6.04154352035343e-215,5.14677266733899e-110,0,8.93992457759697e-45,0.0113739049400254,0.0125237565981544,1.28618269946379e-144,2.43794320458161e-294,2.46950448588969e-55,1.59816428516607e-154,0.0823550698002221,2.88399819416749e-187,3.41678900894141e-22,8.00934300695772e-288,0.746632451229959,3.85780572888201e-10
DEL,T,1,4,0,0.852971937607266,1.00905905295702e-112,0,5.69059179689284e-57,1.02004508364782e-291,0.0362241205828756,1.29723257025015e-72,0,0.00394285453551698,0,1.86311604643967e-147,0,0,0,0.195563502988735,2.64267733293615e-40
DEL,T,1,5+,0,4.57340806664549e-100,0.000518053239911444,0,2.30657541404695e-57,6.12588093664321e-149,0.873524962908357,5.41620233917763e-269,0,4.67395864941914e-160,2.14744627519723e-302,3.2919752838786e-108,9.53653801075446e-305,6.04764680615579e-164,0,1.71813512251132e-190,0.0163188738450896
INS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745464490345009,0,0,0,0
INS,C,1,1,0,0.000705581543628807,0,0.191590073961505,0,0,8.75312422762408e-05,0,0,0.00124721077494806,1.64337153673071e-45,0.00231380642967952,0.0198349895651912,0,0,0,0
INS,C,1,2,0,0,0,0.0999455107360267,0.00133388073601926,0,1.41430403569893e-05,0,0.00306794842555693,0,0,0.000172312299252497,0,0.000961347339409757,0,0,0.00378906406638423
INS,C,1,3,0.00515640576898755,0,0.000688148889052099,0.0376326022998924,0.00669705175799814,0,0.000240294172602742,0,0,0,0.000605450302860371,0.00449001355175192,0.000766383616595191,0,0,0,0
INS,C,1,4,0.000172042881989917,3.73882386870029e-271,0.00143309732193866,0.00932037577715441,0.00793006217148313,0,0.00160400432505191,0,0,0.000178193495976128,0,0.029560341277735,0.000498985796636169,0,0,0,0
INS,C,1,5+,0.362482027271471,1.925261087987e-83,0.00935996831888034,0,0.00788169933672466,0,0.00574501772710094,0,0,0,0,0.0818136664073579,0,0,0,0,0
INS,T,1,0,0.0163575268536809,0.00407414377796862,0.00182037145438065,0.00253196772408736,0.0205245880904486,0.00356055491413353,0.000779540757941776,0.0186000972144398,6.26101193021503e-76,0.00695528655137862,0.00377014468613181,0.00816581604379059,0.0549414857955232,0.0522916600827424,1.59051995052987e-77,7.94422478437116e-14,0.00159260936438388
INS,T,1,1,0,0,0,0.319369660827403,0.0498055501654636,0.000565927735091699,0,0.00975580988251974,2.99334567016181e-195,0,0,0,0.00153952662545531,0,0,0,0.0164129661093704
INS,T,1,2,0.00245225615213566,0.00257773021436475,4.45564865692457e-245,0.172356396244357,0.0490176383732885,0,0.000274268798966885,0,0,0,0,0.00590740064184141,0.000718185300965958,1.6204853514903e-281,0,0,0.0457586951500631
INS,T,1,3,0.0383049486411394,3.13111214329322e-17,0.00288867443605121,0.103201505767589,0.0279332405174469,0,0.00114641030253945,0,0,0,0,0.00302363833440658,0,0.0117171394724218,0,0,0.0314511521652949
INS,T,1,4,0.177524322024,3.35309859072871e-91,0.00870691124282145,0.0574851582435333,0.00651803660295834,0,0.00343572282903204,0.00121584216299657,1.52607350788477e-308,0.000537418796775284,0.000293817004726607,0.0236884040926574,0.00680254125812887,0.014102436755589,9.42644365999605e-191,1.03288021896751e-83,0.0164749080854432
INS,T,1,5+,0,1.0513677413959e-146,0.94810220505486,0,1.04912483282374e-75,3.69184437354459e-44,0.00362077955616272,2.82924272834115e-116,0,1.12445806673321e-42,2.44945460326359e-212,2.90877445198563e-140,1.61446188201067e-293,3.65587590769317e-194,2.12042913369424e-307,2.25136034846078e-148,2.38858457777595e-69
DEL,repeats,2,0,0,0,0.00042570841117407,1.27875738616079e-233,0.00853710277082406,0.00802926244207444,0,0.0204769447476357,1.66433394305957e-58,0,0.0966581415108903,1.21147922859882e-12,0.000295409051334394,0.0291666312093771,5.63811490753295e-167,0.000157935422855146,0.0360348270536025
DEL,repeats,2,1,0,0.000182492475305878,3.17095807415081e-215,0,0.0113227515171109,0.0083155526916292,0.00222629914538428,0,5.39785619465297e-249,0,0.206157091226418,0.0191806853309592,0.0070379681436978,3.95948619463784e-32,0,0.034339438752344,0.0224369309720738
DEL,repeats,2,2,0,1.57199608001687e-30,0.000576456421220153,0,0.0140114894479804,0,0.00132803063674759,0,0,0.00182769156091825,0.0485474555496739,0.010946996461328,0.00243027029238085,0.00245648266667492,0,0,0.00435343394590355
DEL,repeats,2,3,3.77064857520294e-128,3.29200235893142e-97,0.000200962204775492,0,0.0071115356007199,0,0.000561891235598841,0,0,0.000404624295458035,0.0118127877040999,0.00535975670003375,0,0,0,0,0
DEL,repeats,2,4,0,2.23835956781361e-125,0.000136776873180037,0,0.00330606749320132,0.000140349979507282,0.0005311158605028,8.66004484845176e-229,0.000716761306997831,0.000112412962368087,0.00343196155470171,0.00539854211334591,0.000209805782078303,0,1.12195694378779e-239,0,0.000995692587846423
DEL,repeats,2,5+,0,0,0,0,0,0,0,0,0,0,0.000384875343689317,0,0,0,0,0,0.039538003037272
